tar,Coke_1030(c),Coke_1030(s),Coke_1030(humidity),Coke_1030(s112),Coke_1030(s112_315),Coke_1030(s315),Coke_Fine(c),Coke_Fine(s),Coke_Fine(humidity),Coke_Fine(s05),Coke_Fine(s05_335),Coke_Fine(s335),dolomite(cao),dolomite(mgo),dolomite(s0_95),dolomite(s95_385),dolomite(s385_1000),lime(cao),lime(mgo),lime(s0_95),lime(s95_508),dri(fe_metal),dri(fe_total),dri(md),dri(c),dri(cao),dri(sio2),dri(mgo),dri(gunge),dri(feo_c),labels
14030413,82.31,1.32,0.0,1.62,96.5,1.88,82.31,1.32,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.05,1.2,4.0,96.0,79.15,87.35,90.62,1.88,0.0,0.0,0.0,8.43,6.12,1
14030414,81.85,1.3,0.0,1.5,97.0,1.5,81.85,1.3,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.17,87.13,92.0,1.83,0.33,1.83,0.31,9.04,4.97,2
14030415,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,79.5,86.8,91.6,1.6,0.0,0.0,0.0,9.51,5.87,1
14030416,82.1,1.25,0.0,0.67,96.67,2.67,82.1,1.25,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.5,86.15,93.45,2.0,0.48,2.48,0.31,10.23,3.67,2
14030417,80.3,1.1,0.0,1.0,98.0,1.0,80.3,1.1,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,93.1,2.4,1.33,32.0,79.05,86.65,91.2,2.0,0.48,2.59,0.36,9.17,4.88,0
14030418,81.55,1.27,0.0,0.75,96.5,2.75,81.55,1.27,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.28,1.3,4.25,95.75,79.05,86.3,91.6,1.8,0.48,2.68,0.36,9.82,5.18,2
14030419,82.75,1.35,0.0,0.5,96.5,3.0,82.75,1.35,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.25,1.3,4.25,95.75,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030420,81.6,1.37,0.0,0.5,96.83,2.67,81.6,1.37,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.32,1.3,4.25,95.75,80.1,86.3,92.8,2.0,0.0,0.0,0.0,9.92,3.99,1
14030421,82.44,1.42,0.0,0.6,96.6,2.8,82.44,1.42,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.37,1.2,4.0,96.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030422,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.1,1.2,5.0,95.0,80.1,86.9,92.2,1.5,0.0,0.0,0.0,9.65,5.83,1
14030423,81.18,1.35,0.0,0.25,96.5,3.25,81.18,1.35,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.47,1.2,4.0,96.0,78.9,86.2,91.5,2.0,0.48,2.68,0.4,9.71,4.7,2
14030424,82.03,1.34,0.0,1.2,97.0,1.8,82.03,1.34,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.45,1.2,4.5,95.5,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030425,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,81.6,86.6,94.2,2.1,0.0,0.0,0.0,9.87,3.06,1
14030426,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,81.0,87.3,92.8,1.7,0.0,0.0,0.0,9.2,4.77,1
14030427,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.78,1.2,3.5,79.83,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030428,82.25,1.34,0.0,0.6,96.5,2.9,82.25,1.34,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.93,1.2,3.33,80.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030429,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.3,1.2,4.5,95.5,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030430,80.68,1.39,0.0,0.46,96.54,3.0,80.68,1.39,0.0,2.0,97.0,1.0,55.2,34.4,3.0,97.0,0.0,92.0,1.2,4.5,95.5,76.4,85.4,89.5,1.9,0.98,5.12,0.83,10.12,6.09,2
14030431,81.67,1.41,1.03,0.47,96.53,3.0,81.67,1.41,1.03,2.0,97.0,1.0,55.6,34.3,4.5,95.5,0.0,91.6,1.2,4.2,95.8,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030501,81.2,1.43,0.0,3.33,96.0,0.67,81.2,1.43,0.0,2.0,97.0,1.0,55.15,34.75,2.5,97.5,0.0,91.66,1.2,4.6,95.4,79.9,86.0,92.9,2.0,0.97,5.29,0.88,10.25,3.92,2
14030502,82.16,1.39,0.0,0.38,96.25,3.38,82.16,1.39,0.0,2.0,97.0,1.0,53.0,33.25,3.5,84.5,12.0,91.34,1.2,4.0,96.0,80.25,86.85,92.4,2.05,0.48,2.64,0.44,9.21,4.17,2
14030503,81.47,1.43,0.0,1.14,97.29,1.57,81.47,1.43,0.0,2.0,97.0,1.0,55.47,33.5,3.0,78.0,19.0,91.98,1.2,3.8,96.2,79.65,86.75,91.85,1.95,0.48,2.42,0.38,9.27,4.7,2
14030504,81.6,1.35,0.0,1.75,96.5,1.75,81.6,1.35,0.0,2.0,97.0,1.0,55.25,33.25,7.0,85.5,7.5,91.68,1.2,3.8,96.2,79.8,86.0,92.8,2.0,0.0,0.0,0.0,10.22,3.99,1
14030505,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.85,33.95,2.0,48.0,0.0,91.95,1.2,4.0,96.0,80.6,87.1,92.55,2.35,0.0,0.0,0.0,8.69,3.56,1
14030506,81.26,1.38,0.0,0.8,96.8,2.4,81.26,1.38,0.0,2.0,97.0,1.0,55.5,33.82,2.8,76.8,0.4,91.47,1.2,4.0,96.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030507,81.1,1.36,0.0,2.71,96.14,1.14,81.1,1.36,0.0,2.0,97.0,1.0,55.3,34.1,4.0,96.0,0.0,92.1,1.2,3.0,97.0,78.75,85.8,91.8,1.8,0.0,0.0,0.0,10.38,5.04,1
14030508,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.2,33.8,4.0,96.0,0.0,91.33,1.22,3.86,84.26,79.4,86.15,92.15,1.82,0.24,1.32,0.22,10.09,4.84,2
14030509,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.8,34.1,3.0,97.0,0.0,91.35,1.2,4.5,95.5,80.73,86.4,93.4,1.77,0.32,1.8,0.29,10.21,4.17,2
14030510,82.02,1.38,0.0,1.0,96.75,2.25,82.02,1.38,0.0,2.0,97.0,1.0,52.8,35.75,2.5,97.5,0.0,91.48,1.2,4.25,95.75,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030511,82.3,1.4,0.0,3.0,96.5,0.5,82.3,1.4,0.0,2.0,97.0,1.0,56.07,33.83,3.0,96.0,1.0,91.38,1.2,4.0,96.0,79.57,86.5,92.0,2.0,0.0,0.0,0.0,9.51,4.46,1
14030512,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.55,33.45,3.5,96.0,0.5,91.7,1.2,5.0,95.0,79.1,85.7,92.3,2.05,0.48,2.72,0.44,10.36,4.15,2
14030513,81.0,1.4,0.0,0.0,97.0,3.0,81.0,1.4,0.0,2.0,97.0,1.0,55.52,33.62,1.5,48.5,0.0,91.45,1.2,4.0,96.0,79.5,86.6,91.8,1.8,0.0,0.0,0.0,9.57,5.07,0
14030514,81.5,1.4,0.0,2.0,98.0,0.0,81.5,1.4,0.0,2.0,97.0,1.0,56.35,33.6,3.5,96.5,0.0,91.47,1.2,4.33,95.67,80.45,86.5,93.0,2.3,0.0,0.0,0.0,9.47,3.38,1
14030515,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.05,34.1,3.0,97.0,0.0,91.67,1.2,3.33,96.67,80.0,86.3,92.7,2.0,0.96,5.24,0.84,9.9,4.05,2
14030516,82.9,0.9,0.0,3.0,97.0,0.0,82.9,0.9,0.0,2.0,97.0,1.0,55.8,33.85,3.5,96.5,0.0,91.98,1.2,4.4,95.6,80.5,87.0,92.5,2.2,0.0,0.0,0.0,8.94,3.8,1
14030517,83.9,0.95,0.0,2.75,97.25,0.0,83.9,0.95,0.0,2.0,97.0,1.0,55.85,33.85,2.5,97.5,0.0,91.65,1.2,3.75,96.25,78.7,86.2,91.3,1.85,0.44,2.58,0.44,9.8,5.42,2
14030518,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.7,34.0,2.0,98.0,0.0,92.05,1.2,4.25,95.75,79.7,85.9,92.8,2.1,0.0,0.0,0.0,10.22,3.8,1
14030519,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,79.9,86.2,92.7,1.85,0.44,2.61,0.44,10.15,4.38,2
14030520,81.05,1.25,0.0,2.5,97.0,0.5,81.05,1.25,0.0,2.0,97.0,1.0,55.57,33.97,1.67,65.0,0.0,91.87,1.2,4.33,95.67,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,0
14030521,82.22,1.35,0.0,1.5,97.0,1.5,82.22,1.35,0.0,2.0,97.0,1.0,55.5,33.93,2.0,64.67,0.0,91.95,1.2,4.25,95.75,79.9,86.25,92.65,1.75,0.0,0.0,0.0,10.18,4.68,1
14030522,82.62,1.27,0.0,1.5,96.88,1.62,82.62,1.27,0.0,2.0,97.0,1.0,55.72,33.65,1.75,48.25,0.0,91.82,1.2,4.0,96.0,79.45,86.05,92.35,2.0,0.48,2.62,0.36,10.06,4.27,0
14030523,81.28,1.35,0.0,1.75,96.5,1.75,81.28,1.35,0.0,2.0,97.0,1.0,55.65,34.1,2.5,97.5,0.0,91.75,1.2,4.0,96.0,78.8,85.8,91.85,1.95,0.0,0.0,0.0,10.24,4.63,1
14030524,82.33,1.23,0.0,1.33,96.78,1.89,82.33,1.23,0.0,2.0,97.0,1.0,55.8,33.65,2.0,98.0,0.0,91.85,1.2,4.0,96.0,81.0,87.2,92.9,1.8,0.0,0.0,0.0,9.22,4.43,1
14030525,83.45,0.82,0.0,1.91,97.36,0.73,83.45,0.82,0.0,2.0,97.0,1.0,55.6,34.05,2.5,97.5,0.0,92.0,1.2,4.4,95.6,80.75,87.05,92.75,1.9,0.48,2.5,0.39,9.25,4.34,2
14030526,80.6,1.14,0.0,1.0,98.0,1.0,80.6,1.14,0.0,2.0,97.0,1.0,55.5,33.85,2.5,97.5,0.0,91.7,1.2,4.0,96.0,79.0,86.1,91.77,1.93,0.0,0.0,0.0,9.93,4.81,1
14030527,80.3,1.0,0.0,2.0,97.0,1.0,80.3,1.0,0.0,2.0,97.0,1.0,55.3,33.67,2.33,64.33,0.0,91.4,1.2,3.17,80.17,79.47,85.67,92.77,1.83,0.64,3.4,0.53,10.72,4.4,2
14030528,82.99,1.03,0.0,1.86,97.14,1.0,82.99,1.03,0.0,2.0,97.0,1.0,55.75,33.45,2.5,97.5,0.0,91.22,1.2,3.8,96.2,80.8,86.5,93.4,2.0,0.0,0.0,0.0,9.87,3.67,1
14030529,83.89,0.98,0.0,1.8,97.3,0.9,83.89,0.98,0.0,2.0,97.0,1.0,55.37,33.43,2.33,64.33,0.0,91.16,1.2,4.0,96.0,78.95,86.1,91.7,2.0,0.0,0.0,0.0,9.85,4.65,1
14030530,83.65,0.87,0.0,1.83,97.17,1.0,83.65,0.87,0.0,2.0,97.0,1.0,55.47,33.5,2.0,64.67,0.0,91.2,1.2,4.25,95.75,79.8,86.3,92.5,1.9,0.0,0.0,0.0,9.94,4.4,1
14030531,83.59,0.97,0.0,2.0,97.14,0.86,83.59,0.97,0.0,2.0,97.0,1.0,55.25,33.45,2.5,97.5,0.0,91.15,1.2,4.0,96.0,80.9,86.6,93.4,1.75,0.48,2.67,0.44,10.02,4.19,2
14030601,83.78,0.82,0.0,2.0,97.25,0.75,83.78,0.82,0.0,2.0,97.0,1.0,54.4,33.65,3.0,97.0,0.0,91.33,1.22,3.86,84.26,76.95,85.3,90.2,1.8,0.48,2.73,0.38,10.51,5.96,2
14030602,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.3,34.4,4.0,96.0,0.0,91.33,1.22,3.86,84.26,78.97,86.43,91.37,1.97,0.0,0.0,0.0,9.46,5.1,1
14030603,80.0,0.8,0.0,3.0,97.0,0.0,80.0,0.8,0.0,2.0,97.0,1.0,55.25,33.25,1.5,48.5,0.0,91.33,1.22,3.86,84.26,78.8,86.4,91.2,1.85,0.95,5.6,0.83,9.57,5.29,2
14030604,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.7,32.9,3.0,97.0,0.0,91.33,1.22,3.86,84.26,78.05,85.45,91.3,1.85,0.48,2.64,0.41,10.58,5.15,2
14030605,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,58.7,33.3,4.0,96.0,0.0,91.9,1.8,4.0,96.0,81.85,88.15,92.85,2.55,0.42,2.34,0.76,7.5,3.2,0
14030606,84.11,0.92,0.0,2.12,97.25,0.62,84.11,0.92,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.5,1.2,4.5,95.5,79.97,87.57,91.33,2.03,0.0,0.0,0.0,8.22,4.93,1
14030607,83.33,0.94,0.0,2.0,97.29,0.71,83.33,0.94,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.92,1.2,4.0,96.0,79.03,86.2,91.67,2.1,0.36,1.64,0.38,9.65,4.47,2
14030608,84.06,0.94,0.0,2.8,96.8,0.4,84.06,0.94,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.82,1.2,4.75,95.25,79.5,86.5,92.0,1.8,0.96,5.27,0.97,9.69,5.0,2
14030609,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.7,1.2,4.5,95.5,80.8,87.6,92.2,2.6,0.0,0.0,0.0,7.85,3.36,1
14030610,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.38,1.2,4.25,95.75,80.53,87.37,92.17,0.77,0.32,1.78,0.31,9.91,1.44,0
14030611,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.53,1.2,5.0,95.0,81.8,87.8,93.17,0.0,0.3,1.53,0.62,10.48,0.0,0
14030612,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,81.2,87.6,92.7,0.0,0.0,0.0,0.0,10.57,0.0,1
14030613,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.93,1.2,2.67,64.0,79.95,86.25,92.7,0.0,0.0,0.0,0.0,11.95,0.0,1
14030614,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,79.57,86.93,91.5,1.57,0.32,1.76,0.28,9.39,2.45,2
14030615,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.55,1.2,4.0,96.0,80.32,86.3,93.02,2.02,0.24,1.23,0.23,9.96,3.85,2
14030616,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.4,1.2,2.17,47.83,82.35,87.6,94.0,1.9,0.0,0.0,0.0,9.0,3.67,1
14030617,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.58,1.2,3.0,72.0,80.83,87.37,92.5,1.9,0.3,1.77,0.41,8.86,4.51,0
14030618,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.85,1.2,5.0,95.0,80.17,87.73,91.37,1.9,0.57,3.28,1.03,8.2,5.15,2
14030619,84.05,1.1,0.0,2.5,97.0,0.5,84.05,1.1,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.4,1.2,4.0,96.0,80.8,86.97,92.9,2.3,0.0,0.0,0.0,8.97,3.51,1
14030620,82.8,1.1,0.0,1.5,97.5,1.0,82.8,1.1,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,92.0,1.2,4.0,96.0,82.5,87.55,94.25,1.65,0.92,5.47,1.12,9.35,3.97,2
14030621,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.88,1.3,4.0,96.0,81.45,88.0,92.55,1.65,0.45,2.72,0.64,8.47,5.05,0
14030622,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.79,1.2,2.29,54.86,80.9,86.87,93.13,2.03,0.0,0.0,0.0,9.39,3.79,1
14030623,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.83,1.2,3.0,63.67,81.25,87.65,92.7,1.8,0.0,0.0,0.0,8.72,4.59,1
14030624,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.77,1.2,3.0,63.67,80.6,86.85,92.8,1.95,0.45,2.64,0.56,9.41,4.13,0
14030625,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.77,1.2,2.33,64.33,80.8,86.75,93.15,1.65,0.48,2.72,0.5,9.9,4.63,0
14030626,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.7,32.6,2.0,98.0,0.0,91.6,1.2,3.5,96.5,80.0,86.55,92.45,2.0,0.0,0.0,0.0,9.57,4.21,1
14030627,82.1,1.0,0.0,2.5,97.0,0.5,82.1,1.0,0.0,2.0,97.0,1.0,56.8,32.0,2.0,98.0,0.0,91.37,1.2,4.0,96.0,77.63,86.1,90.15,1.68,0.44,2.51,0.53,9.79,6.5,2
14030628,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.9,34.1,4.0,96.0,0.0,91.45,1.2,3.0,72.0,78.5,86.2,91.1,1.8,0.0,0.0,0.0,9.79,5.5,1
14030629,83.51,0.93,0.0,2.71,96.71,0.57,83.51,0.93,0.0,2.0,97.0,1.0,56.45,32.25,3.5,96.5,0.0,91.18,1.2,1.4,38.6,78.5,86.3,91.0,1.6,0.0,0.0,0.0,9.86,6.27,1
14030630,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.35,34.05,3.5,96.5,0.0,90.9,1.2,4.0,96.0,79.7,86.65,91.95,1.95,0.0,0.0,0.0,9.41,4.61,1
14030631,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.2,32.5,3.5,96.5,0.0,91.7,1.2,3.5,96.5,80.07,86.43,92.63,1.9,0.32,1.52,0.23,9.84,4.35,2
14030701,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.85,32.35,4.0,96.0,0.0,91.63,1.2,4.0,96.0,80.8,86.93,92.93,1.93,0.3,1.59,0.34,9.38,4.09,2
14030702,83.29,0.98,0.0,2.75,97.0,0.25,83.29,0.98,0.0,2.0,97.0,1.0,55.67,32.47,4.67,95.33,0.0,91.83,1.2,3.67,96.33,79.15,86.65,91.35,1.6,0.0,0.0,0.0,9.6,6.26,1
14030703,81.1,0.9,0.0,2.5,97.0,0.5,81.1,0.9,0.0,2.0,97.0,1.0,55.37,32.9,3.0,97.0,0.0,91.5,1.2,4.33,95.67,79.2,86.45,91.65,1.9,0.46,2.25,0.42,9.57,4.91,2
14030704,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,58.0,32.75,3.0,97.0,0.0,91.4,1.2,4.33,95.67,80.83,86.73,93.2,1.97,0.31,1.64,0.31,9.61,3.85,2
14030705,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.05,32.7,1.75,48.25,0.0,91.38,1.2,2.2,57.8,78.6,86.6,90.8,1.9,0.0,0.0,0.0,9.21,5.42,1
14030706,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,50.6,36.3,3.0,97.0,0.0,91.5,1.2,4.0,96.0,79.6,86.45,92.1,2.15,0.0,0.0,0.0,9.44,4.12,1
14030707,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.37,32.87,2.0,97.67,0.33,91.53,1.2,4.33,95.67,80.13,86.6,92.53,2.03,0.31,1.59,0.32,9.51,4.08,2
14030708,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.6,32.73,3.0,97.0,0.0,91.32,1.2,4.0,96.0,79.9,86.37,92.5,2.2,0.31,1.61,0.34,9.58,3.78,2
14030709,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.37,32.93,3.33,96.67,0.0,92.65,1.1,3.75,96.25,80.1,86.35,92.8,2.1,0.48,2.56,0.42,9.76,3.84,2
14030710,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,34.5,3.33,96.67,0.0,92.58,1.3,3.5,96.5,80.7,86.5,93.3,2.1,0.0,0.0,0.0,9.74,3.55,1
14030711,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.53,86.5,93.1,1.87,0.3,1.48,0.32,9.92,4.13,2
14030712,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,33.1,2.5,97.5,0.0,92.53,1.73,3.67,96.33,80.17,86.0,93.2,1.87,0.3,1.67,0.36,10.46,4.03,2
14030713,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.35,32.8,3.0,97.0,0.0,92.1,1.2,4.5,95.5,80.5,86.4,93.13,2.0,0.0,0.0,0.0,9.91,3.8,1
14030714,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.73,34.3,3.0,97.0,0.0,92.52,1.2,7.4,72.6,81.0,86.4,93.7,1.9,0.92,5.06,0.97,10.15,3.66,2
14030715,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.8,34.5,3.33,96.67,0.0,91.92,1.2,9.6,70.4,80.2,86.8,92.4,2.1,0.0,0.0,0.0,9.21,4.04,1
14030716,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.13,34.1,3.67,96.33,0.0,91.92,1.2,3.6,76.4,79.7,86.47,92.17,2.0,0.32,1.54,0.25,9.59,4.35,2
14030717,81.65,0.95,0.0,2.5,97.0,0.5,81.65,0.95,0.0,2.0,97.0,1.0,55.6,34.05,3.0,97.0,0.0,91.62,1.2,4.0,96.0,80.53,86.68,92.88,1.98,0.24,1.27,0.25,9.59,4.02,2
14030718,83.47,0.97,0.0,2.33,97.0,0.67,83.47,0.97,0.0,2.0,97.0,1.0,55.3,34.1,3.0,97.0,0.0,91.6,1.2,4.25,95.75,78.1,86.23,90.53,1.87,0.32,1.72,0.28,9.57,5.63,2
14030719,82.7,1.1,0.0,2.67,97.33,0.0,82.7,1.1,0.0,2.0,97.0,1.0,54.4,34.25,3.0,97.0,0.0,92.48,1.3,3.0,72.0,79.53,85.7,92.8,2.07,0.33,1.73,0.26,10.47,3.84,2
14030720,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.2,34.9,2.0,98.0,0.0,92.1,1.2,4.0,96.0,80.57,86.3,93.33,1.93,0.0,0.0,0.0,10.12,3.83,1
14030721,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.65,32.45,3.5,96.5,0.0,92.4,1.2,3.0,77.0,80.73,86.57,93.3,2.0,0.32,1.67,0.22,9.76,3.75,2
14030722,83.54,1.08,0.0,2.6,97.2,0.2,83.54,1.08,0.0,2.0,97.0,1.0,54.93,34.2,3.67,96.33,0.0,92.18,1.28,3.4,76.6,79.75,85.95,92.8,2.0,0.48,2.79,0.4,10.27,3.99,2
14030723,83.35,1.15,0.0,2.5,97.5,0.0,83.35,1.15,0.0,2.0,97.0,1.0,54.7,34.33,3.0,97.0,0.0,92.16,1.28,3.4,76.6,79.4,85.37,93.0,2.0,0.0,0.0,0.0,10.92,3.85,1
14030724,82.63,1.17,0.0,2.33,97.67,0.0,82.63,1.17,0.0,2.0,97.0,1.0,54.93,33.93,3.67,96.33,0.0,92.03,1.2,3.5,79.83,80.43,85.97,93.6,2.1,0.32,1.67,0.26,10.35,3.44,2
14030725,82.0,1.0,0.0,2.33,97.67,0.0,82.0,1.0,0.0,2.0,97.0,1.0,55.27,33.67,3.0,97.0,0.0,91.92,1.2,4.0,96.0,80.03,86.53,92.47,1.83,0.32,1.76,0.27,9.77,4.56,2
14030726,83.4,1.0,0.0,2.29,97.57,0.14,83.4,1.0,0.0,2.0,97.0,1.0,55.2,34.0,4.0,96.0,0.0,91.68,1.2,5.25,94.75,80.5,86.6,92.95,1.75,0.0,0.0,0.0,9.9,4.48,1
14030727,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.4,33.85,2.0,98.0,0.0,91.4,1.2,3.5,96.5,80.83,87.1,92.8,2.03,0.0,0.0,0.0,9.07,3.98,1
