Heat,c (Coke1030),s (Coke1030),s112 (Coke1030),Coke1030_labels,c (CokeFine),s (CokeFine),s05 (CokeFine),CokeFine_labels,cao (Dolomite),mgo (Dolomite),s0_95 (Dolomite),s95_385 (Dolomite),s385_1000 (Dolomite),Dolomite_labels,fe_metal (DRI),fe_total (DRI),md (DRI),c (DRI),gunge (DRI),feo (DRI),feo_c (DRI),Dri_labels,cao (Lime),mgo (Lime),s0_95 (Lime),Lime_labels,cao (Slag),feo (Slag),sio2 (Slag),mgo (Slag),al2o3 (Slag),p2o5 (Slag),mno (Slag),b2 (Slag),b3 (Slag),b4 (Slag),Slag_labels,Duration (EAF),Power On (EAF),Power Off (EAF),Delays (EAF),DRI [t] (EAF),Ele [MW] (EAF),Tapped [t] (EAF),Tapped [kWh/t] (EAF),O2 [Nm3] (EAF),CH4 [Nm3] (EAF),C.inj [kg] (EAF),Chemical [MWh] (EAF),C [kg] (EAF),CaO [kg] (EAF),MgO [kg] (EAF),Tapping Time [Sec] (EAF),EAF_DRI (EAF),HDRI(T) (EAF)
4034170.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.92,36.25,3.25,96.75,0.0,0.0,79.49,86.54,91.84,1.83,9.61,9.08,4.99,1.0,91.95,1.0,4.0,0.0,29.9,23.8,24.2,12.3,4.5,0.714,0.213,1.24,1.04,1.47,0.0,70.0,60.0,10.0,5.0,199.6947327,118.0908127,184.6032562,640.944458,5705.949707,549.1916504,2093.777832,16833.96094,1501.200073,9230.30957,9823.988281,298.0,199694.7188,0.0
4034172.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.92,36.25,3.25,96.75,0.0,0.0,79.49,86.54,91.84,1.83,9.61,9.08,4.99,1.0,91.95,1.0,4.0,0.0,29.9,23.8,24.2,12.3,4.5,0.714,0.213,1.24,1.04,1.47,0.0,68.0,60.0,8.0,3.0,199.4166718,113.8113785,184.9020691,619.1130371,5510.028809,529.8955688,2153.99585,16254.7998,1501.800049,8902.806641,9786.544922,291.0,199416.6719,0.0
4034186.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.92,36.25,3.25,96.75,0.0,0.0,79.49,86.54,91.84,1.83,9.61,9.08,4.99,1.0,91.95,1.0,4.0,0.0,29.9,23.8,24.2,12.3,4.5,0.714,0.213,1.24,1.04,1.47,0.0,70.0,61.0,8.0,3.0,208.6777649,115.5640259,185.1053009,642.6976318,5983.660645,575.9963379,2169.99585,17653.4707,2001.300171,9449.192383,10460.92285,260.0,208677.7656,0.0
4034195.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,29.9,23.8,24.2,12.3,4.5,0.714,0.213,1.24,1.04,1.47,0.0,65.0,56.0,8.0,3.0,49.02148056,117.4930344,178.1495514,622.1463623,5745.949219,552.2960205,2026.999512,16950.0293,2000.900146,9372.505859,10405.81836,283.0,49021.48047,160.8000031
4034196.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,29.9,23.8,24.2,12.3,4.5,0.714,0.213,1.24,1.04,1.47,0.0,61.0,53.0,8.0,3.0,49.00310135,117.6582336,184.2174988,566.8391113,5386.5,517.8415527,944.8875732,15889.94043,2002.699951,9413.099609,10386.40723,278.0,49003.09766,161.3000031
4034197.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,29.9,23.8,24.2,12.3,4.5,0.714,0.213,1.24,1.04,1.47,0.0,64.0,55.0,8.0,3.0,49.02085876,117.8422852,180.3638763,605.2640991,5657.38623,543.817749,2137.542969,16688.86914,2001.5,9427.301758,10575.72266,272.0,49020.86328,160.8000031
4034198.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,33.1,18.9,25.1,12.4,4.5,1.02,0.224,1.32,1.12,1.54,3.0,61.0,53.0,8.0,3.0,44.53277969,116.4865723,177.511734,583.1234741,5433.978027,522.7800293,1942.986328,16030.96973,2000.599976,9342.995117,10527.20605,267.0,44532.78125,165.6000061
4034199.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,33.1,18.9,25.1,12.4,4.5,1.02,0.224,1.32,1.12,1.54,3.0,68.0,54.0,13.0,8.0,44.51937866,113.8436813,183.5127563,559.8734741,5460.708008,526.0957031,2062.974121,16111.75977,2001.899902,9132.400391,9808.299805,265.0,44519.375,159.6000061
4034200.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,33.1,18.9,25.1,12.4,4.5,1.02,0.224,1.32,1.12,1.54,3.0,60.0,52.0,8.0,3.0,44.53393936,115.1888962,183.1429291,551.734436,5332.101074,512.6530762,1888.0,15729.57031,2000.600098,9439.804688,10169.58887,258.0,44533.9375,160.8999939
4034201.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,33.9,18.0,25.3,12.3,4.5,0.99,0.227,1.34,1.14,1.55,3.0,60.0,52.0,7.0,2.0,44.51042938,116.1858063,184.5441742,555.9564819,5453.149902,524.2809448,1964.901245,16086.63965,2003.199951,9298.805664,10224.52441,266.0,44510.43359,160.2998962
4034202.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.6,33.6,4.0,96.0,0.0,0.0,79.55,86.25,92.22,1.88,9.96,8.62,4.69,1.0,91.9,1.2,5.0,0.0,33.9,18.0,25.3,12.3,4.5,0.99,0.227,1.34,1.14,1.55,3.0,63.0,54.0,8.0,3.0,59.82703018,116.509903,184.0262451,575.7835083,5663.629395,544.5296631,1824.0,16707.58008,2001.400024,9461.810547,10406.69629,262.0,59827.03125,149.5
4034203.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,31.5,22.1,23.5,12.6,4.5,1.018,0.243,1.34,1.13,1.57,3.0,60.0,52.0,8.0,3.0,60.00698853,116.8401947,182.130127,558.3009644,5437.747559,523.1486206,1104.963135,16042.11035,2001.300049,9331.824219,10295.80176,260.0,60006.98828,149.6999969
4034205.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,31.3,20.0,24.8,13.6,4.6,0.984,0.237,1.26,1.06,1.53,3.0,60.0,52.0,8.0,3.0,48.98773956,117.5643387,181.8031921,561.1547241,5516.380859,530.6481934,1737.0,16273.91992,2001.799927,9447.307617,10326.19043,264.0,48987.74219,160.1000061
4034206.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,30.5,19.1,25.4,14.5,4.7,0.929,0.24,1.2,1.01,1.5,3.0,60.0,52.0,8.0,3.0,49.84671021,117.4134674,176.3451385,578.7053223,5799.675293,558.7597656,1713.958862,17111.90039,2000.599976,9349.009766,10350.11328,269.0,49846.71094,159.3000031
4034207.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,30.5,19.1,25.4,14.5,4.7,0.929,0.24,1.2,1.01,1.5,3.0,60.0,52.0,8.0,3.0,59.27809143,117.3327179,180.0120239,566.5270996,6045.67627,584.6392822,1727.0,17843.38086,2001.800049,9450.001953,10500.80664,280.0,59278.08594,150.0
4034209.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,30.5,19.1,25.4,14.5,4.7,0.929,0.24,1.2,1.01,1.5,3.0,58.0,50.0,7.0,2.0,54.64997101,113.3055573,182.8881683,524.8835449,5810.638672,559.383606,1745.998657,17143.11914,1501.099854,9251.009766,10250.38867,257.0,54649.96875,149.8000031
4034210.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,30.5,19.1,25.4,14.5,4.7,0.929,0.24,1.2,1.01,1.5,3.0,63.0,54.0,9.0,4.0,54.77981949,111.9918442,184.5845642,546.2199097,6011.143066,578.5985107,1795.0,17734.43945,2001.39978,9216.299805,10253.1875,313.0,54779.82031,151.1999969
4034211.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,30.3,20.5,25.7,12.3,5.2,0.869,0.252,1.18,0.98,1.38,3.0,65.0,55.0,10.0,5.0,55.01319885,111.0993958,186.2073059,550.7351685,5617.190918,540.6430054,1547.888306,16572.08008,2000.199951,9252.311523,9934.208008,281.0,55013.19531,154.8000031
4034213.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,26.7,30.4,21.3,11.7,4.2,0.868,0.231,1.25,1.05,1.51,0.0,69.0,53.0,16.0,11.0,59.00522995,115.9100952,180.4183655,571.9605103,6137.443848,591.2053223,1798.0,18108.23047,2002.800049,9250.111328,10253.01465,247.0,59005.22656,151.1999969
4034214.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,28.4,24.1,24.4,12.7,4.7,0.949,0.233,1.16,0.98,1.41,3.0,61.0,53.0,7.0,2.0,59.01528168,116.3125076,179.188797,582.3922119,5916.708496,571.8935547,1835.962524,17462.03906,2003.0,9250.602539,10253.60156,269.0,59015.28516,151.3000031
4034215.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,28.4,24.1,24.4,12.7,4.7,0.949,0.233,1.16,0.98,1.41,3.0,64.0,56.0,7.0,2.0,70.01986694,115.0080719,177.4149933,610.4290771,5924.858398,571.8431396,1912.99585,17483.91016,2002.600098,9450.013672,10502.3916,250.0,70019.86719,139.8000031
4034216.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,28.4,24.1,24.4,12.7,4.7,0.949,0.233,1.16,0.98,1.41,3.0,64.0,55.0,8.0,3.0,68.7634964,116.113472,184.2921448,581.3971558,6104.630371,590.2015381,1918.0,18017.01953,2001.600098,9354.917969,10426.08594,288.0,68763.5,146.5
4034217.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,28.4,24.1,24.4,12.7,4.7,0.949,0.233,1.16,0.98,1.41,3.0,63.0,55.0,7.0,2.0,70.00830078,116.2548065,180.5243835,598.7261963,6186.567871,598.7458496,2072.0,18260.48047,2001.099854,9450.707031,10336.90039,248.0,70008.30469,145.1000061
4034218.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,28.4,24.1,24.4,12.7,4.7,0.949,0.233,1.16,0.98,1.41,3.0,63.0,55.0,7.0,2.0,70.0147171,114.8191452,177.115387,602.173645,6266.286621,605.0202637,1962.0,18492.01953,2001.099854,9598.713867,10652.73828,233.0,70014.71875,145.6000977
4034219.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,29.9,25.8,22.6,11.5,4.1,1.029,0.216,1.32,1.12,1.55,0.0,68.0,57.0,11.0,6.0,69.07576752,115.0807266,180.6924591,607.5196533,6300.505859,609.4547119,2009.999878,18595.94922,2000.300049,9658.5,10710.66797,268.0,69075.77344,146.3000031
4034220.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,30.3,24.2,23.5,11.7,4.1,1.041,0.213,1.29,1.1,1.52,3.0,63.0,54.0,8.0,3.0,74.61045837,115.8112259,181.0386353,581.7756958,6123.12793,590.2631226,2038.887085,18067.11914,2002.600098,9663.603516,10422.90039,244.0,74610.46094,135.6999969
4034221.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,30.3,24.2,23.5,11.7,4.1,1.041,0.213,1.29,1.1,1.52,3.0,62.0,54.0,7.0,2.0,73.99259949,115.5267792,178.8916931,590.8994751,6127.908203,592.4106445,1946.996826,18085.61914,2001.600098,9548.40332,10419.87109,240.0,73992.59375,135.3999939
4034222.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,29.1,27.1,22.2,11.5,4.1,1.002,0.211,1.31,1.11,1.54,0.0,63.0,55.0,8.0,3.0,74.61830902,115.0013809,179.4113617,591.3157959,6227.717773,600.4699097,2132.991699,18376.06055,2002.400024,9385.509766,10392.60645,256.0,74618.3125,135.3999939
4034223.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,29.1,27.1,22.2,11.5,4.1,1.002,0.211,1.31,1.11,1.54,0.0,69.0,56.0,13.0,8.0,74.59620667,116.2647781,185.2900391,591.220459,6099.383789,588.1132202,1937.998657,17997.43945,2000.599976,9490.617188,10502.89453,239.0,74596.21094,136.1999969
4034224.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,29.1,27.1,22.2,11.5,4.1,1.002,0.211,1.31,1.11,1.54,0.0,68.0,54.0,13.0,8.0,73.26187134,115.7825241,184.2918854,575.0289307,5966.841797,575.4602661,1766.995972,17606.66992,2001.299927,9393.306641,10268.11621,224.0,73261.86719,135.6999969
4034225.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,54.9,33.6,2.0,48.0,0.0,1.0,81.6,87.57,93.17,1.87,8.86,7.68,4.22,0.0,92.25,1.2,4.5,0.0,26.7,31.9,20.2,11.4,3.8,0.972,0.2,1.32,1.11,1.59,0.0,63.0,51.0,11.0,6.0,74.54421997,117.3466492,182.2991486,554.1217041,5921.074219,570.5532227,962.9981689,17470.33984,1502.600098,9393.109375,10408.00293,227.0,74544.21875,134.5
4034226.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,26.7,31.9,20.2,11.4,3.8,0.972,0.2,1.32,1.11,1.59,0.0,61.0,51.0,10.0,5.0,58.86286163,118.000824,183.5871735,549.9090576,5870.770508,565.8427734,1286.888916,17322.26953,1502.900024,9527.600586,10386.69531,207.0,58862.85938,150.6000061
4034227.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,26.7,31.9,20.2,11.4,3.8,0.972,0.2,1.32,1.11,1.59,0.0,59.0,51.0,8.0,3.0,59.76147079,117.7993317,184.2832947,547.4290771,5998.821777,580.87323,1777.962891,17707.08984,1501.900024,9313.095703,10249.98242,217.0,59761.46484,149.6000977
4034228.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,26.7,31.9,20.2,11.4,3.8,0.972,0.2,1.32,1.11,1.59,0.0,65.0,51.0,13.0,8.0,59.89403915,116.861496,177.2261963,566.8937378,5878.079102,566.0419922,1631.0,17342.5293,1501.400269,7352.986328,10363.0918,223.0,59894.03906,149.3999939
4034229.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,30.1,23.0,23.8,12.5,4.5,1.018,0.231,1.26,1.06,1.51,3.0,58.0,50.0,8.0,3.0,60.04330826,116.979805,184.9224548,534.18573,5735.407715,554.5326538,1006.999939,16927.38086,1502.300049,7500.293457,10131.62207,250.0,60043.30859,149.1000061
4034230.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,30.1,23.0,23.8,12.5,4.5,1.018,0.231,1.26,1.06,1.51,3.0,59.0,50.0,9.0,3.0,59.53762817,116.5648422,184.6920624,532.604248,6147.07373,597.3547363,1560.888428,18150.2207,1501.999878,7955.20459,10420.47461,236.0,59537.62891,150.2001038
4034231.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,29.6,23.2,23.8,12.9,4.4,1.004,0.225,1.24,1.05,1.51,3.0,58.0,50.0,7.0,2.0,74.1337738,116.1528702,183.9118958,532.6223755,6314.393066,614.3583374,1626.001221,18646.19922,1502.699951,7526.504395,10229.49414,248.0,74133.77344,135.1000061
4034232.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,29.6,23.2,23.8,12.9,4.4,1.004,0.225,1.24,1.05,1.51,3.0,55.0,47.0,7.0,2.0,73.98423767,117.6660538,180.8719788,514.1142578,6328.419434,615.9405518,953.0,18688.16992,1000.199951,7597.097168,10466.69336,228.0,73984.23438,135.3999939
4034233.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,29.6,23.2,23.8,12.9,4.4,1.004,0.225,1.24,1.05,1.51,3.0,56.0,48.0,7.0,2.0,75.0295105,117.6117706,175.8657837,536.678833,6373.700195,620.0938721,980.0,18821.23047,1003.0,7350.883789,10320.79004,250.0,75029.50781,135.8000031
4034234.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,25.5,32.2,21.4,11.0,4.2,0.948,0.229,1.19,1.0,1.43,2.0,58.0,48.0,10.0,5.0,69.04631042,115.1088943,181.3739471,509.8351746,6001.168945,583.2347412,1616.0,17719.57031,1002.599976,7351.085938,10480.69727,244.0,69046.30469,131.3000031
4034235.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,25.5,32.2,21.4,11.0,4.2,0.948,0.229,1.19,1.0,1.43,2.0,64.0,48.0,16.0,11.0,67.94657135,114.7777176,176.1200714,522.4473267,6212.158203,602.7611084,1642.0,18340.00977,1001.5,7038.490723,8489.592773,197.0,67946.57031,132.1999969
4034236.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.2,35.3,21.4,10.5,4.0,0.803,0.244,1.08,0.91,1.33,2.0,53.0,41.0,11.0,6.0,35.28617096,115.4890976,187.5297546,430.2355652,5278.76416,514.5127563,1560.887573,15590.38965,1001.699951,6534.091309,8096.904785,237.0,35286.17188,145.3999939
4034237.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.5,34.5,21.1,11.2,4.1,0.835,0.238,1.11,0.93,1.38,2.0,60.0,47.0,13.0,8.0,40.67945862,116.2041626,186.0821381,489.1742859,5921.356445,576.2577515,1596.998657,17485.92969,1002.799927,6857.404785,8004.106445,268.0,40679.46484,158.8000031
4034239.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.5,34.5,21.1,11.2,4.1,0.835,0.238,1.11,0.93,1.38,2.0,58.0,51.0,7.0,2.0,74.07302094,116.8413696,184.7157593,543.1117554,6162.986816,595.3397217,1958.333252,18187.94922,1000.799927,7614.806152,9974.3125,218.0,74073.02344,145.8999939
4034240.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.5,34.5,21.1,11.2,4.1,0.835,0.238,1.11,0.93,1.38,2.0,60.0,51.0,8.0,3.0,73.8986969,117.3190002,178.0956116,566.3348389,6793.104004,663.2037354,2123.0,20065.71094,1000.599976,7913.577148,10074.38965,229.0,73898.69531,146.1000061
4034241.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,24.2,35.6,19.9,10.4,3.9,0.906,0.227,1.22,1.02,1.45,2.0,66.0,49.0,16.0,11.0,74.36579132,119.0327225,183.2164307,538.515564,6431.657715,624.5446777,1874.99939,18989.28906,1002.200195,9820.90918,8800.71582,206.0,74365.78906,139.6999969
4034242.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,24.2,35.6,19.9,10.4,3.9,0.906,0.227,1.22,1.02,1.45,2.0,57.0,50.0,7.0,2.0,75.00753021,119.1516342,179.8395538,554.5125732,6679.123047,652.7197876,1954.0,19730.69922,1001.600098,9700.1875,8704.791016,203.0,75007.53125,140.3000031
4034243.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,24.2,35.6,19.9,10.4,3.9,0.906,0.227,1.22,1.02,1.45,2.0,56.0,49.0,7.0,2.0,74.81848145,119.1837845,184.3054352,530.9833984,6691.036621,654.0599976,1932.999878,19766.34961,1002.200073,9701.210938,8485.910156,222.0,74818.47656,140.1000061
4034244.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,24.2,35.6,19.9,10.4,3.9,0.906,0.227,1.22,1.02,1.45,2.0,56.0,49.0,7.0,2.0,74.04042053,120.1095428,182.3867645,542.3833618,6279.872559,615.2849121,1685.666504,18555.40039,1002.699707,9701.582031,8665.105469,215.0,74040.42188,140.1999969
4034245.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.8,39.6,17.7,9.4,3.5,0.899,0.205,1.34,1.12,1.57,2.0,69.0,51.0,18.0,13.0,74.52284241,117.6438446,182.0982361,552.9077148,6351.515137,613.3092041,1804.998535,18743.68945,1000.899658,9700.307617,8603.089844,201.0,74522.84375,141.1999969
4034246.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.8,39.6,17.7,9.4,3.5,0.899,0.205,1.34,1.12,1.57,2.0,57.0,50.0,6.0,1.0,74.00821686,117.3114548,183.5106201,537.5131836,6566.176758,640.1959839,1884.0,19393.18945,1003.000122,9658.311523,8601.703125,200.0,74008.21875,140.1999969
4034247.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.8,39.6,17.7,9.4,3.5,0.899,0.205,1.34,1.12,1.57,2.0,56.0,50.0,6.0,1.0,73.45482635,118.2817764,186.2086334,529.3425293,6392.670898,623.3425903,1882.0,18880.90039,1000.099854,9700.305664,8529.816406,210.0,73454.82813,140.0
4034248.0,81.9,1.0,2.0,0.0,81.9,1.0,2.0,1.0,55.05,33.5,3.5,96.5,0.0,0.0,80.5,87.43,92.1,1.92,8.67,8.91,4.77,0.0,91.47,1.2,4.33,1.0,23.8,39.6,17.7,9.4,3.5,0.899,0.205,1.34,1.12,1.57,2.0,67.0,56.0,10.0,5.0,98.2082901,118.5818329,181.6901093,613.862854,5688.612305,547.9660034,2192.987793,16783.9707,1002.0,10027.4043,9111.402344,216.0,98208.28906,122.6999969
