sample_no,tar,c,s,humidity,ash,s112,s112_315,s315,factory,trailer,time_1,location
COKE02-211,14020218,80.9,0.9,0,0,3,73,24,Zarand Kerman,289Ú34,12/30/99,
COKE02-212,14020218,82.4,1.1,0,0,4,73,23,Zarand Kerman,167Ú95,12/30/99,
COKE02-215,14020219,81.2,1,0,0,2,77,21,Zarand Kerman,716Ú18,12/30/99,
COKE02-216,14020219,81,1,0,0,3,73,24,Zarand Kerman,251Ú41,12/30/99,
COKE02-217,14020219,80,1.1,0,0,4,73,23,Zarand Kerman,755Ú78,12/30/99,
COKE02-220,14020220,82.2,1,0,0,3,73,24,Zarand Kerman,376Ú75,12/30/99,
COKE02-221,14020220,81.5,1,0,0,3,73,24,Zarand Kerman,525Ú11,12/30/99,
COKE02-222,14020221,82,1,0,0,2,77,21,Zarand Kerman,755Ú54,12/30/99,
COKE02-223,14020221,81.5,1,0,0,3,73,24,Zarand Kerman,215Ú66,12/30/99,
COKE02-224,14020221,82.4,1,0,0,4,73,23,Zarand Kerman,934Ú32,12/30/99,
COKE02-230,14020223,82.6,1.1,0,0,2,77,21,Zarand Kerman,542Ú92,12/30/99,
COKE02-231,14020223,82.2,1,0,0,3,73,24,Zarand Kerman,815Ú42,12/30/99,
COKE02-232,14020223,81.7,1,0,0,4,73,23,Zarand Kerman,237Ú67,12/30/99,
COKE02-233,14020223,82.1,0.9,0,0,3,74,23,Zarand Kerman,289Ú34,12/30/99,
COKE02-237,14020224,82,1,0,0,4,73,23,Zarand Kerman,649Ú94,12/30/99,
COKE02-239,14020225,82,1,0,0,3,74,23,Zarand Kerman,454Ú53,12/30/99,
COKE02-387,14020705,81.4,1.3,0,0,1,94,5,Afagh Mobarake Esfah,168Ú86,0.8:00,
COKE02-388,14020706,81.9,1.4,0,0,1,97,2,Afagh Mobarake Esfah,945Ú83,12/30/99,
COKE02-389,14020707,81,1.4,0,0,1,95,4,Afagh Mobarake Esfah,348Ú86,12/30/99,
COKE02-390,14020707,81.2,1.3,10.78,0,12,47,41,KARAJ,662Ú98,,
COKE02-391,14020707,80.2,1.2,11.62,0,11,41,48,KARAJ,,,
COKE02-392,14020709,80,1.3,0,0,1,95,4,Afagh Mobarake Esfah,168Ú86,12/30/99,
COKE02-393,14020709,81,1.3,0,0,1,96,3,Afagh Mobarake Esfah,397Ú14,12/30/99,
COKE02-394,14020709,80.2,1.3,0,0,1,95,4,Afagh Mobarake Esfah,993Ú19,12/30/99,
COKE02-395,14020711,80.8,1.3,0,0,1,95,4,Afagh Mobarake Esfah,168Ú86,12/30/99,
COKE02-396,14020711,80.3,1.2,0,0,4,92,4,DAMGHAN,168Ú73,12/30/99,
COKE02-397,14020713,80.2,1.3,0,0,2,93,5,Afagh Mobarake Esfah,168Ú86,12/30/99,
COKE02-398,14020713,81,1.2,0,0,1,98,1,DAMGHAN,168Ú73,12/30/99,
COKE02-399,14020713,80.3,1.3,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-400,14020713,80,1.3,0,0,2,94,4,Afagh Mobarake Esfah,455Ú85,12/30/99,
COKE02-401,14020715,80.2,1.3,0,0,1,98,1,DAMGHAN,168Ú73,12/30/99,
COKE02-402,14020715,81.5,1.3,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-403,14020715,80.6,1.3,0,0,3,95,2,DAMGHAN,569Ú16,12/30/99,
COKE02-404,14020715,80.1,1.2,0,0,1,98,1,DAMGHAN,534Ú13,12/30/99,
COKE02-405,14020715,81,1.2,0,0,3,96,1,DAMGHAN,525Ú38,12/30/99,
COKE02-406,14020716,80,1.3,0,0,2,97,1,DAMGHAN,654Ú32,12/30/99,
COKE02-407,14020717,80.3,1.3,0,0,2,96,2,DAMGHAN,168Ú73,12/30/99,
COKE02-408,14020717,81.1,1.3,0,0,1,96,3,Afagh Mobarake Esfah,993Ú19,12/30/99,
COKE02-409,14020717,80.1,1.3,0,0,1,95,4,Afagh Mobarake Esfah,525Ú82,12/30/99,
COKE02-410,14020719,82.7,1.2,0,0,3,96,1,DAMGHAN,951Ú32,12/30/99,
COKE02-411,14020719,81.6,1.3,0,0,1,97,2,DAMGHAN,495Ú37,12/30/99,
COKE02-412,14020720,80.7,1.2,0,0,3,96,1,DAMGHAN,534Ú13,12/30/99,
COKE02-413,14020720,83,1.3,0,0,2,97,1,DAMGHAN,569Ú16,12/30/99,
COKE02-414,14020720,82.2,1.2,0,0,3,95,2,DAMGHAN,168Ú73,12/30/99,
COKE02-415,14020720,82,1.2,0,0,2,96,2,DAMGHAN,525Ú38,12/30/99,
COKE02-416,14020720,81.5,1.3,0,0,2,97,1,DAMGHAN,979Ú13,12/30/99,
COKE02-417,14020720,80.7,1.4,0,0,1,95,4,Faranko Espadan,533Ú28,12/30/99,
COKE02-418,14020720,81,1.3,0,0,1,98,1,DAMGHAN,522Ú34,12/30/99,
COKE02-419,14020721,82.3,1.5,0,0,2,96,2,TABAS,121Ú61,12/30/99,
COKE02-420,14020722,83.1,1.4,0,0,2,93,5,DAMGHAN,569Ú16,12/30/99,
COKE02-421,14020722,83.2,1.3,0,0,1,95,4,DAMGHAN,495Ú37,12/30/99,
COKE02-422,14020722,82.1,1.3,0,0,2,93,5,DAMGHAN,168Ú73,12/30/99,
COKE02-423,14020722,83,1.2,0,0,1,96,3,DAMGHAN,579Ú13,12/30/99,
COKE02-424,14020722,82.3,1.3,0,0,3,93,4,DAMGHAN,525Ú38,12/30/99,
COKE02-425,14020722,82.4,1.3,0,0,2,93,5,DAMGHAN,534Ú13,12/30/99,
COKE02-426,14020722,81.9,1.4,0,0,2,95,3,DAMGHAN,951Ú32,12/30/99,
COKE02-427,14020722,81.8,1.3,0,0,1,95,4,DAMGHAN,322Ú39,12/30/99,
COKE02-428,14020723,82.5,1.1,0,0,2,97,1,DAMGHAN,313Ú65,12/30/99,
COKE02-429,14020723,82.3,1.2,0,0,3,96,1,DAMGHAN,291Ú31,12/30/99,
COKE02-430,14020723,83,1.1,0,0,2,97,1,DAMGHAN,182Ú42,12/30/99,
COKE02-431,14020723,82.1,1.3,0,0,2,96,2,DAMGHAN,522Ú34,12/30/99,
COKE02-432,14020724,83.3,1.2,0,0,2,97,1,DAMGHAN,495Ú37,12/30/99,
COKE02-433,14020724,82.7,1.1,0,0,3,95,2,DAMGHAN,168Ú73,12/30/99,
COKE02-434,14020724,82.5,1.2,0,0,2,96,2,DAMGHAN,534Ú13,12/30/99,
COKE02-435,14020724,82,1.1,0,0,2,97,1,DAMGHAN,569Ú16,12/30/99,
COKE02-436,14020725,82.7,1.2,0,0,2,96,2,DAMGHAN,525Ú38,12/30/99,
COKE02-437,14020725,80.2,1.3,0,0,2,97,1,DAMGHAN,251Ú39,12/30/99,
COKE02-438,14020725,80.3,1.3,0,0,3,96,1,DAMGHAN,979Ú13,12/30/99,
COKE02-439,14020725,82.9,1.3,0,0,2,97,1,DAMGHAN,951Ú32,12/30/99,
COKE02-440,14020726,83.5,1.4,0,0,2,95,3,DAMGHAN,342Ú39,12/30/99,
COKE02-441,14020726,82.7,1.5,0,0,3,94,3,DAMGHAN,168Ú73,12/30/99,
COKE02-442,14020726,81.8,1.4,0,0,2,94,4,DAMGHAN,522Ú36,12/30/99,
COKE02-443,14020726,80.7,1.5,0,0,4,93,3,DAMGHAN,313Ú65,12/30/99,
COKE02-444,14020726,82.2,1.5,0,0,3,93,4,DAMGHAN,569Ú18,12/30/99,
COKE02-445,14020726,82.9,1.4,0,0,3,94,3,DAMGHAN,536Ú13,12/30/99,
COKE02-446,14020727,82.6,1.4,0,0,3,94,3,DAMGHAN,251Ú39,12/30/99,
COKE02-447,14020727,82.7,1.3,0,0,4,94,2,DAMGHAN,979Ú13,12/30/99,
COKE02-448,14020727,82.3,1.3,0,0,3,95,2,DAMGHAN,176Ú42,12/30/99,
COKE02-449,14020727,82.7,1.3,0,0,5,92,3,DAMGHAN,951Ú32,12/30/99,
COKE02-450,14020729,80.1,1.3,0,0,2,97,1,DAMGHAN,168Ú73,12/30/99,
COKE02-451,14020729,83.5,1.2,0,0,3,96,1,DAMGHAN,979Ú13,12/30/99,
COKE02-452,14020729,83,1.3,0,0,2,97,1,DAMGHAN,565Ú16,12/30/99,
COKE02-453,14020729,82.6,1.2,0,0,2,96,2,DAMGHAN,322Ú39,12/30/99,
COKE02-454,14020729,82.1,1.2,0,0,2,97,1,DAMGHAN,312Ú65,12/30/99,
COKE02-455,14020729,81.6,1.3,0,0,3,95,2,DAMGHAN,525Ú38,12/30/99,
COKE02-456,14020729,82,1.2,0,0,2,96,2,DAMGHAN,534Ú13,12/30/99,
COKE02-457,14020729,83.1,1.2,0,0,2,94,4,DAMGHAN,654Ú32,12/30/99,
COKE02-458,14020730,83,1.3,0,0,2,96,2,DAMGHAN,251Ú39,12/30/99,
COKE02-459,14020730,83.6,1.3,0,0,2,97,1,DAMGHAN,523Ú34,12/30/99,
COKE02-460,14020730,83.3,1.3,0,0,2,96,2,DAMGHAN,951Ú32,12/30/99,
COKE02-461,14020801,82.2,1.3,0,0,3,93,4,DAMGHAN,168Ú73,12/30/99,
COKE02-462,14020801,82.8,1.3,0,0,3,94,3,DAMGHAN,534Ú13,12/30/99,
COKE02-463,14020801,82.7,1.3,0,0,3,95,2,DAMGHAN,525Ú38,12/30/99,
COKE02-464,14020802,82.4,1.3,0,0,2,97,1,DAMGHAN,979Ú13,12/30/99,
COKE02-465,14020802,82.5,1.3,0,0,2,96,2,DAMGHAN,251Ú39,12/30/99,
COKE02-467,14020803,84,1.3,0,0,3,95,2,DAMGHAN,322Ú39,12/30/99,
COKE02-468,14020803,83.8,1.3,0,0,2,96,2,DAMGHAN,534Ú13,12/30/99,
COKE02-469,14020803,83.7,1.3,0,0,3,93,4,DAMGHAN,525Ú38,12/30/99,
COKE02-470,14020803,83,1.3,0,0,3,94,3,DAMGHAN,168Ú73,12/30/99,
COKE02-481,14020806,82.6,1.4,0,0,3,95,2,DAMGHAN,534Ú13,12/30/99,
COKE02-482,14020806,81.9,1.3,0,0,2,96,2,DAMGHAN,168Ú73,12/30/99,
COKE02-483,14020806,82,1.4,0,0,2,94,4,DAMGHAN,569Ú16,12/30/99,
COKE02-518,14020822,81.1,1.3,0,0,3,93,4,DAMGHAN,534Ú13,12/30/99,
COKE02-519,14020822,82,1.3,0,0,3,94,3,DAMGHAN,168Ú73,12/30/99,
COKE02-528,14020824,82.2,1.3,0,0,4,95,1,DAMGHAN,168Ú73,12/30/99,
COKE02-529,14020824,82,1.3,0,0,4,94,2,DAMGHAN,534Ú13,12/30/99,
COKE02-532,14020825,84.6,1.2,0,0,5,92,3,DAMGHAN,569Ú16,12/30/99,
COKE02-533,14020825,80.7,1.3,0,0,8,91,1,DAMGHAN,951Ú32,12/30/99,
COKE02-539,14020827,83,1.2,0,0,3,93,4,DAMGHAN,168Ú73,12/30/99,
COKE02-540,14020827,82.7,1.2,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-545,14020828,80.1,1.3,0,0,3,93,4,DAMGHAN,979Ú13,12/30/99,
COKE02-546,14020828,80.2,1.4,0,0,2,96,2,DAMGHAN,534Ú13,12/30/99,
COKE02-554,14020829,83.4,1,0,0,3,93,4,DAMGHAN,533Ú32,12/30/99,
COKE02-555,14020829,82.3,1,0,0,3,94,3,DAMGHAN,251Ú39,12/30/99,
COKE02-556,14020829,82.3,1.1,0,0,3,93,4,DAMGHAN,232Ú42,12/30/99,
COKE02-557,14020829,81.9,1,0,0,2,96,2,DAMGHAN,128Ú41,12/30/99,
COKE02-558,14020829,82.3,1,0,0,4,95,1,DAMGHAN,795Ú32,12/30/99,
COKE02-559,14020829,82.7,1.1,0,0,4,94,2,DAMGHAN,569Ú16,12/30/99,
COKE02-568,14020830,82.3,1,0,0,3,95,2,DAMGHAN,534Ú13,12/30/99,
COKE02-569,14020830,81.5,1,0,0,2,96,2,DAMGHAN,527Ú13,12/30/99,
COKE02-570,14020830,82,1,0,0,2,94,4,DAMGHAN,463Ú42,12/30/99,
COKE02-571,14020830,82.6,1,0,0,2,95,3,DAMGHAN,168Ú73,12/30/99,
COKE02-572,14020830,81.1,1.1,0,0,3,93,4,DAMGHAN,654Ú32,12/30/99,
COKE02-573,14020830,80.9,1,0,0,2,96,2,DAMGHAN,315Ú41,12/30/99,
COKE02-574,14020830,81.3,1.1,0,0,3,93,4,DAMGHAN,979Ú13,12/30/99,
COKE02-575,14020830,82.3,1.1,0,0,2,96,2,DAMGHAN,817Ú13,12/30/99,
COKE02-580,14020901,82.9,1,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-581,14020901,83.1,1,0,0,3,93,4,DAMGHAN,251Ú39,12/30/99,
COKE02-582,14020901,82,1,0,0,3,94,3,DAMGHAN,545Ú26,12/30/99,
COKE02-583,14020901,81.9,1,0,0,3,95,2,DAMGHAN,172Ú39,12/30/99,
COKE02-589,14020902,81,0.9,0,0,2,96,2,DAMGHAN,534Ú13,12/30/99,
COKE02-590,14020902,81.8,1,0,0,4,95,1,DAMGHAN,726Ú42,12/30/99,
COKE02-591,14020902,82,1,0,0,4,94,2,DAMGHAN,979Ú13,12/30/99,
COKE02-592,14020902,81.3,1.1,0,0,3,93,4,DAMGHAN,168Ú73,12/30/99,
COKE02-593,14020902,81.9,0.9,0,0,2,96,2,DAMGHAN,866Ú71,12/30/99,
COKE02-596,14020904,81.4,0.8,0,0,3,94,3,DAMGHAN,232Ú42,12/30/99,
COKE02-597,14020904,80.7,0.8,0,0,2,93,5,DAMGHAN,654Ú32,12/30/99,
COKE02-598,14020904,81.2,0.9,0,0,4,92,4,DAMGHAN,979Ú13,12/30/99,
COKE02-599,14020904,81.6,0.9,0,0,4,93,3,DAMGHAN,168Ú73,12/30/99,
COKE02-600,14020905,80.7,0.9,0,0,4,94,2,DAMGHAN,172Ú39,12/30/99,
COKE02-601,14020905,81,0.8,0,0,3,93,4,DAMGHAN,527Ú13,12/30/99,
COKE02-602,14020905,81.3,0.9,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-606,14020906,82.1,0.8,0,0,2,96,2,DAMGHAN,545Ú26,12/30/99,
COKE02-607,14020906,81.8,0.8,0,0,4,95,1,DAMGHAN,251Ú39,12/30/99,
COKE02-611,14020907,82,0.9,0,0,3,95,2,DAMGHAN,654Ú32,12/30/99,
COKE02-612,14020907,82.6,0.9,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-613,14020907,81.9,0.9,0,0,2,94,4,DAMGHAN,534Ú13,12/30/99,
COKE02-614,14020907,82,0.9,0,0,2,95,3,DAMGHAN,168Ú73,12/30/99,
COKE02-618,14020908,80.2,0.8,0,0,2,94,4,DAMGHAN,232Ú42,12/30/99,
COKE02-619,14020908,81,0.9,0,0,2,95,3,DAMGHAN,227Ú26,12/30/99,
COKE02-622,14020909,83.2,0.8,0,0,5,92,3,DAMGHAN,168Ú73,12/30/99,
COKE02-623,14020909,83.2,0.8,0,0,4,94,2,DAMGHAN,534Ú13,12/30/99,
COKE02-624,14020909,84.8,1,0,0,5,93,2,DAMGHAN,569Ú14,12/30/99,
COKE02-630,14020911,82,1,0,0,2,96,2,DAMGHAN,534Ú13,12/30/99,
COKE02-631,14020911,83,1,0,0,3,93,4,DAMGHAN,569Ú16,12/30/99,
COKE02-632,14020911,81.9,1,0,0,3,94,3,DAMGHAN,654Ú32,12/30/99,
COKE02-636,14020912,82.3,1,0,0,3,95,2,DAMGHAN,232Ú42,12/30/99,
COKE02-637,14020912,82.9,0.9,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-638,14020912,81.9,1,0,0,3,93,4,DAMGHAN,168Ú73,12/30/99,
COKE02-647,14020913,83.7,0.8,0,0,3,95,2,DAMGHAN,534Ú13,12/30/99,
COKE02-648,14020913,83.3,0.8,0,0,2,96,2,DAMGHAN,659Ú16,12/30/99,
COKE02-649,14020913,82.9,0.8,0,0,2,94,4,DAMGHAN,654Ú32,12/30/99,
COKE02-651,14020914,80.5,1.1,0,0,4,94,2,DAMGHAN,972Ú13,12/30/99,
COKE02-652,14020914,81.5,1,0,0,3,93,4,DAMGHAN,232Ú42,12/30/99,
COKE02-653,14020914,81,1,0,0,2,96,2,DAMGHAN,168Ú73,12/30/99,
COKE02-656,14020915,83.8,0.9,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-657,14020915,83.6,1,0,0,3,93,4,DAMGHAN,534Ú13,12/30/99,
COKE02-658,14020915,83,0.9,0,0,3,94,3,DAMGHAN,654Ú32,12/30/99,
COKE02-662,14020916,83.5,0.8,0,0,2,96,2,DAMGHAN,168Ú73,12/30/99,
COKE02-663,14020916,82.6,1,0,0,2,94,4,DAMGHAN,232Ú42,12/30/99,
COKE02-666,14020925,82.9,0.8,0,0,3,95,2,DAMGHAN,654Ú32,12/30/99,
COKE02-667,14020925,84,0.8,0,0,2,96,2,DAMGHAN,232Ú42,12/30/99,
COKE02-668,14020925,83.2,0.9,0,0,2,94,4,DAMGHAN,534Ú13,12/30/99,
COKE02-669,14020925,82.6,0.9,0,0,2,94,4,DAMGHAN,168Ú73,12/30/99,
COKE02-670,14020927,80.7,0.9,0,0,3,95,2,DAMGHAN,569Ú16,12/30/99,
COKE02-671,14020927,82.9,0.8,0,0,2,96,2,DAMGHAN,172Ú39,12/30/99,
COKE02-672,14020927,80.9,0.9,0,0,5,94,1,DAMGHAN,534Ú13,12/30/99,
COKE02-673,14020927,81,1,0,0,5,93,2,DAMGHAN,168Ú73,12/30/99,
COKE02-674,14020927,80.9,0.9,0,0,6,93,1,DAMGHAN,654Ú32,12/30/99,
COKE02-675,14020927,81.2,0.9,0,0,7,92,1,DAMGHAN,232Ú42,12/30/99,
COKE02-676,14020928,81.9,1,0,0,3,95,2,DAMGHAN,768Ú38,12/30/99,
COKE02-677,14020928,82,1,0,0,2,96,2,DAMGHAN,597Ú38,12/30/99,
COKE02-678,14020928,82.8,1.1,0,0,2,94,4,DAMGHAN,979Ú13,12/30/99,
COKE02-679,14020928,82.6,1,0,0,2,94,4,DAMGHAN,726Ú42,12/30/99,
COKE02-680,14020928,81.5,1.1,0,0,3,95,2,DAMGHAN,227Ú26,12/30/99,
COKE02-681,14020928,81.2,0.9,0,0,3,94,3,DAMGHAN,555Ú38,12/30/99,
COKE02-682,14020930,82,0.9,0,0,4,94,2,DAMGHAN,569Ú16,12/30/99,
COKE02-683,14020930,82.4,1,0,0,3,93,4,DAMGHAN,979Ú13,12/30/99,
COKE02-684,14020930,81.3,0.9,0,0,2,96,2,DAMGHAN,232Ú42,12/30/99,
COKE02-685,14020930,80.9,1.1,0,0,2,94,4,DAMGHAN,534Ú13,12/30/99,
COKE02-686,14020930,81.6,1,0,0,2,94,4,DAMGHAN,168Ú73,12/30/99,
COKE02-687,14021004,83.1,1,0,0,3,97,0,DAMGHAN,232Ú42,12/30/99,
COKE02-688,14021004,81.9,1,0,0,1,99,0,DAMGHAN,168Ú73,12/30/99,
COKE02-689,14021004,80.8,1.1,0,0,2,98,0,DAMGHAN,569Ú16,12/30/99,
COKE02-690,14021005,81.6,1.3,0,0,3,97,0,DAMGHAN,227Ú26,12/30/99,
COKE02-691,14021005,81.9,1.3,0,0,5,95,0,DAMGHAN,555Ú38,12/30/99,
COKE02-692,14021005,81.4,1.3,0,0,2,98,0,DAMGHAN,979Ú13,12/30/99,
COKE02-693,14021006,83.5,0.9,0,0,2,98,0,DAMGHAN,168Ú73,12/30/99,
COKE02-694,14021006,84,0.9,0,0,3,97,0,DAMGHAN,569Ú16,12/30/99,
COKE02-697,14021010,82.8,0.8,0,0,4,96,0,DAMGHAN,534Ú13,12/30/99,
COKE02-698,14021010,81.9,1,0,0,2,98,0,DAMGHAN,168Ú73,12/30/99,
COKE02-699,14021010,82.3,0.9,0,0,3,97,0,DAMGHAN,569Ú16,12/30/99,
COKE02-700,14021011,82.3,0.8,0,0,5,95,0,DAMGHAN,172Ú39,12/30/99,
COKE02-702,14021013,83.3,0.8,0,0,3,97,0,DAMGHAN,534Ú13,12/30/99,
COKE02-703,14021014,81.6,1.4,0,0,2,98,0,DAMGHAN,569Ú16,12/30/99,
COKE02-706,14021014,80,1.2,0,0,4,96,0,DAMGHAN,323Ú39,12/30/99,
COKE02-708,14021016,82.8,0.9,0,0,1,99,0,DAMGHAN,654Ú32,12/30/99,
COKE02-709,14021016,82.3,0.9,0,0,2,98,0,DAMGHAN,168Ú73,12/30/99,
COKE02-710,14021016,81.9,1,0,0,3,97,0,DAMGHAN,569Ú16,12/30/99,
COKE02-711,14021016,82.3,1,0,0,5,95,0,DAMGHAN,334Ú13,12/30/99,
COKE02-712,14021016,82.6,0.9,0,0,3,97,0,DAMGHAN,766Ú66,12/30/99,
COKE02-715,14021017,84.1,1,0,0,3,97,0,DAMGHAN,979Ú13,12/30/99,
COKE02-716,14021017,82.5,0.9,0,0,1,99,0,DAMGHAN,555Ú38,12/30/99,
COKE02-717,14021017,82.3,1.1,0,0,2,98,0,DAMGHAN,227Ú26,12/30/99,
COKE02-740,14021024,83.9,0.8,0,0,3,97,0,DAMGHAN,951Ú32,12/30/99,
COKE02-741,14021024,83.2,0.8,0,0,2,98,0,DAMGHAN,622Ú37,12/30/99,
COKE02-745,14021024,82,0.9,0,0,2,98,0,DAMGHAN,979Ú13,12/30/99,
COKE02-746,14021025,82.6,0.9,0,0,3,96,1,DAMGHAN,313Ú65,12/30/99,
COKE02-747,14021025,82,0.9,0,0,5,95,0,DAMGHAN,795Ú32,12/30/99,
COKE02-748,14021025,82.4,0.9,0,0,2,98,0,DAMGHAN,534Ú13,12/30/99,
COKE02-751,14021025,82.5,1,0,0,5,95,0,DAMGHAN,232Ú42,12/30/99,
COKE02-754,14021026,82.2,1,0,0,2,98,0,DAMGHAN,979Ú13,12/30/99,
COKE02-755,14021026,81.9,1,0,0,3,95,2,DAMGHAN,726Ú42,12/30/99,
COKE02-756,14021026,81.6,1,0,0,3,96,1,DAMGHAN,951Ú32,12/30/99,
COKE02-757,14021026,82.6,1,0,0,2,98,0,DAMGHAN,622Ú37,12/30/99,
COKE02-761,14021027,83.2,1,0,0,1,99,0,DAMGHAN,534Ú13,12/30/99,
COKE02-762,14021027,82.6,1.1,0,0,2,98,0,DAMGHAN,654Ú32,12/30/99,
COKE02-763,14021027,81.9,1,0,0,3,97,0,DAMGHAN,569Ú16,12/30/99,
COKE02-764,14021027,82.1,1,0,0,5,95,0,DAMGHAN,313Ú65,12/30/99,
COKE02-768,14021028,82.4,1,0,0,3,97,0,DAMGHAN,232Ú42,12/30/99,
COKE02-769,14021028,82,1,0,0,3,96,1,DAMGHAN,244Ú43,12/30/99,
COKE02-789,14021104,83.2,0.6,0,0,2,98,0,DAMGHAN,534Ú13,12/30/99,
COKE02-790,14021104,83.4,0.6,0,0,3,97,0,DAMGHAN,244Ú43,12/30/99,
COKE02-791,14021104,83.1,0.7,0,0,5,95,0,DAMGHAN,232Ú42,12/30/99,
COKE02-795,14021105,85,0.8,0,0,2,94,4,DAMGHAN,726Ú42,12/30/99,
COKE02-796,14021105,83,0.7,0,0,2,94,4,DAMGHAN,979Ú13,12/30/99,
COKE02-797,14021105,82.9,0.8,0,0,3,95,2,DAMGHAN,951Ú32,12/30/99,
COKE02-798,14021105,83.4,0.8,0,0,2,96,2,DAMGHAN,622Ú37,12/30/99,
COKE02-799,14021105,82.3,0.8,0,0,5,94,1,DAMGHAN,766Ú66,12/30/99,
COKE02-800,14021107,80.2,0.9,0,0,2,98,0,DAMGHAN,654Ú32,12/30/99,
COKE02-801,14021107,80.5,1,0,0,3,95,2,DAMGHAN,232Ú42,12/30/99,
COKE02-802,14021107,81.2,0.9,0,0,3,96,1,DAMGHAN,244Ú43,12/30/99,
COKE02-803,14021107,82.3,1,0,0,2,98,0,DAMGHAN,534Ú13,12/30/99,
COKE02-804,14021107,81.9,1,0,0,3,96,1,DAMGHAN,569Ú16,12/30/99,
COKE02-805,14021108,80.2,1,0,0,2,94,4,DAMGHAN,628Ú35,12/30/99,
COKE02-806,14021108,80.3,1,0,0,2,94,4,DAMGHAN,979Ú132,12/30/99,
COKE02-807,14021108,80.6,1,0,0,3,95,2,DAMGHAN,726Ú42,12/30/99,
COKE02-808,14021109,84.1,0.8,0,0,2,94,4,DAMGHAN,244Ú43,12/30/99,
COKE02-809,14021109,83.2,0.9,0,0,3,95,2,DAMGHAN,232Ú42,12/30/99,
COKE02-810,14021109,82.9,1,0,0,2,96,2,DAMGHAN,534Ú13,12/30/99,
COKE02-811,14021110,84.3,0.9,0,0,3,96,1,DAMGHAN,951Ú32,12/30/99,
COKE02-812,14021110,83.6,0.9,0,0,2,94,4,DAMGHAN,622Ú37,12/30/99,
COKE02-813,14021110,82.9,1,0,0,2,94,4,DAMGHAN,979Ú13,12/30/99,
COKE02-814,14021111,84.3,1,0,0,2,94,4,DAMGHAN,569Ú16,12/30/99,
COKE02-815,14021111,82.9,1,0,0,3,95,2,DAMGHAN,534Ú13,12/30/99,
COKE02-842,14021126,81.4,1.2,0,0,2,94,4,DAMGHAN,322Ú39,12/30/99,
COKE02-843,14021126,81.5,1.3,0,0,2,94,4,DAMGHAN,622Ú37,12/30/99,
COKE02-844,14021126,80.9,1.3,0,0,3,95,2,DAMGHAN,979Ú13,12/30/99,
COKE02-845,14021126,81.2,1.2,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-846,14021126,81.3,1.1,0,0,5,94,1,DAMGHAN,766Ú66,12/30/99,
COKE02-847,14021126,81.4,1,0,0,2,98,0,DAMGHAN,736Ú42,12/30/99,
COKE02-848,14021128,80.7,1.3,0,0,6,93,1,DAMGHAN,533Ú32,12/30/99,
COKE02-849,14021128,81,1.4,0,0,7,92,1,DAMGHAN,569Ú16,12/30/99,
COKE02-850,14021128,80.1,1.3,0,0,3,95,2,DAMGHAN,628Ú35,12/30/99,
COKE02-851,14021128,80.6,1.4,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-852,14021128,80.7,1.5,0,0,2,94,4,DAMGHAN,525Ú32,12/30/99,
COKE02-853,14021128,80.9,1.4,0,0,2,94,4,DAMGHAN,322Ú39,12/30/99,
COKE02-854,14021128,81,1.3,0,0,3,95,2,DAMGHAN,534Ú13,12/30/99,
COKE02-856,14021129,80.8,0.8,0,0,6,93,1,DAMGHAN,726Ú42,12/30/99,
COKE02-857,14021129,81.8,1.2,0,0,7,92,1,DAMGHAN,172Ú39,12/30/99,
COKE02-858,14021129,81.4,1.1,0,0,3,95,2,DAMGHAN,936Ú41,12/30/99,
COKE02-859,14021129,81,1,0,0,2,96,2,DAMGHAN,313Ú65,12/30/99,
COKE02-860,14021129,80.5,1,0,0,2,98,0,DAMGHAN,527Ú13,12/30/99,
COKE02-861,14021130,80.2,1.2,0,0,2,94,4,DAMGHAN,534Ú13,12/30/99,
COKE02-862,14021130,82.1,1.2,0,0,2,94,4,DAMGHAN,979Ú13,12/30/99,
COKE02-863,14021130,81,1,0,0,3,95,2,DAMGHAN,322Ú39,12/30/99,
COKE02-864,14021201,80.1,1.1,0,0,3,95,2,DAMGHAN,172Ú39,12/30/99,
COKE02-865,14021201,81.7,1.3,0,0,4,93,3,DAMGHAN,569Ú16,12/30/99,
COKE02-866,14021201,80.5,1.3,0,0,2,94,4,DAMGHAN,628Ú35,12/30/99,
COKE02-867,14021202,81.2,1.1,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-868,14021202,80.9,1.2,0,0,2,98,0,DAMGHAN,936Ú41,12/30/99,
COKE02-869,14021202,81.6,1.4,0,0,2,94,4,DAMGHAN,534Ú13,12/30/99,
