sample_no,tar,c,s,humidity,ash,s112,s112_315,s315,factory,trailer,time_1,location
Sample98-43,981015,78,1.3,0,0,16.5,0,2.1,Damghan,,  /  /,
Sample98-51,981110,72.2,1.5,0,0,14,4,1,Damghan,,  /  /,
Sample98-52,981110,74.7,1.3,0,0,3,1,2,Damghan,,  /  /,
Sample98-53,981110,71.3,1.5,0,0,2,0,18,Damghan,,  /  /,
Sample98-54,981110,82.1,0.6,0,0,2,0,3,zob ahan,,  /  /,
Sample98-55,981110,82.8,0.7,0,0,2,0,5,zob ahan,,  /  /,
Sample98-56,981110,83.4,0.7,0,0,2,0,2,zob ahan,,  /  /,
Sample98-58,981114,85.3,1.3,0,0,10.1,7.1,2.1,Damghan,,  /  /,
Sample98-61,981120,54.9,0.6,0,0,4.7,0,0,,,  /  /,
Coke98-250,981014,80.9,0.8,0,0,0,2,20,ÏÑÔÊ ÏÇäå,,  /  /,2
Coke98-257,981023,73.8,1.2,0,0,14.5,6.3,5.7,ÏÑÔÊ ÏÇäå,,  /  /,1
Coke98-258,981023,72,1.1,0,0,11.3,5.2,4.3,ÏÑÔÊ ÏÇäå,,  /  /,2
Coke98-259,981023,67,1.3,0,0,7.4,4.8,4.3,ÏÑÔÊ ÏÇäå,,  /  /,3
Coke98-275,981030,68.4,1.3,0,0,7.3,2.1,22.1,ÏÑÔÊ ÏÇäå,,  /  /,1
Coke98-276,981030,70.7,1.3,0,0,14.6,5.5,4.3,ÏÑÔÊ ÏÇäå,,  /  /,2
Coke98-293,981106,76.4,0.8,0,0,7.9,4.3,32.1,,,  /  /,1
COKE98-331,981129,78.5,0.8,0,0,0,0,95,,,  /  /,
Coke99-243,950507,82.5,1.1,0,0,0,94,6,ZOB AHAN,,  /  /,317Ú41
Coke99-246,950507,81.3,0.9,0,0,5,92,3,ZOB AHAN,,  /  /,437Ú55
Coke99-250,950508,83.6,1,0,0,1,94,5,ZOB AHAN,,  /  /,532Ú96
Coke99-259,950508,80.8,0.9,0,0,3.4,58.3,38.3,ZARAND KER,,  /  /,848Ú35
Coke99-260,950508,86.6,0.9,0,0,1,95,4,ZOB AHAN,,  /  /,437Ú55
Coke99-243,13950507,82.5,1.1,0,0,0,94,6,ZOB AHAN,,  /  /,317Ú41
Coke99-246,13950507,81.3,0.9,0,0,5,92,3,ZOB AHAN,,  /  /,437Ú55
Coke99-250,13950508,83.6,1,0,0,1,94,5,ZOB AHAN,,  /  /,532Ú96
Coke99-259,13950508,80.8,0.9,0,0,3.4,58.3,38.3,ZARAND KERMAN,,  /  /,848Ú35
Coke99-260,13950508,86.6,0.9,0,0,1,95,4,ZOB AHAN,,  /  /,437Ú55
Coke99-409,90701,80.8,0.9,0,0,2,80,18,ZARAND KERMAN,,  /  /,177Ú49
Coke99-412,90703,80.8,1,0,0,1,87,12,ZARAND KERMAN,,  /  /,-
Coke99-56,13990208,0,0,0,0,16.4,76.5,7.1,EAF,,  /  /,-
Coke99-88,13990317,81.4,1.5,0,0,1.4,72.9,25.7,ZARAND KERMAN,,  /  /,1
Coke99-89,13990317,85.1,1.1,0,0,1.5,86.4,12.1,ZARAND KERMAN,,  /  /,2
Coke99-92,13990324,66.3,2.2,0,0,16.5,82.1,1.4,semnan-2,,  /  /,
Coke99-93,13990324,72,2.2,0,0,8.7,89.2,2.1,semnan-1,,  /  /,
Coke99-98-1,13990327,60.9,1.9,0,0,30,69,1,Damghan,,  /  /,645Ú73
Coke99-99,13990327,71.6,2.1,0,0,29,71,0,Damghan,,  /  /,168Ú73
Coke99-151,13990502,82.03,1.4,0,0,3,89,8,ZOB AHAN,,  /  /,41Ú317
Coke99-152,13990502,81.2,1,0,0,1,88,11,ZOB AHAN,,  /  /,64Ú562
Coke99-153,13990502,83,1.1,0,0,4,94,2,ZOB AHAN,,  /  /,14Ú779
Coke99-154,13990502,84.5,1,0,0,1,92,7,ZOB AHAN,,  /  /,38Ú272
Coke99-155,13990502,83.2,1,0,0,2,91,7,ZOB AHAN,,  /  /,72Ú954
Coke99-156,13990502,83.1,1.3,0,0,1,95,4,ZOB AHAN,,  /  /,75Ú178
Coke99-157,13990502,82.3,1,0,0,1,94,5,ZOB AHAN,,  /  /,87Ú115
Coke99-158,13990502,80,1.2,0,0,1,94,5,ZOB AHAN,,  /  /,78Ú637
Coke99-159,13990502,82.5,1.2,0,0,1,97,2,ZOB AHAN,,  /  /,41Ú499
Coke99-160,13990502,81.6,1,0,0,1,93,6,ZOB AHAN,,  /  /,66Ú486
Coke99-161,13990502,82.3,0.9,0,0,1,92,7,ZOB AHAN,,  /  /,19Ú825
Coke99-162,13990502,81.5,1.1,0,0,4,89,7,ZOB AHAN,,  /  /,86Ú254
Coke99-163,13990502,81.9,1.2,0,0,1,94,5,ZOB AHAN,,  /  /,92Ú925
Coke99-164,13990503,84.1,0.8,0,0,3,92,5,ZOB AHAN,,  /  /,556Ú74
Coke99-165,13990503,83,1.1,0,0,2,95,3,ZOB AHAN,,  /  /,753Ú74
Coke99-166,13990503,83,0.9,0,0,3,93,4,ZOB AHAN,,  /  /,574Ú81
Coke99-167,13990503,81.7,1.1,0,0,2,93,5,ZOB AHAN,,  /  /,245Ú77
Coke99-168,13990503,84.3,0.8,0,0,1,87,12,ZOB AHAN,,  /  /,816Ú79
Coke99-169,13990503,85,0.6,0,0,2,93,5,ZOB AHAN,,  /  /,726Ú55
Coke99-170,13990503,81.6,0.6,0,0,1,92,7,ZOB AHAN,,  /  /,437Ú55
Coke99-171,13990503,81.3,1,0,0,5,90,5,ZOB AHAN,,  /  /,242Ú59
Coke99-172,13990503,81.3,1.2,0,0,2,95,3,ZOB AHAN,,  /  /,118Ú63
Coke99-173,13990503,81.9,0.9,0,0,4,93,3,ZOB AHAN,,  /  /,534Ú11
Coke99-174,13990503,81,0.7,0,0,3,90,7,ZOB AHAN,,  /  /,474Ú16
Coke99-175,13990504,83.7,1.2,0,0,1,93,6,ZOB AHAN,,  /  /,437Ú45
Coke99-176,13990504,83.6,0.9,0,0,2,81,17,ZOB AHAN,,  /  /,414Ú45
Coke99-181,13990504,82.3,1,0,0,1,93,6,ZOB AHAN,,  /  /,777Ú82
Coke99-182,13990504,81.9,0.9,0,0,3,88,9,ZOB AHAN,,  /  /,437Ú82
Coke99-183,13990504,81.2,0.9,0,0,1,91,8,ZOB AHAN,,  /  /,777Ú79
Coke99-184,13990504,83.9,0.8,0,0,1,91,8,ZOB AHAN,,  /  /,939Ú49
Coke99-185,13990504,83.1,0.8,0,0,0,94,6,ZOB AHAN,,  /  /,329Ú54
Coke99-186,13990504,84.2,0.7,0,0,1,91,8,ZOB AHAN,,  /  /,932Ú19
Coke99-187,13990504,84.1,1,0,0,1,92,7,ZOB AHAN,,  /  /,89Ú453
Coke99-188,13990504,85.2,0.7,0,0,2,95,3,ZOB AHAN,,  /  /,453Ú89
Coke99-189,13990504,85.1,0.8,0,0,2,95,3,ZOB AHAN,,  /  /,437Ú55
Coke99-191,13990505,82.9,1.1,0,0,5,93,2,ZOB AHAN,,  /  /,631Ú14
Coke99-192,13990505,84.4,1.1,0,0,3,96,1,ZOB AHAN,,  /  /,151Ú78
Coke99-193,13990505,82.7,1,0,0,7,90,3,ZOB AHAN,,  /  /,273Ú69
Coke99-194,13990505,82.2,1,0,0,6,94,0,ZOB AHAN,,  /  /,987Ú69
Coke99-207,13990505,83.9,0.9,0,0,7,92,1,ZOB AHAN,,  /  /,171Ú88
Coke99-209,13990505,82.7,1,0,0,6,92,2,ZOB AHAN,,  /  /,991Ú16
Coke99-211,13990505,83.6,1,0,0,6,94,0,ZOB AHAN,,  /  /,943Ú74
Coke99-217,13990505,78.4,1,0,0,1.8,95.1,3.1,ZOB AHAN,,  /  /,196Ú74
Coke99-218,13990505,80.8,1.3,0,0,1.9,95.1,3,ZOB AHAN,,  /  /,525Ú78
Coke99-219,13990505,85.7,1,0,0,0,93,7,ZOB AHAN,,  /  /,437Ú55
Coke99-220,13990505,83.4,0.9,0,0,1,91,8,ZOB AHAN,,  /  /,157Ú95
Coke99-221,13990506,80.1,1.1,0,0,3,72,25,ZOB AHAN,,  /  /,628Ú89
Coke99-222,13990506,81.6,1,0,0,1,91,8,ZOB AHAN,,  /  /,356Ú57
Coke99-224,13990506,80.2,1.3,0,0,2,96,2,ZOB AHAN,,  /  /,414Ú45
Coke99-227,13990506,82.1,1,0,0,1,90,9,ZOB AHAN,,  /  /,651Ú29
Coke99-232,13990506,82.8,0.8,0,0,2,94,4,ZOB AHAN,,  /  /,678Ú26
Coke99-233,13990506,83.2,1,0,0,2,91,7,ZOB AHAN,,  /  /,437Ú55
Coke99-236,13990507,81.4,1,0,0,3,95,2,ZOB AHAN,,  /  /,925Ú92
Coke99-261,13990509,81.6,0.9,0,0,1,97,2,ZOB AHAN,,  /  /,562Ú64
Coke99-262,13990509,82.4,1.1,0,0,2,92,6,ZOB AHAN,,  /  /,437Ú55
Coke99-264,13990510,82.5,0.7,0,0,2,90,8,ZOB AHAN,,  /  /,317Ú41
Coke99-265,13990511,83.3,1.1,0,0,2,96,2,ZOB AHAN,,  /  /,684Ú25
Coke99-266,13990511,85.6,1,0,0,2,95,3,ZOB AHAN,,  /  /,198Ú36
Coke99-273,13990512,0,0,0,0,4,94,2,ZOB AHAN,,  /  /,
Coke99-279,13990513,83.3,1.2,0,0,2,95,3,ZOB AHAN,,  /  /,987Ú69
Coke99-292,13990521,84.6,1,0,0,2,95,3,ZOB AHAN,,  /  /,777Ú79
Coke99-296,13990521,83.5,0.9,0,0,1,97,2,ZOB AHAN,,  /  /,937Ú18
Coke99-299,13990521,84.2,1,0,0,2,95,3,ZOB AHAN,,  /  /,167Ú68
Coke99-301,13990522,83.9,0.7,0,0,1,94,5,ZOB AHAN,,  /  /,996Ú71
Coke99-303,13990522,80.8,1.2,0,0,1,98,1,ZARAND KERMAN,,  /  /,734Ú27
Coke99-304,13990522,82.3,0.9,0,0,1,96,3,ZOB AHAN,,  /  /,684Ú25
Coke99-305,13990523,82.4,1.2,0,0,1,19,80,ZARAND KERMAN,,  /  /,747Ú34
Coke99-306,13990526,81,1.3,0,0,1,82,17,ZARAND KERMAN,,  /  /,258Ú35
Coke99-307,13990527,83.7,0.8,0,0,2,96,2,ZOB AHAN,,  /  /,752Ú64
Coke99-310,13990527,83.8,1,0,0,1,91,8,ZOB AHAN,,  /  /,239Ú16
Coke99-315,13990527,83.5,1,0,0,1,97,2,ZOB AHAN,,  /  /,521Ú89
Coke99-316,13990528,85.7,0.8,0,0,2,96,2,ZOB AHAN,,  /  /,894Ú42
Coke99-320,13990528,81.6,1.1,0,0,4,95,1,ZOB AHAN,,  /  /,952Ú57
Coke99-328,13990528,82.6,0.7,0,0,4,94,2,ZOB AHAN,,  /  /,711Ú56
Coke99-331,13990529,84.6,0.9,0,0,3,94,3,ZOB AHAN,,  /  /,913Ú46
Coke99-335,13990529,81.2,0.8,0,0,2,97,1,ZOB AHAN,,  /  /,772Ú74
Coke99-336,13990529,83.8,0.8,0,0,3,95,2,ZOB AHAN,,  /  /,268Ú29
Coke99-339,13990530,84.1,0.8,0,0,1,94,5,ZOB AHAN,,  /  /,241Ú85
Coke99-343,13990530,85.3,0.7,0,0,1,95,4,ZOB AHAN,,  /  /,869Ú75
Coke99-351,13990530,82.3,2,0,0,1,95,4,ZOB AHAN,,  /  /,419Ú33
Coke99-352,13990530,84,0.7,0,0,3,96,1,ZOB AHAN,,  /  /,117Ú61
Coke99-353,13990531,84.6,1.5,0,0,3,96,1,ZOB AHAN,,  /  /,94Ú158
Coke99-357,13990601,81.5,1.4,0,0,1,94,5,ZOB AHAN,,  /  /,442Ú34
Coke99-360,13990601,83.4,1,0,0,1,96,3,ZOB AHAN,,  /  /,937Ú18
Coke99-363,13990602,81,1.3,0,0,4,90,6,ZARAND KERMAN,,  /  /,924Ú92
Coke99-364,13990602,83.1,1.2,0,0,2,95,3,ZOB AHAN,,  /  /,145Ú64
Coke99-368,13990602,85.8,0.6,0,0,1,93,6,ZOB AHAN,,  /  /,376Ú28
Coke99-372,13990603,83.1,0.8,0,0,2,92,6,ZOB AHAN,,  /  /,158Ú38
Coke99-373,13990603,82.3,0.9,0,0,2,91,7,ZOB AHAN,,  /  /,415Ú68
Coke99-375,13990604,85.5,0.6,0,0,1,95,4,ZOB AHAN,,  /  /,988Ú85
Coke99-378,13990605,84.6,0.8,0,0,2,94,4,ZOB AHAN,,  /  /,756Ú19
Coke99-382,13990605,83.7,0.7,0,0,2,96,2,ZOB AHAN,,  /  /,533Ú37
Coke99-390,13990606,83.6,0.8,0,0,2,96,2,ZOB AHAN,,  /  /,972Ú39
Coke99-391,13990606,81.8,0.9,0,0,2,96,2,ZOB AHAN,,  /  /,894Ú42
Coke99-394,13990606,83,0.8,0,0,2,96,2,ZOB AHAN,,  /  /,165Ú56
Coke99-396,13990623,81.5,1.6,0,0,1,74,25,ZARAND KERMAN,,  /  /,251Ú23
Coke99-397,13990625,82,1.2,0,0,1,82,17,ZARAND KERMAN,,  /  /,843Ú28
Coke99-398,13990625,83.8,1.1,0,0,2,78,20,ZARAND KERMAN,,  /  /,245Ú29
Coke99-417,13990720,79.7,0.8,0,0,2,58,40,ZARAND KERMAN,,  /  /,481Ú67
Coke99-418,13990720,79.3,0.8,0,0,2,42,56,ZARAND KERMAN,,  /  /,886Ú68
Coke99-419,13990720,79.5,0.7,0,0,6,68,26,ZARAND KERMAN,,  /  /,435Ú56
Coke99-423,13990721,82.3,1.1,0,0,2,65,33,ZARAND KERMAN,,  /  /,121Ú57
Coke99-424,13990724,82.3,0.6,0,0,7,80,13,ZARAND KERMAN,,  /  /,251Ú23
Coke99-425,13990725,82.9,0.9,0,0,6,80,14,ZARAND KERMAN,,  /  /,642Ú87
Coke99-431,13990728,82.6,1,0,0,4,75,21,ZARAND KERMAN,,  /  /,251Ú23
Coke99-432,13990728,81.8,0.8,0,0,2,71,27,ZARAND KERMAN,,  /  /,959Ú41
Coke99-437,13990801,80.8,0.8,0,0,1,83,16,ZARAND KERMAN,,  /  /,857Ú53
Coke99-441,13990804,83.4,0.7,0,0,8,78,14,ZARAND KERMAN,,  /  /,177Ú49
Coke99-442,13990804,83.3,0.5,0,0,8,74,18,ZARAND KERMAN,,  /  /,886Ú31
Coke99-444,13990805,82,0.7,0,0,3,84,13,ZARAND KERMAN,,  /  /,258Ú35
Coke99-445,13990806,79.8,1,0,0,2,83,15,ZARAND KERMAN,,  /  /,549Ú37
Coke99-446,13990806,80.1,0.7,0,0,2,82,16,ZARAND KERMAN,,  /  /,121Ú57
Coke99-448,13990807,82.5,0.7,0,0,3,75,22,ZARAND KERMAN,,  /  /,258Ú35
Coke99-449,13990807,82.7,0.7,0,0,3,82,15,ZARAND KERMAN,,  /  /,177Ú49
Coke99-453,13990807,83.4,0.7,0,0,3,74,23,ZARAND KERMAN,,  /  /,619Ú82
Coke99-456,13990808,81.9,0.8,0,0,5,80,15,ZARAND KERMAN,,  /  /,549Ú37
Coke99-463,13990812,78.7,1.6,0,0,2,84,14,ZARAND KERMAN,,  /  /,518Ú46
Coke99-464,13990812,84.3,1.2,0,0,2,74,24,ZARAND KERMAN,,  /  /,924Ú92
Coke99-465,13990812,81.6,1,0,0,4,86,10,ZARAND KERMAN,,  /  /,568Ú26
Coke99-466,13990813,81.2,0.8,0,0,4,53,43,ZARAND KERMAN,,  /  /,145Ú43
Coke99-467,13990813,81.2,0.9,0,0,8,55,37,ZARAND KERMAN,,  /  /,959Ú41
Coke99-468,13990814,75.2,1.4,0,0,2,74,24,ZARAND KERMAN,,  /  /,886Ú31
Coke99-469,13990814,76.9,1.7,0,0,8,84,8,ZARAND KERMAN,,  /  /,181Ú75
Coke99-470,13990815,79.3,1,0,0,11,69,20,ZARAND KERMAN,,  /  /,631Ú78
Coke99-471,13990815,80.8,1.2,0,0,10,71,19,ZARAND KERMAN,,  /  /,145Ú34
Coke99-472,13990816,79.7,0.7,0,0,6,76,18,ZARAND KERMAN,,  /  /,597Ú39
Coke99-473,13990817,81.1,1.5,0,0,2,73,25,ZARAND KERMAN,,  /  /,934Ú92
Coke99-474,13990817,79.6,1.6,0,0,2,74,24,ZARAND KERMAN,,  /  /,619Ú82
Coke99-475,13990819,76.8,1.6,0,0,2,73,25,ZARAND KERMAN,,  /  /,924Ú92
Coke99-476,13990819,74.5,1.7,0,0,3,72,25,ZARAND KERMAN,,  /  /,619Ú82
Coke99-507,13990912,76.6,1.6,0,0,2,76,22,ZARAND KERMAN,,  /  /,971Ú29
Coke99-508,13990912,77.3,1.4,0,0,3,78,19,ZARAND KERMAN,,  /  /,746Ú76
Coke99-509,13990913,81.3,1.4,0,0,6,93,1,ZARAND KERMAN,,  /  /,111Ú12
Coke99-510,13990913,78.9,1.4,0,0,6,93,1,ZARAND KERMAN,,  /  /,959Ú41
Coke99-513,13990915,79.1,1.2,0,0,2,98,0,ZARAND KERMAN,,  /  /,225Ú28
Coke99-520,13990923,82.3,1.1,0,0,0,50,50,ZARAND KERMAN,,  /  /,545Ú21
Coke99-521,13990923,83,1.4,0,0,2,52,46,ZARAND KERMAN,,  /  /,569Ú15
Coke99-522,13990923,83.8,1.4,0,0,1,99,0,ZARAND KERMAN,,  /  /,255Ú12
Coke99-523,13990923,81.8,1.4,0,0,2,98,0,ZARAND KERMAN,,  /  /,722Ú52
Coke99-527,13990924,76.6,1.4,0,0,5,60,35,ZARAND KERMAN,,  /  /,959Ú41
Coke99-534,13990925,80.2,1.5,0,0,4,95,1,ZARAND KERMAN,,  /  /,443Ú46
Coke99-537,13990925,79.4,1.4,0,0,9,86,5,ZARAND KERMAN,,  /  /,461Ú46
Coke99-541,13990926,76.8,1.3,0,0,0,57,43,ZARAND KERMAN,,  /  /,145Ú43
Coke99-542,13990926,75.4,1.4,0,0,1,72,27,ZARAND KERMAN,,  /  /,658Ú88
Coke99-548,13990927,80,1.4,0,0,1,47,52,ZARAND KERMAN,,  /  /,549Ú37
Coke99-549,13990927,81.7,1.4,0,0,3,75,22,ZARAND KERMAN,,  /  /,225Ú28
Coke99-550,13990927,80.4,1.4,0,0,1,49,50,ZARAND KERMAN,,  /  /,569Ú15
Coke99-551,13990927,80.1,1.2,0,0,2,55,43,ZARAND KERMAN,,  /  /,545Ú21
Coke99-552,13990928,82.5,1.3,0,0,3,76,21,ZARAND KERMAN,,  /  /,724Ú58
Coke99-553,13990928,80.7,1.5,0,0,2,81,17,ZARAND KERMAN,,  /  /,831Ú78
Coke99-558,13990930,80.8,1.5,0,0,6,72,22,ZARAND KERMAN,,  /  /,294Ú67
Coke99-559,13990930,79.5,1.4,0,0,3,73,24,ZARAND KERMAN,,  /  /,545Ú21
Coke99-560,13990930,79.7,1.4,0,0,5,77,18,ZARAND KERMAN,,  /  /,974Ú27
Coke99-561,13990930,79.7,1.5,0,0,7,74,19,ZARAND KERMAN,,  /  /,569Ú15
Coke99-567,13991003,76.3,1.4,0,0,6,80,14,ZARAND KERMAN,,  /  /,258Ú35
Coke99-568,13991003,77,1.5,0,0,3,63,34,ZARAND KERMAN,,  /  /,748Ú32
Coke99-569,13991003,80.4,1.5,0,0,4,80,16,ZARAND KERMAN,,  /  /,877Ú76
Coke99-570,13991004,79,1.4,0,0,9,78,13,ZARAND KERMAN,,  /  /,569Ú15
Coke99-571,13991004,80.1,1.3,0,0,4,78,18,ZARAND KERMAN,,  /  /,545Ú21
Coke99-572,13991005,83.3,1.1,0,0,6,64,30,ZARAND KERMAN,,  /  /,253Ú22
Coke99-582,13991008,76.8,1.4,0,0,2,58,40,ZARAND KERMAN,,  /  /,118Ú28
Coke99-583,13991008,72.2,1.4,0,0,3,70,27,ZARAND KERMAN,,  /  /,351Ú78
Coke99-584,13991008,72.7,1.2,0,0,2,72,26,ZARAND KERMAN,,  /  /,738Ú22
Coke99-585,13991008,70.4,1.5,0,0,2,60,38,ZARAND KERMAN,,  /  /,814Ú26
Coke99-587,13991008,72.9,1.4,0,0,3,70,27,ZARAND KERMAN,,  /  /,612Ú55
Coke99-588,13991009,80,1.4,0,0,2,68,30,ZARAND KERMAN,,  /  /,156Ú66
Coke99-589,13991009,81.5,1.1,0,0,3,61,36,ZARAND KERMAN,,  /  /,474Ú68
Coke99-592,13991009,79.4,1.2,0,0,2,52,46,ZARAND KERMAN,,  /  /,129Ú95
Coke99-595,13991009,80.5,1.3,0,0,3,60,37,ZARAND KERMAN,,  /  /,569Ú15
Coke99-597,13991010,80.7,1.3,0,0,3,37,60,ZARAND KERMAN,,  /  /,376Ú28
Coke99-599,13991010,81.4,1.3,0,0,4,80,16,ZARAND KERMAN,,  /  /,669Ú33
Coke99-601,13991010,78.1,1.8,0,0,5,67,28,ZARAND KERMAN,,  /  /,962Ú32
Coke99-611,13991014,79.2,1.6,0,0,1,58,41,ZARAND KERMAN,,  /  /,777Ú19
Coke99-612,13991014,79.1,1.4,0,0,3,66,31,ZARAND KERMAN,,  /  /,953Ú83
Coke99-613,13991015,74.2,1.3,0,0,2,62,36,ZARAND KERMAN,,  /  /,895Ú37
Coke99-615,13991015,70.9,1.1,0,0,3,69,28,ZARAND KERMAN,,  /  /,636Ú62
Coke99-618,13991016,75.7,1.7,0,0,4,65,31,ZARAND KERMAN,,  /  /,935Ú17
Coke99-619,13991016,77.8,1.2,0,0,2,60,38,ZARAND KERMAN,,  /  /,258Ú35
Coke99-621,13991017,73.8,1.4,0,0,3,68,29,ZARAND KERMAN,,  /  /,777Ú19
Coke99-622,13991017,79.2,1.3,0,0,2,64,34,ZARAND KERMAN,,  /  /,846Ú71
Coke99-626,13991018,78.7,1.2,0,0,1,53,46,ZARAND KERMAN,,  /  /,897Ú46
Coke99-627,13991019,79.2,1.4,0,0,3,72,25,ZARAND KERMAN,,  /  /,636Ú62
Coke99-636,13991023,72.7,1.6,0,0,5,82,13,ZARAND KERMAN,,  /  /,777Ú19
Coke99-644,13991024,84.7,1.6,0,0,3,73,24,ZARAND KERMAN,,  /  /,311Ú48
Coke99-648,13991027,78.7,1.3,0,0,5,70,25,ZARAND KERMAN,,  /  /,843Ú89
Coke99-649,13991027,74.9,1.2,0,0,4,81,15,ZARAND KERMAN,,  /  /,924Ú92
Coke99-650,13991029,81.1,1.3,0,0,5,76,19,ZARAND KERMAN,,  /  /,777Ú19
Coke99-651,13991029,77.2,1.4,0,0,3,54,43,ZARAND KERMAN,,  /  /,555Ú21
Coke99-653,13991029,77.4,1.4,0,0,2,40,58,ZARAND KERMAN,,  /  /,843Ú89
Coke99-654,13991030,85.3,1,0,0,2,42,56,ZARAND KERMAN,,  /  /,294Ú67
Coke99-657,13991101,70.7,1.4,0,0,3,76,21,ZARAND KERMAN,,  /  /,877Ú76
Coke99-658,13991102,79.8,1.3,0,0,5,49,46,ZARAND KERMAN,,  /  /,555Ú21
Coke99-662,13991102,80.3,1.5,0,0,3,51,46,ZARAND KERMAN,,  /  /,858Ú47
Coke99-663,13991102,85,1.5,0,0,13,49,38,ZARAND KERMAN,,  /  /,843Ú89
Coke99-664,13991103,83.9,1.4,0,0,5,58,37,ZARAND KERMAN,,  /  /,525Ú11
Coke99-665,13991104,79.5,1.2,0,0,3,74,23,ZARAND KERMAN,,  /  /,619Ú82
Coke99-667,13991104,80,1.2,0,0,3,78,19,ZARAND KERMAN,,  /  /,877Ú76
Coke99-668,13991104,81.5,1.2,0,0,5,72,23,ZARAND KERMAN,,  /  /,924Ú92
Coke99-670,13991105,81.9,1.2,0,0,2,77,21,ZARAND KERMAN,,  /  /,555Ú21
Coke99-671,13991106,77.2,1.2,0,0,2,70,28,ZARAND KERMAN,,  /  /,924Ú92
Coke99-675,13991107,76.7,1.1,0,0,4,71,25,ZARAND KERMAN,,  /  /,597Ú39
Coke99-676,13991107,82.8,1.2,0,0,2,50,48,ZARAND KERMAN,,  /  /,877Ú76
Coke99-680,13991108,81.6,1,0,0,1,51,48,ZARAND KERMAN,,  /  /,859Ú17
Coke99-690,13991109,84.1,0.9,0,0,5,60,35,ZARAND KERMAN,,  /  /,525Ú11
Coke99-694,13991111,77.8,1.4,0,0,2,63,35,ZARAND KERMAN,,  /  /,555Ú21
Coke99-695,13991111,83,0.9,0,0,3,81,16,ZARAND KERMAN,,  /  /,877Ú76
Coke99-700,13991111,81.4,0.6,0,0,1,65,34,ZARAND KERMAN,,  /  /,843Ú89
Coke99-701,13991112,83.7,1,0,0,3,78,19,ZARAND KERMAN,,  /  /,549Ú37
Coke99-706,13991113,77.8,1,0,0,3,80,17,ZARAND KERMAN,,  /  /,525Ú11
COKE00-2,14000411,74.9,2.4,0,0,12,88,0,DAMGHAN,,  /  /,248Ú25
COKE00-3,14000411,75.3,2.7,0,0,10,90,0,DAMGHAN,,  /  /,712Ú13
COKE00-4,14000411,78.1,2.1,0,0,12,88,0,DAMGHAN,,  /  /,538Ú33
COKE00-5,14000411,79.9,2.5,0,0,14,86,0,DAMGHAN,,  /  /,333Ú51
COKE00-6,14000412,70.4,2.4,0,0,20,80,0,DAMGHAN,,  /  /,258Ú28
COKE00-7,14000412,79.7,1.4,0,0,19,81,0,DAMGHAN,,  /  /,541Ú54
COKE00-8,14000412,78.1,1.6,0,0,24,76,0,DAMGHAN,,  /  /,435Ú25
COKE00-9,14000412,79.4,1.9,0,0,19,81,0,DAMGHAN,,  /  /,866Ú55
COKE00-10,14000412,79.1,1.5,0,0,22,78,0,DAMGHAN,,  /  /,555Ú28
COKE00-11,14000412,79.4,1.6,0,0,21,79,0,DAMGHAN,,  /  /,113Ú21
COKE00-12,14000414,79.5,1.8,0,0,55,45,0,DAMGHAN,,  /  /,113Ú14
COKE00-13,14000415,76.3,1.8,0,0,35,65,0,DAMGHAN,,  /  /,157Ú33
COKE00-14,14000415,77.9,2.3,0,0,25,75,0,DAMGHAN,,  /  /,488Ú33
COKE00-15,14000415,63.9,2.5,0,0,39,61,0,DAMGHAN,,  /  /,623Ú19
COKE00-18,14000415,64.7,2.2,0,0,14,86,0,DAMGHAN,,  /  /,175Ú24
COKE00-19,14000415,79.3,1.6,0,0,18,82,0,DAMGHAN,,  /  /,317Ú29
COKE00-20,14000415,77.9,1.5,0,0,13,87,0,DAMGHAN,,  /  /,619Ú18
COKE00-21,14000416,83.4,1.4,0,0,3,94,3,ZOB AHAN,,  /  /,876Ú64
COKE00-24,14000416,80.7,1.9,0,0,21,79,0,DAMGHAN,,  /  /,345Ú64
COKE00-25,14000416,78.7,1.7,0,0,25,75,0,DAMGHAN,,  /  /,626Ú27
COKE00-28,14000416,79.2,1.1,0,0,3,94,3,ZOB AHAN,,  /  /,122Ú17
COKE00-29,14000416,79.2,1.3,0,0,2,93,5,ZOB AHAN,,  /  /,243Ú59
COKE00-33,14000416,82.1,1.2,0,0,2,95,3,ZOB AHAN,,  /  /,895Ú38
COKE00-34,14000416,82.3,1.4,0,0,2,94,4,ZOB AHAN,,  /  /,914Ú27
COKE00-35,14000416,82.1,0.9,0,0,3,91,6,ZOB AHAN,,  /  /,251Ú86
COKE00-36,14000416,81.8,1.1,0,0,3,93,4,ZOB AHAN,,  /  /,952Ú13
COKE00-37,14000416,80.5,1.3,0,0,2,95,3,ZOB AHAN,,  /  /,368Ú15
COKE00-40,14000416,84.9,0.9,0,0,3,95,2,ZOB AHAN,,  /  /,923Ú51
COKE00-42,14000417,82,1.1,0,0,2,95,3,ZOB AHAN,,  /  /,279Ú34
COKE00-43,14000417,80.1,1.3,0,0,6,92,2,ZOB AHAN,,  /  /,552Ú67
COKE00-44,14000417,83.9,0.8,0,0,3,95,2,ZOB AHAN,,  /  /,647Ú12
COKE00-45,14000417,81.4,1,0,0,3,93,4,ZOB AHAN,,  /  /,625Ú65
COKE00-48,14000417,82.2,1,0,0,2,96,2,ZOB AHAN,,  /  /,866Ú15
