tar,heat_no,cao,feo,sio2,mgo,al2o3,p2o5,mno,b2,b3,b4
14010227,4011135,37.5,22.6,21.5,11.8,5.2,0.863,0.186,1.74,1.4,1.85
14010228,4011145,34.3,27.3,20.9,10.8,5,1.008,0.182,1.64,1.32,1.74
14010228,4011150,33.7,30.9,19,9.7,5.2,0.989,0.198,1.77,1.39,1.79
14010228,4011160,29.6,33.1,20.2,10.5,5,0.944,0.182,1.47,1.17,1.59
14010229,4011165,32.9,29.1,20.3,11.1,5.1,0.941,0.199,1.62,1.3,1.73
14010229,4011170,33.4,26.7,21.6,11.5,5.3,0.927,0.191,1.55,1.24,1.67
14010229,4011175,32.1,33.5,18.6,9.8,4.5,0.972,0.175,1.73,1.39,1.81
14010229,4011180,33.6,31,19.2,9.8,4.7,1.031,0.178,1.75,1.41,1.82
14010230,4011190,31.9,29.7,20,11.6,5.2,1.065,0.186,1.59,1.27,1.73
14010230,4011195,32.9,30.5,19.3,10.5,5.3,1.016,0.193,1.7,1.34,1.76
14010231,4011200,34.4,28.6,19.6,10.6,5.1,1.08,0.184,1.76,1.39,1.82
14010231,4011215,36.9,21.5,22.7,11.9,5.5,0.965,0.189,1.63,1.31,1.73
14010301,4011230,30.1,36.2,17.1,10.5,4.5,0.998,0.171,1.76,1.39,1.88
14010301,4011235,24.6,45.9,15.1,9.1,3.9,0.842,0.163,1.63,1.29,1.77
14010301,4011245,30.5,30,20.8,11.8,5.5,0.635,0.203,1.47,1.16,1.61
14010302,4011255,35.7,28.3,18.9,10.5,4.9,1.048,0.213,1.89,1.5,1.94
14010302,4011260,39.9,19.4,21.7,12.4,5.1,1.034,0.179,1.84,1.49,1.95
14010303,4011265,30,33.9,19.2,10.7,4.7,0.949,0.184,1.56,1.26,1.7
14010303,4011270,29.2,35.5,19,10.2,4.6,0.923,0.193,1.54,1.24,1.67
14010303,4011275,36.7,20.4,23,12.5,5.9,0.929,0.193,1.6,1.27,1.7
14010303,4011280,34.8,14.3,27.8,14.8,7.1,0.655,0.204,1.25,1,1.42
14010304,4011285,33.8,22.9,22.8,13.2,5.9,0.888,0.191,1.48,1.18,1.64
14010304,4011295,40.6,16.4,24.1,11.6,5.7,1.068,0.199,1.68,1.36,1.75
14010305,4011300,35.7,24.2,20.7,12.1,5.6,1.141,0.187,1.72,1.36,1.82
14010305,4011305,36.2,24.3,21.1,11.4,5.3,1.163,0.184,1.72,1.37,1.8
14010305,4011315,38.4,24.7,19.7,10.4,5,1.184,0.184,1.95,1.55,1.98
14010305,4011320,38.1,20.3,22.6,11.7,5.6,1.085,0.208,1.69,1.35,1.77
14010306,4011325,38.2,19.9,23.3,11.8,5.2,1.064,0.194,1.64,1.34,1.75
14010306,4011330,35.4,21.6,23.5,12.1,5.8,0.985,0.211,1.51,1.21,1.62
14010306,4011335,33.6,26.4,21.8,11.2,5.4,1.09,0.211,1.54,1.24,1.65
14010307,4011340,37.2,19.5,24.2,11.8,5.7,1.035,0.191,1.54,1.24,1.64
14010307,4011345,31.2,31.4,20.4,10.4,4.9,1.071,0.173,1.53,1.23,1.64
14010307,4011350,36.2,24.3,21.4,11.2,5.2,1.123,0.2,1.69,1.36,1.78
14010307,4011355,35.4,24.5,21.6,11.4,5.5,1.042,0.203,1.64,1.31,1.73
14010308,4011365,34.1,30.5,19,10,4.7,1.083,0.198,1.79,1.44,1.86
14010308,4011370,33.1,28.4,20.8,10.9,5.1,1.072,0.213,1.59,1.28,1.7
14010308,4011375,30.1,34.6,18.5,10.3,5,1.003,0.2,1.63,1.28,1.72
14010309,4011390,35.3,26.9,20,11.4,4.9,0.985,0.201,1.76,1.42,1.88
14010309,4011395,35.9,27.4,19.8,10.2,4.9,1.11,0.228,1.81,1.45,1.87
14010309,4011400,35.6,26.6,20.8,10.2,5.1,1.062,0.232,1.71,1.37,1.77
14010309,4011405,31.5,34.2,18.2,9.7,4.6,1.069,0.228,1.73,1.38,1.81
14010310,4011410,30.2,34.5,18.4,10.4,4.7,1.021,0.225,1.64,1.31,1.76
14010310,4011420,33.8,27.9,20.3,11.3,5,1.015,0.22,1.67,1.34,1.78
14010311,4011435,36.5,25.6,20.1,10.5,5.6,1.022,0.265,1.82,1.42,1.83
14010311,4011440,33,30,19.2,11.4,4.8,1.054,0.211,1.72,1.38,1.85
14010313,4011450,30.3,32.5,18.8,12.3,4.5,1,0.183,1.61,1.3,1.83
14010313,4011465,33.8,23.3,22.5,12.9,5.8,1.06,0.244,1.5,1.19,1.65
14010313,4011470,31.8,30.1,20.4,11.1,4.9,1.113,0.185,1.56,1.26,1.7
14010313,4011480,31.7,29.6,20.5,11.5,5.1,1.043,0.199,1.55,1.24,1.69
14010313,4011485,32.6,27.2,21.1,12.2,5.2,1.051,0.222,1.55,1.24,1.7
14010313,4011490,28.1,34.9,19,11.6,4.8,1.023,0.211,1.48,1.18,1.67
14010315,4011500,28.2,34,19.2,11.9,5,1.045,0.224,1.47,1.17,1.66
14010315,4011505,32.1,31.6,18.9,10.9,4.7,1.094,0.212,1.7,1.36,1.82
14010318,4011545,36.6,20.5,23.4,11.7,6,0.986,0.269,1.56,1.24,1.64
14010319,4011555,41.3,16.6,22.5,11.8,6.1,0.922,0.239,1.84,1.44,1.86
14010320,4011570,37.1,18.4,23.5,13.3,6.1,0.79,0.224,1.58,1.25,1.7
14010320,4011585,36.1,21.9,22.1,12.5,5.6,0.973,0.224,1.63,1.3,1.75
14010320,4011590,38.1,19.7,22.3,12.7,5.5,0.905,0.201,1.71,1.37,1.83
14010320,4011595,33.3,26.6,21.3,11.8,5.4,0.899,0.215,1.56,1.25,1.69
14010320,4011600,29.9,32.2,18.7,12.8,4.7,0.861,0.175,1.6,1.28,1.82
14010320,4011605,31.7,28.7,19.9,12.8,5.2,0.917,0.209,1.59,1.26,1.77
14010322,4011610,33.7,24.3,21.1,13.5,5.6,0.863,0.302,1.6,1.26,1.77
14010322,4011620,33.9,25.1,21.6,12.6,5.1,0.954,0.224,1.57,1.27,1.74
14010322,4011625,32.3,28.1,20.6,11.8,5.4,0.879,0.223,1.57,1.24,1.7
14010322,4011630,36.1,25.2,20.2,11.4,5.3,0.94,0.222,1.79,1.42,1.86
14010405,4011875,34.7,23.1,22.4,12.5,5.7,0.84,0.198,1.55,1.23,1.68
14010405,4011880,32.9,30.7,19.4,10.2,5,0.843,0.2,1.7,1.35,1.77
14010406,4011900,36.4,22.1,23.1,11,5.8,0.903,0.193,1.58,1.26,1.64
14010406,4011905,31.7,24.3,23,13.1,6.3,0.723,0.201,1.38,1.08,1.53
14010407,4011915,33.2,23.5,23.2,12.6,5.9,0.761,0.21,1.43,1.14,1.57
14010407,4011920,36.9,19.4,23.9,12.4,5.9,0.822,0.198,1.54,1.24,1.65
14010407,4011925,35.6,24.9,21.1,11.4,5.3,0.949,0.2,1.69,1.35,1.78
14010408,4011935,29.5,34.7,18.3,11.2,4.6,0.849,0.17,1.61,1.29,1.78
14010408,4011940,35.7,21.4,22.6,12.7,5.9,0.917,0.218,1.58,1.25,1.7
14010408,4011950,34.6,25,21.3,11.9,5.5,0.902,0.198,1.62,1.29,1.74
14010408,4011955,39.2,18.8,22.8,11.4,6.1,0.978,0.217,1.72,1.36,1.75
14010409,4011970,33.9,21.2,23.8,13.2,5.9,1.079,0.202,1.42,1.14,1.59
14010409,4011975,30.9,28,21.6,12.2,5.5,0.95,0.195,1.43,1.14,1.59
14010410,4011985,33.9,25.6,21.7,11.4,5.6,0.965,0.216,1.56,1.24,1.66
14010410,4011990,33.4,25.9,21.6,12.1,5.2,0.974,0.194,1.55,1.25,1.7
14010410,4011995,30.1,31.4,20.3,11.4,5,0.974,0.188,1.48,1.19,1.64
14010410,4012000,33.6,25.8,21.7,11.7,5.5,0.962,0.197,1.55,1.24,1.67
14010410,4012010,34.3,25.6,21.2,11.3,5.8,0.971,0.221,1.62,1.27,1.69
14010410,4012020,32.7,29.2,20.4,10.8,5.1,0.935,0.214,1.6,1.28,1.71
14010412,4012040,31.6,31.2,19.6,11.3,4.6,0.973,0.19,1.61,1.31,1.77
14010412,4012045,32.5,27,21.3,12.1,5.3,1.017,0.198,1.53,1.22,1.68
14010413,4012050,33,27.6,20.9,11.8,4.9,1.081,0.196,1.58,1.28,1.74
14010415,4012075,36.9,21.4,23,11.6,5.1,1.223,0.172,1.6,1.31,1.73
14010415,4012080,32.6,27.6,21.4,11.5,5.1,1.006,0.18,1.52,1.23,1.66
14010415,4012085,34.2,26.8,21,11,5.2,1.059,0.208,1.63,1.31,1.73
14010415,4012090,32.7,30.9,20.1,9.6,4.9,1.001,0.179,1.63,1.31,1.69
14010416,4012100,32.9,31.8,19.6,9.2,4.7,1.037,0.166,1.68,1.35,1.73
14010416,4012105,29.2,33.2,20.6,10.1,5.1,1.015,0.179,1.42,1.14,1.53
14010416,4012120,36.9,21.4,23.1,11,5.9,0.947,0.247,1.6,1.27,1.65
14010417,4012140,33.1,28.3,20.6,10.7,5.5,0.962,0.249,1.61,1.27,1.68
14010417,4012155,33.1,29.1,20.9,9.9,5.1,1.015,0.209,1.58,1.27,1.65
14010417,4012160,33.1,28.9,20.6,10.4,5.3,0.953,0.194,1.61,1.28,1.68
14010417,4012165,33.9,26.2,21.9,10.6,5.4,1.04,0.197,1.55,1.24,1.63
14010419,4012170,31.3,31.3,19.9,10.7,5.1,0.953,0.212,1.57,1.25,1.68
14010419,4012180,36.1,22.8,22.4,11.7,5.2,1.024,0.2,1.61,1.31,1.73
14010419,4012185,35,24,22.1,11.9,5.3,0.997,0.201,1.58,1.28,1.71
14010420,4012200,32.6,31.7,19.2,10.3,4.4,1.009,0.192,1.7,1.38,1.82
14010423,4012235,32.3,30.6,19.6,10.6,4.8,1.088,0.22,1.65,1.32,1.76
14010424,4012240,34.6,27.8,21.2,9.2,5,1.127,0.221,1.63,1.32,1.67
14010424,4012250,30,36,16.5,11.2,4.4,0.95,0.243,1.82,1.44,1.97
14010424,4012270,28.4,38.6,16.9,10.3,4,0.901,0.179,1.68,1.36,1.85
14010428,4012305,37.2,23.5,21.6,10.5,4.9,1.205,0.207,1.72,1.4,1.8
14010428,4012310,36.7,23.2,21.6,11.3,5,1.201,0.215,1.7,1.38,1.8
14010430,4012315,31.1,35.8,16.7,9.6,4.7,1.047,0.216,1.86,1.45,1.9
14010431,4012350,30.8,33,17.1,12.9,4.4,0.791,0.187,1.8,1.43,2.03
14010514,4012375,36.7,24.5,19.9,11.8,5.1,0.916,0.232,1.84,1.47,1.94
14010514,4012380,35.1,25,20.3,12.4,5.3,0.834,0.224,1.73,1.37,1.86
14010516,4012390,33.6,25.8,20.5,12.4,5.6,0.798,0.24,1.64,1.29,1.76
14010516,4012395,30.4,32.6,18.2,12.2,4.7,0.724,0.209,1.67,1.33,1.86
14010516,4012400,38.4,16.8,23.9,13.3,5.6,0.767,0.21,1.61,1.3,1.75
14010516,4012410,32.6,28.8,19.4,12,5.1,0.757,0.228,1.68,1.33,1.82
14010517,4012425,29.7,31.6,19.3,12.4,4.9,0.752,0.235,1.54,1.23,1.74
14010517,4012430,31.9,31,18.4,11.8,4.8,0.765,0.242,1.73,1.38,1.88
14010518,4012445,30.6,33.9,18,11.2,4.5,0.752,0.217,1.7,1.36,1.86
14010518,4012455,30.5,29.7,20.1,12.7,5,0.742,0.213,1.52,1.22,1.72
14010519,4012470,41.9,13.4,22,14.5,6,0.838,0.291,1.9,1.5,2.01
14010520,4012485,28,37.9,15.8,11.9,4.5,0.753,0.227,1.77,1.38,1.97
14010521,4012490,31.5,28.3,20.7,12.3,5,1.004,0.246,1.52,1.23,1.7
14010521,4012505,27.7,35.6,17.6,12.5,4.6,0.802,0.268,1.57,1.25,1.81
14010521,4012510,35.9,22.3,21.9,12.2,5.4,0.982,0.259,1.64,1.32,1.76
14010522,4012515,34.5,23.7,22.2,12.1,5.4,0.871,0.265,1.55,1.25,1.69
14010522,4012529,34.3,25.3,21.7,11.3,5.3,0.91,0.252,1.58,1.27,1.69
14010523,4012540,31.6,24.5,22.8,13,5.8,0.911,0.274,1.39,1.1,1.56
14010524,4012555,33.9,26.1,21.3,11.6,5,0.91,0.24,1.59,1.29,1.73
14010524,4012560,37.8,21.7,22.6,10.3,5.3,1.07,0.259,1.67,1.35,1.72
14010524,4012565,31.8,27.5,21.9,11.3,5.3,1.006,0.25,1.45,1.17,1.58
14010524,4012570,32.6,27.7,21,11.3,5.2,0.978,0.246,1.55,1.24,1.68
14010525,4012580,31.4,28,21.5,11.4,5.4,0.967,0.276,1.46,1.17,1.59
14010525,4012590,34.3,24,22.2,11.9,5.5,0.968,0.254,1.54,1.24,1.67
14010526,4012600,31.4,30.4,20.4,10.7,4.9,0.93,0.227,1.54,1.24,1.66
14010528,4012625,30.9,27.6,21.4,12.5,5.6,0.758,0.218,1.44,1.14,1.61
14010528,4012630,34.1,21.5,23.2,13.3,5.9,0.752,0.234,1.47,1.17,1.63
14010529,4012640,26.2,33.5,21.3,11.4,5.6,0.772,0.239,1.23,0.97,1.4
14010529,4012645,27.6,37.8,18.1,10,4.5,0.823,0.205,1.52,1.22,1.66
14010529,4012655,30.3,31,19.8,12,4.9,0.847,0.219,1.53,1.23,1.71
14010529,4012660,31.7,28.5,20.6,12,5.1,0.889,0.221,1.54,1.23,1.7
14010529,4012665,31.3,27.2,21.7,12.3,5.5,0.817,0.214,1.44,1.15,1.6
14010601,4012685,26.3,43.2,14.8,10.1,3.7,0.786,0.186,1.78,1.42,1.97
14010603,4012725,35.9,22,21.7,12.6,5.6,0.913,0.238,1.65,1.32,1.78
14010603,4012735,34.8,24.9,21.8,10.9,5.5,0.942,0.238,1.6,1.27,1.67
14010603,4012740,38.2,17.3,24.3,12.2,5.8,1.013,0.23,1.57,1.27,1.67
14010604,4012750,35,27.9,20.5,9.4,5,0.979,0.224,1.71,1.37,1.74
14010604,4012755,38.6,19.4,24,10.4,5.3,1.071,0.236,1.61,1.32,1.67
14010605,4012760,35.2,24.9,21.9,10.4,5.3,0.935,0.236,1.61,1.29,1.68
14010605,4012780,33.1,25,22.1,12.3,5.4,0.837,0.235,1.5,1.2,1.65
14010605,4012785,32.4,26.8,21.5,12,5.3,0.821,0.249,1.51,1.21,1.66
14010607,4012805,37.3,18.9,23.4,12.2,6.1,0.942,0.238,1.59,1.26,1.68
14010607,4012815,32.9,28,20,12.1,4.9,0.88,0.204,1.65,1.32,1.81
14010608,4012835,29.7,35.1,17.6,10.8,4.6,1.005,0.192,1.69,1.34,1.82
14010608,4012840,30.8,28.8,20.3,12.8,5.1,1.047,0.202,1.52,1.21,1.72
14010608,4012845,34.6,25.9,20.6,11.4,5.2,1.113,0.208,1.68,1.34,1.78
14010608,4012850,37.7,24.2,20.4,10.6,4.9,1.076,0.21,1.85,1.49,1.91
14010609,4012855,33.7,27.2,20,12,4.9,1.13,0.189,1.69,1.35,1.84
14010609,4012860,36.6,20.1,21.9,13.1,5.8,1.305,0.21,1.67,1.32,1.79
14010609,4012865,32.2,32.8,17.5,10.4,4.8,1.124,0.191,1.84,1.44,1.91
14010610,4012870,31.4,29.2,20.3,11.8,5.1,1.057,0.213,1.55,1.24,1.7
14010610,4012875,33.3,28.5,19,11.9,4.9,1.206,0.192,1.75,1.39,1.89
14010610,4012880,32.3,24.7,21.6,13.1,6,1.1,0.234,1.5,1.17,1.64
14010610,4012885,31.7,29.4,19.6,12.1,5,1.017,0.197,1.62,1.29,1.78
14010610,4012890,29.2,34.3,18.3,11.4,4.6,1.022,0.182,1.6,1.28,1.77
14010611,4012900,33.5,28.2,19.3,12,4.8,0.973,0.207,1.74,1.39,1.89
14010611,4012905,34.6,29,18.6,10.6,4.8,1.07,0.19,1.86,1.48,1.93
14010611,4012910,31.5,29.9,18.7,12.8,4.8,1.008,0.234,1.68,1.34,1.89
14010612,4012925,33.4,26.9,20.2,12.4,4.9,1.128,0.198,1.65,1.33,1.82
14010612,4012930,33.6,26.6,20.2,12.3,5,1.138,0.2,1.66,1.33,1.82
14010612,4012935,35.7,22.5,21.9,12.4,5.2,1.125,0.205,1.63,1.32,1.77
14010613,4012940,27.2,39.4,15.7,11.4,4.1,0.899,0.176,1.73,1.37,1.95
14010613,4012950,28.9,34.1,17.7,12.7,4.5,0.915,0.21,1.63,1.3,1.87
14010613,4012955,32.2,27.2,20.7,12.3,5.2,0.964,0.23,1.56,1.24,1.72
14010614,4012975,24.9,36.1,14.5,9.8,3.6,0.801,0.163,1.72,1.38,1.92
14010615,4012985,32.3,22.8,19.2,10.1,4.5,0.912,0.178,1.68,1.36,1.79
14010616,4013005,34.2,14.6,23.2,11.6,5.6,0.501,0.171,1.47,1.19,1.59
14010617,4013015,32.7,21.5,19.9,10,4.8,0.812,0.177,1.64,1.32,1.73
14010617,4013025,26.2,29.8,18.2,10.3,4.5,0.764,0.156,1.44,1.15,1.61
14010617,4013030,26.6,31.3,16.9,9.9,4.3,0.742,0.155,1.57,1.25,1.72
14010618,4013035,32.3,22.3,18.9,10.5,4.9,0.789,0.195,1.71,1.36,1.8
14010618,4013040,34.6,19.3,19.1,11.5,4.4,0.769,0.173,1.81,1.47,1.96
14010618,4013045,27.3,29.6,17.6,9.9,4.6,0.746,0.228,1.55,1.23,1.68
14010618,4013050,27.5,30.6,16.8,9.8,4.1,0.819,0.155,1.64,1.32,1.78
14010618,4013055,29.8,25.2,19.1,10.2,4.6,0.868,0.182,1.56,1.26,1.69
14010619,4013060,27.7,26.5,19.3,10.8,4.6,0.719,0.216,1.44,1.16,1.61
14010619,4013065,27.9,29.7,16.9,10.6,4,0.724,0.164,1.65,1.33,1.84
14010619,4013070,28,27,18.5,10.8,4.5,0.777,0.179,1.51,1.22,1.69
14010619,4013075,27.7,27.8,18.7,10.2,4.6,0.798,0.177,1.48,1.19,1.63
14010619,4013080,28.9,25,19.4,10.8,4.9,0.771,0.191,1.49,1.19,1.63
14010620,4013085,30.5,31.3,18.5,11.4,4.6,0.748,0.217,1.65,1.32,1.81
14010620,4013095,33.9,27.3,18.8,11.3,5,0.796,0.213,1.8,1.42,1.9
14010620,4013100,34,24.5,20.3,12,5.3,0.793,0.214,1.67,1.33,1.8
14010620,4013105,34.6,26.9,18.6,11.1,5.1,0.799,0.22,1.86,1.46,1.93
14010621,4013115,30.8,32.1,18.2,10.2,4.9,0.798,0.198,1.69,1.33,1.77
14010621,4013120,33.3,26.9,20.5,10.4,5.1,0.889,0.201,1.62,1.3,1.71
14010621,4013125,36.2,22.1,21,11.5,5.3,0.892,0.194,1.72,1.38,1.81
14010622,4013140,28.9,32.5,19,10.8,5.1,0.732,0.2,1.52,1.2,1.65
14010622,4013145,26.7,37.7,16.8,10.7,4.5,0.728,0.19,1.59,1.25,1.76
14010623,4013150,23.8,43.6,15.5,9.2,4.2,0.693,0.18,1.54,1.21,1.68
14010623,4013155,26.5,40.5,15,9.9,4.3,0.775,0.178,1.77,1.37,1.89
14010623,4013160,28.5,34.7,18,10.6,4.5,0.773,0.192,1.58,1.27,1.74
14010623,4013165,29.4,34.7,17.2,10.6,4.4,0.78,0.176,1.71,1.36,1.85
14010624,4013170,31.9,30.3,18.2,11.1,4.8,0.836,0.193,1.75,1.39,1.87
14010624,4013185,28.1,36.4,16.7,10.7,4.4,0.723,0.188,1.68,1.33,1.84
14010624,4013190,28.1,37,16.4,10.6,4.3,0.747,0.173,1.71,1.36,1.87
14010627,4013210,35.3,21.5,22.5,11.2,5.6,1.005,0.217,1.57,1.26,1.65
14010627,4013215,32.3,24.2,22.1,11.9,5.6,0.828,0.236,1.46,1.17,1.6
14010628,4013240,30.6,31.1,18.9,10.1,5,0.895,0.212,1.62,1.28,1.7
14010628,4013245,31.9,29,18.8,11.2,4.8,0.876,0.207,1.7,1.35,1.83
14010628,4013250,30.4,31.3,19,10.3,4.9,0.895,0.208,1.6,1.27,1.7
14010629,4013255,29.5,34.7,16.8,10,4.8,0.884,0.207,1.76,1.37,1.83
14010629,4013260,29.7,30.5,19.9,10.5,5.1,0.927,0.205,1.49,1.19,1.61
14010630,4013290,26,38.3,17.3,9.8,4.5,0.794,0.185,1.5,1.19,1.64
14010630,4013300,29.7,31.2,19.2,11,4.7,0.827,0.204,1.55,1.24,1.7
14010631,4013305,29.3,29.7,20.6,11.1,5.2,0.86,0.198,1.42,1.14,1.57
14010631,4013310,29.6,30.3,19.8,11.2,4.9,0.865,0.199,1.49,1.2,1.65
14010631,4013315,31.5,27.9,20.4,11,5.1,0.859,0.207,1.54,1.24,1.67
14010631,4013320,32.6,26.2,21,11,5.2,0.861,0.203,1.55,1.24,1.66
14010701,4013330,29.5,32.4,18.6,10.6,4.7,0.81,0.2,1.59,1.27,1.72
14010701,4013340,30.7,30.8,18.5,11.2,4.7,0.867,0.189,1.66,1.32,1.81
14010701,4013350,29.1,30.7,18.1,13.1,4.9,0.738,0.22,1.61,1.27,1.83
14010702,4013355,25.1,37.5,17.8,11,4.5,0.743,0.178,1.41,1.13,1.62
14010702,4013360,27.5,32.8,19,11.5,5.1,0.765,0.196,1.45,1.14,1.62
14010703,4013365,23.8,38.1,18,11.2,4.8,0.739,0.192,1.32,1.04,1.54
14010703,4013370,26,37.4,17.1,11,4.5,0.721,0.197,1.52,1.2,1.71
14010703,4013380,23.7,40.4,16.8,10.9,4.2,0.708,0.168,1.41,1.13,1.65
14010704,4013400,26.8,33.5,18.8,12,4.8,0.731,0.212,1.43,1.14,1.64
14010705,4013405,31.5,29,19.2,11,5,0.853,0.276,1.64,1.3,1.75
14010705,4013410,30.7,26,22.1,11.5,5.6,0.773,0.193,1.39,1.11,1.52
14010705,4013415,28.6,33.1,19.4,10.2,4.6,0.769,0.171,1.47,1.19,1.62
14010706,4013430,28.6,31.5,19.6,11.1,5.1,0.77,0.2,1.46,1.16,1.61
14010706,4013435,27.6,31.3,20.7,11,5.3,0.827,0.2,1.33,1.06,1.48
14010706,4013440,26.9,34.9,18.7,10.6,4.8,0.777,0.202,1.44,1.14,1.6
14010707,4013445,26.8,35.2,17.7,11.4,4.7,0.83,0.19,1.51,1.2,1.71
14010707,4013450,35.6,24.7,21.2,9.2,5,0.939,0.202,1.68,1.36,1.71
14010707,4013455,29.6,28.6,20.7,12.1,4.9,0.742,0.208,1.43,1.16,1.63
14010707,4013460,28.7,29.3,20.7,12.1,5.1,0.72,0.191,1.39,1.11,1.58
14010707,4013465,29.1,30.4,19.2,12.6,4.7,0.787,0.188,1.52,1.22,1.74
14010707,4013470,29.4,30.2,19,12.6,4.9,0.665,0.198,1.55,1.23,1.76
14010708,4013480,28.4,34.1,18.1,11,4.3,0.716,0.209,1.57,1.27,1.76
14010709,4013490,32.3,28.4,18.9,11.6,4.8,0.732,0.207,1.71,1.36,1.85
14010709,4013495,28.7,36.7,16.6,9.9,4.1,0.689,0.192,1.73,1.39,1.86
14010710,4013515,28.6,32.3,19,10.9,4.9,0.626,0.208,1.51,1.2,1.65
14010710,4013520,30.9,30,19.2,10.8,4.7,0.707,0.208,1.61,1.29,1.74
14010710,4013525,32.1,27.5,19.6,11.6,4.7,0.729,0.201,1.64,1.32,1.8
14010711,4013530,26.9,37.4,16.4,10.4,4.6,0.619,0.207,1.64,1.28,1.78
14010711,4013535,30.1,32.5,17.3,11.2,4.4,0.654,0.204,1.74,1.39,1.9
14010711,4013540,26.9,37.3,16.4,10.5,4.5,0.619,0.204,1.64,1.29,1.79
14010711,4013545,29.5,30.6,19,11.7,4.7,0.687,0.201,1.55,1.24,1.74
14010712,4013555,26.7,34.9,18.7,10.7,4.6,0.642,0.221,1.43,1.15,1.61
14010712,4013560,31.6,28.7,19.2,11.2,4.8,0.731,0.214,1.65,1.32,1.78
14010712,4013565,30.2,32,17.6,11.1,4.5,0.721,0.202,1.72,1.37,1.87
14010713,4013575,30.2,31.5,18.2,11.1,4.4,0.751,0.206,1.66,1.34,1.83
14010713,4013580,30.5,29.9,18.3,12.3,4.5,0.754,0.205,1.67,1.34,1.88
14010713,4013585,28.7,32.7,18.2,11.1,4.6,0.881,0.201,1.58,1.26,1.75
14010714,4013600,31,29.8,18.4,11.8,4.5,0.74,0.188,1.68,1.35,1.87
14010714,4013605,35.5,21.4,21.2,12.2,4.9,0.841,0.202,1.67,1.36,1.83
14010715,4013615,30.7,32,17.7,10.8,4.3,0.755,0.192,1.73,1.4,1.89
14010715,4013620,30,32.1,17.7,11.4,4.2,0.765,0.182,1.69,1.37,1.89
14010716,4013630,30.6,31.7,17.7,11.1,4.3,0.764,0.193,1.73,1.39,1.9
14010716,4013635,37.9,15.8,22.6,13.6,5.4,0.864,0.206,1.68,1.35,1.84
14010716,4013640,29.9,31.9,17.9,11.5,4.5,0.681,0.191,1.67,1.33,1.85
14010718,4013670,34.5,22.4,21.9,11.6,5.1,0.699,0.205,1.58,1.28,1.71
14010718,4013675,32,25.8,21.5,11.1,5.1,0.754,0.22,1.49,1.2,1.62
14010719,4013680,31.8,27.4,20.6,10.9,4.9,0.7,0.194,1.54,1.25,1.67
14010719,4013685,31.9,29,19.3,10.6,4.7,0.714,0.187,1.65,1.33,1.77
14010719,4013690,34,23.6,21.6,11,5.3,0.676,0.213,1.57,1.26,1.67
14010719,4013695,31.6,31.6,17.8,10.1,4.3,0.789,0.184,1.78,1.43,1.89
14010720,4013715,29.3,34.2,17.4,10.1,4.4,0.798,0.195,1.68,1.34,1.81
14010721,4013730,35,22.5,21,11.8,5,0.871,0.203,1.67,1.35,1.8
14010721,4013735,33.8,24.2,21.1,11,5.4,0.784,0.216,1.6,1.28,1.69
14010721,4013740,32.4,25.1,21.4,11.2,5.4,0.717,0.216,1.51,1.21,1.63
14010721,4013745,30.3,28.5,20.1,11.5,5.1,0.692,0.208,1.51,1.2,1.66
14010722,4013755,31.3,30.3,18.4,11.3,4.2,0.715,0.232,1.7,1.38,1.88
14010723,4013770,34,23.8,20.7,12,5,0.803,0.206,1.64,1.32,1.79
14010723,4013775,28.5,34.2,18.2,10.1,4.5,0.709,0.214,1.57,1.26,1.7
14010723,4013780,32.8,23.2,21.5,12.7,5.3,0.735,0.232,1.53,1.22,1.7
14010724,4013785,34.7,22.8,21.1,11.4,5.3,0.867,0.239,1.64,1.31,1.75
14010724,4013800,28.7,30.3,20.2,11.2,5,0.761,0.229,1.42,1.14,1.58
14010725,4013805,33.8,25,19.9,11.6,5,0.793,0.218,1.7,1.36,1.82
14010725,4013810,30.3,25.2,19.9,14.7,5.2,0.818,0.275,1.52,1.21,1.79
14010725,4013815,36,19.3,21.9,12.4,5.4,1.078,0.246,1.64,1.32,1.77
14010726,4013830,29.6,27.5,20.5,12.8,4.9,0.941,0.225,1.44,1.17,1.67
14010726,4013835,30,27.2,20.4,12.5,5.1,0.952,0.235,1.47,1.18,1.67
14010726,4013840,24.6,38.1,16.5,11.9,4.4,0.744,0.212,1.49,1.18,1.75
14010727,4013845,34.5,20.8,23.3,11.2,5.5,0.792,0.262,1.48,1.2,1.59
14010727,4013850,32.2,26,20.5,11.5,5,0.98,0.243,1.57,1.26,1.71
14010727,4013855,32.1,27,20.3,10.8,5,0.979,0.24,1.58,1.27,1.7
14010728,4013865,33.6,21.7,22.9,11.6,5.5,0.773,0.254,1.47,1.18,1.59
14010728,4013870,31.5,26.1,21.4,11,5.3,0.814,0.234,1.47,1.18,1.59
14010728,4013875,33.6,21.4,22.8,11.8,5.7,0.818,0.247,1.47,1.18,1.59
14010729,4013880,32.4,26.2,20.5,10.9,5.4,0.809,0.265,1.58,1.25,1.67
14010729,4013885,30,29.8,19.7,10.6,5.2,0.845,0.249,1.52,1.2,1.63
14010729,4013890,30.6,27.4,21.1,11,5.2,0.846,0.235,1.45,1.16,1.58
14010730,4013895,31.9,26.4,21.1,10.6,5.2,0.892,0.257,1.51,1.21,1.62
