tar,heat_no,cao,feo,sio2,mgo,al2o3,p2o5,mno,b2,b3,b4
980510,982145,35.5,24,23.8,10.1,4.3,1.833,0.107,1.49,1.27,1.62
980512,982150,38.4,17.3,25.9,11,4.8,2.212,0.118,1.48,1.25,1.61
980512,982160,43.8,23.9,19,7.5,4.1,1.393,0.084,2.31,1.9,2.23
980512,982165,38.1,19.9,25.1,9.8,4.7,1.481,0.558,1.52,1.28,1.61
980512,982169,38.8,16.3,26.1,11.2,4.9,2.335,0.108,1.49,1.25,1.61
980512,982175,37.1,19,25.6,10.8,4.9,2.196,0.134,1.45,1.22,1.57
980513,982180,35.8,20.6,25.8,10.6,4.8,2.058,0.139,1.39,1.17,1.52
980513,982185,30.2,33.1,22.6,9,3.8,0.834,0.138,1.34,1.15,1.49
980513,982190,37,21.8,23.5,10.5,4.5,2.224,0.118,1.57,1.32,1.69
980513,982195,34.9,23.3,25.6,9.5,4.8,0.981,0.687,1.36,1.15,1.46
980514,982200,34.1,27.1,22.6,10,4.4,1.006,0.513,1.51,1.26,1.63
980514,982205,35,18.5,24.7,14.2,4.7,2.372,0.149,1.42,1.19,1.67
980514,982210,34.3,25.2,23.4,10.8,4.3,1.659,0.107,1.47,1.24,1.63
980515,982215,32.6,24.9,24.6,11.2,4.5,1.761,0.136,1.32,1.12,1.5
980515,982220,34.8,21.5,24.4,11.9,4.7,2.196,0.119,1.43,1.19,1.6
980525,982230,37.2,20.7,23.5,11.2,4.7,2.336,0.114,1.59,1.32,1.72
980525,982235,39,17.4,25.2,10.9,4.8,2.399,0.098,1.55,1.3,1.66
980525,982240,39.2,16.4,26,10.5,5.1,2.404,0.093,1.51,1.26,1.6
980526,982245,39.6,15.9,25.6,10.9,5.1,2.577,0.117,1.55,1.29,1.65
980526,982250,36.6,23.1,23.4,9.9,4.6,2.044,0.098,1.57,1.31,1.67
980526,982255,38.8,18.6,23.5,11.3,4.9,2.552,0.108,1.65,1.37,1.76
980526,982260,37,21,24,10.4,4.8,2.455,0.104,1.54,1.29,1.65
980527,982265,36.7,23.3,22.7,10.3,4.4,2.161,0.099,1.62,1.35,1.73
980527,982270,35.7,23.2,23.8,10.2,4.5,2.279,0.125,1.5,1.26,1.62
980528,982280,36.4,22.4,24.1,10,4.5,2.167,0.115,1.51,1.27,1.62
980528,982285,39.4,17.7,24.1,11.1,4.8,2.607,0.101,1.63,1.36,1.75
980528,982290,40.5,19.8,22.5,9.7,4.7,2.42,0.101,1.8,1.49,1.85
980528,982295,41.9,17,23,10.5,4.7,2.457,0.111,1.82,1.51,1.89
980529,982300,36.6,21,25.3,9.9,4.7,2.043,0.242,1.45,1.22,1.55
980529,982305,40,17.6,23.1,11.5,4.6,2.749,0.111,1.73,1.44,1.86
980529,982310,38,19.7,24.4,10.9,4.5,2.185,0.119,1.56,1.31,1.69
980529,982315,34.2,21.6,20.1,17.9,3.8,2.002,0.112,1.7,1.43,2.18
980530,982320,38.3,22.2,23,9.2,4.7,2.223,0.126,1.66,1.38,1.72
980530,982325,36.5,22.5,23.7,10,4.6,2.23,0.138,1.54,1.29,1.64
980530,982330,37.3,21.7,23.3,10.8,4.5,1.923,0.166,1.6,1.34,1.73
980531,982335,38.5,18.7,24.8,10.6,4.7,2.259,0.111,1.56,1.31,1.67
980531,982340,35.1,23.3,24.9,9.7,4.6,1.888,0.148,1.41,1.19,1.52
980531,982350,37.4,18.4,25.5,11.2,4.7,2.213,0.115,1.47,1.24,1.61
980601,982355,35.7,24.3,23.3,9.9,4.4,1.934,0.142,1.53,1.29,1.65
980601,982360,37.3,19.7,25.2,10.3,4.7,2.349,0.117,1.48,1.25,1.59
980601,982365,36.4,21.8,24.6,10,4.6,2.128,0.147,1.48,1.25,1.59
980602,982370,39.2,17,23.8,12.2,4.5,2.902,0.106,1.65,1.39,1.82
980602,982375,27,24.7,19.3,23.7,3.1,1.713,0.133,1.4,1.2,2.25
980602,982380,34.2,25.5,23.9,9.7,4.4,1.916,0.129,1.43,1.21,1.55
980603,982385,36.4,23.7,23.2,9.7,4.7,1.889,0.162,1.57,1.3,1.65
980603,982390,39.4,17.1,24.7,11,5.1,2.464,0.1,1.6,1.33,1.7
980603,982395,37.2,20.4,24.6,10.5,4.7,2.281,0.101,1.51,1.27,1.63
980604,982400,32.7,28,22.6,10.5,4.2,1.514,0.113,1.45,1.22,1.61
980604,982410,38.1,19.1,25.1,10.9,4.7,1.817,0.104,1.52,1.28,1.65
980605,982420,36.5,16.9,22.6,17.2,4.1,2.226,0.106,1.61,1.36,2.01
980605,982425,35,23.3,24.4,10.7,4.3,1.914,0.107,1.44,1.22,1.59
980605,982430,36.4,18.5,26.2,11.6,4.8,2.206,0.1,1.39,1.18,1.55
980606,982435,30.8,29.1,24.5,9.4,4.5,1.096,0.371,1.26,1.06,1.39
980607,982440,33.9,26.5,24,8.8,4.5,1.875,0.157,1.41,1.19,1.5
980607,982445,38.2,21.5,23.2,9.9,4.7,2.065,0.101,1.65,1.37,1.73
980607,982455,36.7,22,24.4,9.9,4.6,1.952,0.126,1.5,1.26,1.6
980608,982460,40.1,22.1,21,9.6,4.5,2.258,0.092,1.91,1.57,1.95
980608,982465,38.4,17.9,25.2,10.9,4.9,2.328,0.109,1.52,1.28,1.64
980608,982470,36.6,22.8,23,10.5,4.5,2.235,0.101,1.59,1.33,1.71
980608,982475,34.8,24.3,24,9.9,4.6,2.027,0.114,1.45,1.22,1.57
980609,982480,35.1,22.5,25,10.5,4.6,1.878,0.121,1.41,1.19,1.54
980609,982485,32.4,27.7,23.5,10,4.4,1.565,0.109,1.38,1.16,1.52
980609,982490,40.6,20,16.3,17.9,3.4,1.404,0.083,2.49,2.06,2.97
980610,982495,31.5,35.6,19.7,8.5,3.6,0.705,0.137,1.6,1.35,1.71
980610,982500,36.9,23.4,22.9,10.1,4.4,1.802,0.109,1.61,1.35,1.72
980610,982505,37.9,18.5,25,11.1,4.7,2.36,0.115,1.51,1.27,1.65
980611,982510,40.3,18.9,23.6,9.7,4.7,2.029,0.407,1.71,1.43,1.77
980611,982515,34.5,24,23.8,10.9,4.5,1.881,0.146,1.45,1.22,1.61
980611,982520,34.2,26,23.1,10.1,4.4,1.874,0.125,1.48,1.25,1.61
980612,982525,37.9,19.7,24.4,10.7,4.7,2.238,0.116,1.55,1.3,1.67
980612,982530,37.8,22.8,22.4,10.3,4.4,1.908,0.103,1.69,1.41,1.8
980612,982535,36.4,24.4,22,10.3,4.3,2.138,0.123,1.65,1.38,1.77
980612,982540,32.3,29.8,21.9,10,4.1,1.382,0.12,1.47,1.24,1.63
980613,982545,37,22.4,23.1,10.3,4.6,2.157,0.159,1.6,1.34,1.71
980613,982550,34.2,26.5,23,9.9,4.3,1.626,0.121,1.49,1.25,1.61
980613,982555,35,25.2,23.4,9.6,4.5,1.896,0.116,1.5,1.26,1.6
980614,982560,33.9,29.4,21.5,9.2,4,1.512,0.127,1.58,1.33,1.69
980614,982565,34.4,26.5,22.9,9.7,4.3,1.802,0.128,1.5,1.27,1.62
980614,982570,36.4,24.9,22,10,4.3,2.004,0.119,1.66,1.38,1.76
980615,982575,35.4,22.9,23.7,10.8,4.6,2.134,0.137,1.5,1.25,1.63
980615,982580,35.2,26.7,21.5,10.1,4.2,1.777,0.155,1.64,1.37,1.76
980615,982590,37.4,24.1,20,12.1,4.1,1.925,0.14,1.87,1.55,2.06
980616,982595,35.3,28.9,20.6,9.4,4,1.422,0.12,1.71,1.43,1.82
980616,982600,34,27.6,21.7,10.3,4.2,1.674,0.122,1.57,1.31,1.71
980616,982605,29.9,28.7,19.6,16.3,3.6,1.468,0.138,1.52,1.29,1.99
980617,982610,36.1,24.9,21.9,10.2,4.5,1.925,0.122,1.65,1.37,1.76
980617,982615,31.9,33,19.9,9.8,3.7,1.237,0.134,1.61,1.36,1.77
980617,982620,35.6,26.3,21.2,10.6,4.1,1.367,0.48,1.68,1.41,1.83
980617,982625,31.2,32.7,20.9,9.5,3.9,1.323,0.153,1.49,1.26,1.64
980618,982630,33.9,31.3,20.2,9.1,3.8,1.231,0.161,1.68,1.41,1.79
980618,982635,36.2,26.5,20.2,10.9,4.1,1.726,0.14,1.79,1.49,1.94
980619,982640,39.6,19.1,22.4,10.8,4.8,2.833,0.145,1.76,1.45,1.85
980619,982645,33.8,32,19.8,9,3.7,1.238,0.137,1.71,1.44,1.82
980619,982650,39.4,21.6,21.3,10.6,4.5,2.266,0.125,1.85,1.53,1.94
980619,982655,39,20.7,21.9,11.3,4.6,2.073,0.121,1.78,1.47,1.9
980620,982660,37.3,21.8,23.2,10.4,4.6,2.299,0.118,1.61,1.35,1.72
980620,982665,38.8,18.2,24.4,10.9,4.9,2.4,0.118,1.59,1.33,1.7
980620,982670,39,20.3,22.8,10.6,4.6,2.212,0.106,1.71,1.42,1.81
980621,982675,33.7,26.3,22.8,10.7,4.3,1.81,0.121,1.48,1.25,1.64
980621,982680,33.1,28.4,22.1,10.4,4.1,1.198,0.405,1.5,1.26,1.66
980621,982685,35.6,26.1,20.9,11.1,4,1.771,0.12,1.7,1.43,1.87
980621,982690,38.1,21.5,22.7,10.9,4.6,1.902,0.12,1.67,1.39,1.79
980622,982695,33.3,31.5,20.6,9.5,3.8,1.036,0.105,1.62,1.37,1.76
980622,982700,33.3,31.9,20.3,9.4,3.7,1.011,0.106,1.64,1.39,1.78
980622,982705,38.9,21.2,22.1,10.6,4.6,2.17,0.118,1.76,1.46,1.85
980622,982710,38,23.1,21.7,10.5,4.4,1.929,0.106,1.75,1.46,1.86
980623,982715,38.4,23.5,21,10.5,4.2,1.875,0.105,1.83,1.52,1.94
980623,982720,41.3,15.7,23.6,11.6,4.9,2.464,0.102,1.75,1.45,1.86
980623,982725,34.1,28.9,20.8,10.3,3.9,1.432,0.116,1.64,1.38,1.8
980624,982735,36.8,23,22.6,10.6,4.5,2.136,0.115,1.63,1.36,1.75
980624,982740,40.3,17.5,22.5,11.7,5,2.485,0.116,1.79,1.47,1.89
980624,982745,38.7,20.1,22.7,10.9,4.7,2.516,0.115,1.71,1.42,1.82
980625,982750,36.1,26.1,21.4,9.8,4.2,2.008,0.126,1.68,1.41,1.79
980625,982755,35.1,27,21,10.5,4.2,1.831,0.132,1.67,1.4,1.81
980625,982765,34.7,24.7,22.7,11,4.4,2.077,0.135,1.53,1.28,1.69
980626,982770,34.7,26.3,22.2,10.1,4.3,1.909,0.136,1.56,1.31,1.69
980626,982775,34.9,23.5,23.4,11.2,4.5,2.098,0.162,1.49,1.25,1.65
980626,982780,38.7,18.2,22.1,13.7,4.5,2.312,0.161,1.75,1.46,1.97
980627,982785,35.4,31.3,19.3,8.4,3.7,1.465,0.125,1.83,1.54,1.9
980627,982790,35.5,25.5,21.9,10.1,4.3,2.289,0.156,1.62,1.35,1.74
980627,982795,32.5,30.4,21,10.2,3.9,1.532,0.138,1.55,1.31,1.72
980628,982800,36.3,25.7,20.8,10.9,4.2,1.581,0.125,1.74,1.45,1.89
980628,982805,32.4,31.6,21,9.5,3.9,1.216,0.13,1.54,1.3,1.68
980628,982810,36.9,24,21.7,10.5,4.4,1.987,0.208,1.7,1.42,1.82
980628,982815,41.2,18,20.9,12.8,4.5,2.116,0.107,1.97,1.62,2.12
980629,982820,31.3,32.8,21.3,9.1,3.9,1.242,0.15,1.47,1.24,1.6
980629,982830,35.5,23.9,22.4,11.3,4.4,2.054,0.152,1.58,1.32,1.74
980630,982835,33.8,27.3,22.2,10.3,4.2,1.693,0.124,1.53,1.28,1.67
980630,982840,34.4,25.9,22.9,10.3,4.4,1.693,0.145,1.5,1.26,1.64
980630,982845,31,31,21.9,10.5,4,1.261,0.127,1.42,1.2,1.6
980631,982850,36.1,22.8,23.3,11,4.4,1.99,0.124,1.55,1.3,1.7
980631,982855,35.4,24.2,22.9,10.6,4.5,1.718,0.396,1.54,1.29,1.68
980631,982860,35.1,24.7,22.6,10.8,4.5,1.951,0.153,1.55,1.29,1.69
980701,982865,34,26.5,21.8,11.5,4.2,1.521,0.118,1.56,1.31,1.75
980701,982870,35.3,25.5,22.5,10.2,4.5,1.629,0.118,1.57,1.31,1.69
980701,982875,33.7,27.5,22.4,10.1,4.4,1.521,0.131,1.5,1.26,1.63
980702,982880,37.7,18.7,24.5,11.5,4.8,2.339,0.163,1.54,1.29,1.68
980703,982885,34.1,25.5,22.8,11.2,4.3,1.773,0.14,1.5,1.26,1.67
980703,982890,36.6,21.8,23.2,11.3,4.6,2.054,0.13,1.57,1.31,1.72
980703,982895,35.8,24.1,22.3,11,4.5,1.909,0.132,1.6,1.34,1.75
980703,982900,37.3,21.5,22.2,12.1,4.4,2.039,0.124,1.69,1.41,1.86
980704,982905,34.7,25.6,22,11.2,4.3,1.737,0.144,1.57,1.32,1.74
980704,982910,37.5,20.7,22.5,11.9,4.7,2.194,0.133,1.67,1.38,1.82
980704,982915,36.6,20.9,24,11.2,4.8,2.168,0.138,1.53,1.27,1.66
980704,982920,35.7,22.3,23.6,11,4.8,2.11,0.146,1.52,1.26,1.65
980705,982925,33.2,26.3,23.6,10.2,4.5,1.705,0.165,1.41,1.18,1.54
980705,982930,29.5,34.5,21.5,8.9,4.2,0.865,0.138,1.37,1.15,1.5
980705,982935,36.6,22.9,22.6,10.5,4.8,2.084,0.118,1.62,1.33,1.72
980705,983940,38.2,19.8,23.6,10.8,5.1,2.152,0.114,1.62,1.33,1.71
980706,982945,35.5,22.8,23.9,10.8,4.7,1.848,0.129,1.49,1.24,1.62
980706,982950,34.5,27.1,22.1,10,4.4,1.556,0.123,1.56,1.3,1.68
980706,982955,29.2,36.3,20.5,8.9,3.9,0.782,0.13,1.43,1.2,1.57
980707,982960,28.5,37.3,20.5,8.9,3.8,0.67,0.182,1.39,1.18,1.54
980707,982965,28.7,36.5,20.7,9.2,3.8,0.648,0.181,1.39,1.17,1.55
980707,982970,36.7,22,23,11.2,4.7,2.051,0.115,1.6,1.33,1.73
980707,982975,33.4,26.5,22.7,10.8,4.3,1.833,0.138,1.47,1.24,1.64
980708,982980,38.5,19.1,23.4,11.6,4.8,2.118,0.157,1.65,1.37,1.78
980708,982985,35.5,22.8,23.7,11.1,4.6,1.841,0.175,1.5,1.26,1.65
980708,982990,34,26.6,22.7,10.3,4.4,1.576,0.143,1.5,1.26,1.64
980709,983000,35,23.4,23.8,10.9,4.6,1.89,0.128,1.47,1.23,1.62
980710,983006,37.8,19,24,11.8,4.7,2.232,0.23,1.58,1.32,1.73
980710,983010,32,29.3,22.6,10.1,4.3,1.303,0.12,1.41,1.19,1.56
980710,983015,30.4,32.3,22.1,9.6,4.2,0.936,0.147,1.37,1.15,1.52
980711,983020,33.6,25.6,23.2,10.9,4.2,2.066,0.128,1.45,1.23,1.62
980711,983030,38.3,21.4,22.9,10.1,4.6,2.196,0.105,1.67,1.39,1.76
980712,983035,35.1,25.6,22.9,9.7,4.7,1.517,0.168,1.54,1.28,1.63
980712,983040,36.9,21.6,23.3,10.9,4.7,2.205,0.121,1.59,1.32,1.71
980712,983045,34.3,27.4,22.2,9.5,4.5,1.57,0.116,1.54,1.28,1.64
980713,983060,37.5,25.8,20.5,10.1,4.3,1.152,0.37,1.83,1.52,1.93
980713,983065,37.1,25.8,21,10,4.2,1.492,0.097,1.77,1.48,1.87
980714,983070,33.7,30.9,20.7,9.3,4,1.03,0.122,1.63,1.36,1.74
980714,983075,32.8,30.3,21.3,10,4,0.983,0.186,1.54,1.29,1.69
980714,983080,35.5,25.9,21.7,10.6,4.3,1.567,0.123,1.64,1.37,1.78
980715,983085,37.6,26.4,18.6,12,3.9,1.122,0.099,2.02,1.67,2.21
980715,983090,37.8,23.4,21.2,11.1,4.2,1.897,0.09,1.78,1.49,1.92
980715,983095,37.4,21.8,22.7,11.2,4.6,1.833,0.113,1.65,1.37,1.78
980716,983100,35.8,24.2,22.5,10.7,4.4,1.925,0.113,1.59,1.33,1.73
980716,983110,33.3,29.1,21.5,10.1,4.3,1.348,0.12,1.55,1.29,1.68
980720,983135,38.7,18.8,23,11.5,4.8,2.73,0.175,1.68,1.39,1.8
980720,983140,38.2,22,22.1,10.2,4.6,2.523,0.113,1.73,1.43,1.81
980719,983115,37.5,18.1,25.7,11,4.9,2.407,0.155,1.46,1.23,1.59
980719,983120,34.6,25.4,22.8,10.2,4.4,2.028,0.136,1.52,1.27,1.65
980719,983125,37.1,19,25,11.1,4.9,2.469,0.126,1.48,1.24,1.61
980719,983130,34.9,23,23.6,11.1,4.6,2.313,0.122,1.48,1.24,1.64
980721,983150,39.2,18.9,23.3,10.9,4.7,2.679,0.105,1.68,1.4,1.79
980721,983155,35.9,22.6,23.4,10.7,4.5,2.584,0.142,1.54,1.29,1.68
980721,983160,35.6,21.8,23.7,11.5,4.7,2.313,0.13,1.5,1.25,1.66
980721,983165,32.1,27.8,22.5,11,4.2,2.034,0.12,1.43,1.2,1.62
980722,983175,33.9,23.9,24.2,10.9,4.5,2.082,0.114,1.4,1.18,1.56
980722,983180,34.8,23.4,23.8,10.8,4.8,2.187,0.126,1.46,1.22,1.6
980722,983185,35,24.4,22.7,10.5,4.5,2.52,0.111,1.54,1.28,1.67
980723,983190,33.8,24.3,22.6,12.5,4.4,1.904,0.167,1.49,1.25,1.72
980723,983195,36.2,20.2,24.7,11.5,4.7,2.383,0.106,1.46,1.23,1.62
980724,983205,35.5,23.8,22.7,10.9,4.5,2.176,0.123,1.57,1.31,1.71
980724,983215,33.4,28.8,21.8,9.7,4.2,1.68,0.12,1.53,1.28,1.65
980725,983225,30.7,31.5,19.9,12.5,3.7,1.251,0.188,1.55,1.3,1.83
980725,983230,31.1,31.7,21.1,10.3,3.9,1.43,0.128,1.47,1.24,1.65
980725,983235,32.9,29.7,21.1,9.9,4.1,1.769,0.142,1.56,1.3,1.7
980726,983240,37.4,17.8,24.3,12.6,5,2.449,0.139,1.54,1.27,1.7
980726,983245,31.9,30.5,21.2,10.1,4.1,1.828,0.169,1.51,1.26,1.66
980726,983250,30.5,33.2,20.4,10.2,3.9,1.368,0.144,1.5,1.26,1.68
980727,983260,29,32.4,22.4,10.2,4.1,1.479,0.15,1.29,1.1,1.48
980727,983265,29.8,32.9,21.4,10.1,3.9,1.383,0.121,1.39,1.17,1.57
980728,983270,33.6,18.9,18,23.5,3.4,2.174,0.127,1.87,1.57,2.67
980728,983275,38.5,22.9,19.3,13,4.1,1.757,0.109,2,1.65,2.21
980728,983280,37,23.6,21.2,11.6,4.4,1.789,0.173,1.75,1.45,1.9
980728,983285,37.8,23,21.2,11,4.4,2.061,0.146,1.79,1.48,1.91
980729,983295,33.4,27.3,22.3,10.4,4.4,1.711,0.124,1.5,1.25,1.64
980730,983300,28.8,33,21.1,11.7,3.8,1.135,0.134,1.36,1.15,1.62
980730,983305,29,33.6,21.3,10.6,3.9,1.155,0.136,1.36,1.15,1.57
980801,983325,34,25.1,23.2,10.6,4.6,2.118,0.134,1.47,1.22,1.6
980802,983340,35,22.7,23.5,11.5,4.6,2.33,0.18,1.49,1.24,1.65
980802,983345,33.6,27.7,22.6,9.6,4.4,1.726,0.122,1.48,1.24,1.59
980803,983350,35.5,22.3,23,12.3,4.5,1.985,0.168,1.54,1.29,1.74
980803,983355,35.9,23.3,21.4,12.6,4.4,1.915,0.129,1.68,1.39,1.88
980803,983360,35,24.3,23.2,10.5,4.5,1.416,0.624,1.51,1.26,1.64
980803,983365,34.1,22.9,24.5,11,4.8,2.27,0.13,1.39,1.16,1.54
980804,983375,34,23.9,23,12,4.6,2.069,0.134,1.48,1.23,1.66
980804,983380,35.1,20.3,24.8,11.7,5,2.69,0.14,1.41,1.18,1.57
980804,983385,29.2,33,23,9,4.2,1.24,0.138,1.27,1.07,1.4
980805,983390,33.8,27.2,22.3,10,4.3,1.753,0.166,1.51,1.27,1.64
980805,983400,34.7,22.9,24,10.9,4.8,2.151,0.147,1.45,1.2,1.58
980806,983405,32.8,26.2,23.2,11.3,4.4,1.046,0.756,1.41,1.19,1.6
980806,983410,34.4,26.5,22.1,10.3,4.4,1.928,0.137,1.56,1.3,1.69
980807,983425,34.8,25.2,22.5,10.2,4.7,2.122,0.143,1.54,1.27,1.65
980807,983430,33.1,28.8,21.1,10.9,4.1,1.574,0.142,1.56,1.31,1.74
980808,983440,32.5,27.6,23,10,4.4,1.899,0.142,1.41,1.19,1.55
980808,983450,32.4,27.9,22.8,10.6,4.3,1.557,0.119,1.42,1.19,1.58
980809,983460,32.9,27.9,22.6,10,4.4,1.784,0.131,1.45,1.22,1.59
980809,983465,34.6,29.8,20.2,10,4,0.443,0.695,1.71,1.43,1.84
980810,983480,37.2,21.8,23,10.8,4.7,2.031,0.114,1.62,1.34,1.73
980811,983500,31.2,32.6,20.2,10.7,3.9,1.046,0.122,1.55,1.3,1.74
980812,983510,35.5,24,22.4,11.3,4.5,1.885,0.136,1.58,1.32,1.74
980812,983515,37,22.3,21.9,11.6,4.6,2.168,0.121,1.69,1.4,1.83
980812,983520,37,22.8,21.6,11.6,4.5,2,0.116,1.71,1.42,1.86
980813,983530,29.9,30.9,22.8,10.6,4.1,1.342,0.131,1.31,1.11,1.5
980813,983535,36.4,22.4,22.7,11.3,4.6,2.261,0.121,1.6,1.33,1.75
980814,983540,33.6,26.8,22.7,10.5,4.2,1.819,0.128,1.48,1.25,1.63
980814,983545,34.3,26.6,21.8,10.9,4.3,1.662,0.167,1.57,1.31,1.73
980814,983550,35.9,25.1,21.4,10.6,4.5,2.035,0.142,1.68,1.39,1.8
980814,983555,35.2,26,21.3,10.9,4.1,2.11,0.14,1.65,1.39,1.81
980816,983568,36.3,23.4,22.3,10.9,4.4,2.214,0.135,1.63,1.36,1.77
980816,983569,30.5,32.7,20.3,11.1,3.8,1.152,0.145,1.5,1.27,1.72
980816,983570,35.9,23.8,22.9,10.3,4.5,2.148,0.131,1.57,1.31,1.69
980816,983575,33.7,26.2,23.1,10.1,4.4,2.163,0.144,1.46,1.23,1.59
980816,983576,35.1,23.3,23.6,10.6,4.6,2.3,0.137,1.48,1.24,1.62
980816,983579,35.1,27.5,21.4,9.5,4.3,1.729,0.124,1.64,1.37,1.74
980816,983583,29.8,33.7,21.5,9.2,4,1.283,0.159,1.39,1.17,1.53
980816,983585,32.9,29.9,21.6,9.7,4,0.869,0.634,1.52,1.28,1.66
980817,983590,29.2,34.5,21.7,9.1,4,1.055,0.186,1.35,1.14,1.49
980818,983609,43.4,15.5,21.9,10.8,5.1,2.844,0.123,1.98,1.61,2.01
980818,983610,42.7,16.6,21.4,11.2,5,2.649,0.121,1.99,1.61,2.04
980818,983613,41,14.8,23.7,11.9,5.2,2.953,0.125,1.73,1.42,1.83
980818,983615,37.9,21.2,22.5,11,4.6,2.337,0.134,1.68,1.4,1.8
980818,983616,39.3,18.9,22.8,11,4.9,2.638,0.125,1.72,1.41,1.81
980818,983619,36,24,22.3,10.4,4.7,2.24,0.133,1.61,1.33,1.72
980818,983623,37.7,18.9,23.8,11.4,4.8,2.917,0.14,1.58,1.32,1.71
980818,983625,37.1,20.7,23.5,10.8,4.7,2.834,0.147,1.58,1.32,1.7
980819,983630,35.6,22.5,22.1,12.3,4.4,2.651,0.146,1.61,1.34,1.81
980819,983633,36.1,23.6,21.5,11.6,4.4,2.352,0.137,1.68,1.4,1.85
980819,983635,35.4,22.1,23.6,10.9,4.7,2.758,0.151,1.5,1.25,1.63
980819,983636,33.6,26.7,22.8,10,4.4,2.082,0.14,1.48,1.24,1.6
980819,983639,38.1,21,22.3,10.8,4.7,2.666,0.128,1.71,1.41,1.81
980819,983640,32.3,30.4,21.6,9.5,4.2,1.638,0.137,1.49,1.25,1.62
980819,983643,35,25.1,22.4,10.2,4.5,2.348,0.144,1.56,1.3,1.68
980819,983645,33,27.9,22.4,10,4.3,1.942,0.166,1.48,1.24,1.61
980820,983649,32.2,32.4,20.7,9,3.9,1.286,0.154,1.56,1.31,1.68
980820,983650,29.4,35.1,21.1,9.1,3.9,0.942,0.156,1.39,1.17,1.54
980820,983655,37.6,21.5,21.1,12.6,4.4,2.317,0.149,1.78,1.47,1.97
980820,983659,36.8,24.3,21.2,10.4,4.5,2.299,0.131,1.73,1.43,1.83
980820,983660,35.4,23.3,22.6,11.3,4.5,2.261,0.165,1.57,1.3,1.72
980820,983663,33,31.9,19.9,9.7,3.9,1.234,0.142,1.66,1.39,1.8
980821,983665,36.2,26.1,21.9,8.9,4.5,1.939,0.158,1.65,1.37,1.71
980821,983669,34.5,24.4,23.3,10.4,4.6,2.194,0.136,1.48,1.24,1.61
980821,983670,35.5,23.8,23.1,10.7,4.5,1.384,0.732,1.54,1.29,1.67
980821,983673,37.6,22.3,21.1,12,4.3,2.233,0.133,1.78,1.48,1.95
980821,983675,36.8,21.9,21.4,12.7,4.4,2.332,0.142,1.72,1.43,1.92
980821,983676,35.9,20.5,23.2,12.6,4.6,2.83,0.141,1.55,1.29,1.75
980821,983679,36.6,19.9,23.6,11.9,4.7,2.903,0.145,1.55,1.3,1.72
980821,983680,36.7,21.9,22.6,11.2,4.6,2.616,0.136,1.63,1.35,1.76
980821,983683,37.8,22.5,21.9,10.3,4.7,1.987,0.585,1.73,1.43,1.81
980822,983685,35.1,24.5,22.5,10.7,4.6,2.144,0.141,1.56,1.29,1.69
980822,983686,35.1,23,23.5,10.9,4.7,2.386,0.145,1.5,1.25,1.64
980822,983689,38.7,20.8,21.9,10.9,4.7,2.527,0.134,1.77,1.46,1.86
980822,983695,35.7,23.3,22.7,10.8,4.7,2.374,0.175,1.57,1.3,1.69
980822,983696,35.8,23.9,22.6,10.2,4.7,2.353,0.141,1.58,1.31,1.69
980822,983699,35.7,26.1,22.8,8.4,4.5,2.069,0.134,1.56,1.31,1.61
980822,983700,31,29.1,22.6,10.9,4.3,1.784,0.145,1.37,1.15,1.56
980823,983705,34,28.3,20.9,10.5,4.2,1.77,0.202,1.63,1.36,1.77
980823,983707,32.4,29.6,21.7,9.7,4.2,1.939,0.165,1.49,1.25,1.62
980823,983709,33.7,26.7,22.7,9.9,4.5,2.095,0.149,1.48,1.24,1.6
980823,983713,34.5,26.5,22.5,10.1,4.4,1.052,0.746,1.53,1.28,1.66
980824,983717,33.9,26.2,22.6,10.2,4.5,2.067,0.187,1.5,1.25,1.63
980824,983719,33.1,28.4,22,9.9,4.3,1.853,0.139,1.5,1.26,1.63
980824,983721,33.2,29.7,19.8,11.5,3.9,1.487,0.142,1.68,1.4,1.89
980824,983725,34.3,27.8,21.7,9.6,4.3,1.814,0.145,1.58,1.31,1.68
980824,983727,36.7,26.7,20.8,9.4,4.3,1.736,0.121,1.77,1.46,1.84
980824,983729,35.4,23.2,23.7,10.2,4.7,2.345,0.138,1.49,1.25,1.6
980824,983733,36.8,23.1,22.3,10.3,4.7,2.395,0.168,1.65,1.37,1.75
980825,983731,36,24.1,22.2,10.1,4.5,2.664,0.138,1.62,1.34,1.72
980825,983735,35.3,22,23.7,11,4.8,2.797,0.18,1.49,1.24,1.63
980825,983737,34.8,24.7,22.4,10.4,4.5,2.73,0.148,1.56,1.3,1.68
980825,983739,35.2,24.2,22.9,10,4.6,2.632,0.14,1.54,1.28,1.65
980825,983740,36.7,22.4,22.4,10.7,4.7,2.7,0.128,1.64,1.35,1.75
980825,983741,34.8,25.4,22.3,10.1,4.5,2.529,0.14,1.56,1.3,1.68
980825,983744,35.7,21.8,23,11.6,4.7,2.741,0.143,1.55,1.29,1.7
980825,983745,37,24.1,21.1,10,4.4,2.837,0.127,1.75,1.45,1.84
980825,983749,37.5,21.1,22.2,11.1,4.8,2.893,0.141,1.69,1.39,1.81
980825,983751,37.6,21.7,21.8,11,4.6,2.806,0.131,1.72,1.42,1.84
980826,983753,34.9,24.9,22.5,10.2,4.6,2.485,0.146,1.55,1.29,1.66
