sample_no,sampling_d,tar,c,s,humidity,ash,s05,s05_335,s335,factory,trailer,time_1,location
Graphite00-151,,14001002,97.6,0.4,0,0,4,69,27,Parsian Khalij,,  /  /,281Ú58
Graphite00-152,,14001002,97.2,0.4,0,0,3,68,29,Parsian Khalij,,  /  /,465Ú95
Graphite00-153,,14001003,96,0.4,0,0,4,82,14,Parsian Khalij,,  /  /,673Ú51
Graphite00-154,,14001003,96.1,0.4,0,0,2,83,15,Parsian Khalij,,  /  /,531Ú49
Graphite00-155,,14001003,96.2,0.4,0,0,2,86,12,Parsian Khalij,,  /  /,499Ú48
Graphite00-156,,14001004,96.7,0.4,0,0,1,86,13,Parsian Khalij,,  /  /,264Ú77
Graphite00-157,,14001006,97.9,0.4,0,0,1,99,0,Kavosh joosh,,  /  /,659Ú49
Graphite00-158,,14001006,97.5,0.5,0,0,1,99,0,Kavosh joosh,,  /  /,485Ú29
Graphite00-159,,14001008,96.4,0.4,0,0,1,99,0,Kavosh joosh,,  /  /,745Ú18
Graphite00-160,,14001008,96.4,0.4,0,0,1,99,0,Kavosh joosh,,  /  /,314Ú81
Graphite00-161,,14001008,97.4,0.4,0,0,1,99,0,Kavosh joosh,,  /  /,138Ú53
Graphite00-162,,14001008,96.1,0.4,0,0,1,99,0,Kavosh joosh,,  /  /,379Ú65
Graphite00-163,,14001009,96.5,0.4,0,0,2,98,0,Kavosh joosh,,  /  /,213Ú38
Graphite00-164,,14001019,96.1,0.4,0,0,7,93,0,Parsian Khalij,,  /  /,281Ú58
Graphite00-165,,14001020,95.9,0.4,0,0,1,97,2,Parsian Khalij,,  /  /,816Ú12
Graphite00-166,,14001020,96.1,0.4,0,0,2,97,1,Parsian Khalij,,  /  /,785Ú13
Graphite00-167,,14001020,95.3,0.4,0,0,1,98,1,Parsian Khalij,,  /  /,636Ú73
Graphite00-168,,14001020,97.1,0.4,0,0,2,96,2,Parsian Khalij,,  /  /,215Ú72
Graphite00-169,,14001022,96.9,0.43,0,0,5,94,1,Parsian Khalij,,  /  /,465Ú95
Graphite00-170,,14001022,96.2,0.4,0,0,4,95,1,Parsian Khalij,,  /  /,142Ú66
Graphite00-171,,14001022,96.8,0.4,0,0,10,90,0,Parsian Khalij,,  /  /,586Ú47
Graphite00-172,,14001022,96.4,0.4,0,0,7,93,0,Parsian Khalij,,  /  /,492Ú12
Graphite00-173,,14001023,97.5,0.4,0,0,2,98,0,Parsian Khalij,,  /  /,172Ú23
Graphite00-174,,14001023,96.3,0.4,0,0,1,99,0,Parsian Khalij,,  /  /,281Ú58
Graphite00-175,,14001023,95.3,0.4,0,0,2,98,0,Parsian Khalij,,  /  /,177Ú51
Graphite00-176,,14001023,96.7,0.4,0,0,3,97,0,Parsian Khalij,,  /  /,735Ú43
Graphite00-177,,14001024,95.2,0.4,0,0,9,90,1,Parsian Khalij,,  /  /,149Ú49
Graphite00-178,,14001025,96.1,0.4,0,0,2,98,0,Parsian Khalij,,  /  /,944Ú45
Graphite00-179,,14001025,96.4,0.4,0,0,3,97,0,Parsian Khalij,,  /  /,177Ú51
Graphite00-180,,14001026,96.2,0.3,0,0,6,94,0,Parsian Khalij,,  /  /,281Ú58
Graphite00-181,,14001026,96.7,0.6,0,0,2,98,0,Parsian Khalij,,  /  /,465Ú95
Graphite00-182,,14001026,96,0.4,0,0,4,96,0,Parsian Khalij,,  /  /,785Ú13
Graphite00-183,,14001026,96.1,0.4,0,0,3,97,0,Parsian Khalij,,  /  /,346Ú73
Graphite00-184,,14001027,97.5,0.4,0,0,6,94,0,Parsian Khalij,,  /  /,952Ú62
Graphite00-185,,14001027,97.1,0.4,0,0,3,97,0,Parsian Khalij,,  /  /,59Ú859
Graphite00-186,,14001027,96.1,0.4,0,0,4,96,0,Parsian Khalij,,  /  /,944Ú45
Graphite00-187,,14001028,97.1,0.4,0,0,2,96,2,Parsian Khalij,,  /  /,528Ú14
Graphite00-188,,14001028,97.2,0.4,0,0,1,96,3,Parsian Khalij,,  /  /,744Ú26
Graphite00-189,,14001028,97.7,0.4,0,0,3,97,0,Parsian Khalij,,  /  /,522Ú34
Gra01-1,,14010330,91.2,0.7,0,0,5,88,7,AHOORA,366Ú32,,
Gra01-2,,14010331,93.1,0.6,0,0,7,33,60,JAHAN TEJARAT,,,
Gra01-3,,14010401,94.7,0.7,0,0,10,90,0,TAM,429Ú23,,
Gra01-4,,14010401,75,0.5,0,0,3.6,15.7,80.7,JAHAN TEJARAT,591Ú17,,
Gra01-5,,14010401,66.8,0.5,0,0,5,44.3,50.7,JAHAN TEJARAT,372Ú44,,
Gra01-6,,14010403,94,0.6,0,0,19,81,0,TAM,778Ú32,,
Gra01-7,,14010406,95.5,0.6,0,0,7,93,0,TAM,865Ú71,,
Gra01-8,,14010406,95.9,0.9,0,0,11,77,12,TOSSE JONOOB,686Ú93,,
Gra01-9,,14010408,94.4,1.4,0,0,3,67,30,TOSSE JONOOB,815Ú13,,
Gra01-10,,14010408,91.1,2.2,0,0,2,73,25,TOSSE JONOOB,894Ú85,,
Gra01-11,,14010408,94.5,0.6,0,0,5,72,23,JAHAN TEJARAT,797Ú15,,
Gra01-12,,14010408,94.6,2.2,0,0,4,75,21,TOSSE JONOOB,835Ú53,,
Gra01-13,,14010408,95.4,2.3,0,0,5,76,19,TOSSE JONOOB,236Ú86,,
Gra01-14,,14010409,94,1.2,0,0,7,61,32,TOSSE JONOOB,233Ú87,,
Gra01-15,,14010409,96,1.3,0,0,4,67,29,TOSSE JONOOB,649Ú92,,
Gra01-16,,14010410,96,1,0,0,5,93,2,JAHAN TEJARAT,486Ú89,,
Gra01-17,,14010412,95.4,1.2,0,0,4,75,21,TOSSE JONOOB,862Ú68,12/30/99,12/30/99 0
Gra01-18,,14010412,95.8,1.3,0,0,5,72,23,TOSSE JONOOB,724Ú59,12/30/99,12/30/99 0
Gra01-19,,14010412,95.1,1.3,0,0,5,75,20,TOSSE JONOOB,226Ú22,12/30/99,12/30/99 0
Gra01-20,,14010412,95.2,1.4,0,0,5,75,20,TOSSE JONOOB,529Ú84,12/30/99,12/30/99 1
Gra01-21,,14010413,97.2,1.2,0,0,8,72,20,TOSSE JONOOB,517Ú67,12/30/99,12/30/99 0
Gra01-22,,14010413,95.1,1.2,0,0,10,66,24,JAHAN TEJARAT,776Ú77,12/30/99,12/30/99 0
Gra01-23,,14010413,97.8,1.4,0,0,7,72,21,TOSSE JONOOB,758Ú83,12/30/99,12/30/99 1
Gra01-24,,14010413,96.4,1.4,0,0,5,73,22,TOSSE JONOOB,587Ú74,12/30/99,12/30/99 1
Gra01-25,,14010413,95.7,0.6,0,0,4,79,17,JAHAN TEJARAT,828Ú95,12/30/99,12/30/99 1
Gra01-26,,14010414,95.2,1.3,0,0,7,72,21,TOSSE JONOOB,727Ú17,12/30/99,12/30/99 1
Gra01-27,,14010414,95.1,1.3,0,0,7,71,22,TOSSE JONOOB,477Ú81,12/30/99,12/30/99 1
Gra01-28,,14010414,95.5,1.3,0,0,8,65,27,TOSSE JONOOB,549Ú73,12/30/99,12/30/99 1
Gra01-29,,14010415,94.4,0.7,0,0,7,86,7,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-30,,14010415,93.9,0.7,0,0,6,88,6,JAHAN TEJARAT,948Ú15,12/30/99,12/30/99 1
Gra01-31,,14010415,95.2,0.8,0,0,5,77,18,JAHAN TEJARAT,242Ú19,12/30/99,12/30/99 1
Gra01-32,,14010415,93.1,0.7,0,0,7,84,9,JAHAN TEJARAT,976Ú19,12/30/99,12/30/99 1
Gra01-33,,14010416,94.7,1.6,0,0,10,66,24,TOSSE JONOOB,815Ú13,12/30/99,12/30/99 1
Gra01-34,,14010416,94.7,1.3,0,0,3,69,28,TOSSE JONOOB,467Ú83,12/30/99,12/30/99 1
Gra01-35,,14010416,94.6,1.4,0,0,13,58,29,TOSSE JONOOB,564Ú61,12/30/99,12/30/99 1
Gra01-36,,14010416,94.4,1.4,0,0,4,71,25,TOSSE JONOOB,459Ú56,12/30/99,12/30/99 1
Gra01-37,,14010416,94.7,1.3,0,0,3,57,40,JAHAN TEJARAT,118Ú22,12/30/99,12/30/99 1
Gra01-38,,14010416,95.8,1.4,0,0,9,61,30,TOSSE JONOOB,477Ú37,12/30/99,12/30/99 1
Gra01-39,,14010416,97.1,1.3,0,0,10,68,22,TOSSE JONOOB,228Ú92,12/30/99,12/30/99 0
Gra01-40,,14010416,96.8,1.4,0,0,11,63,26,TOSSE JONOOB,468Ú49,12/30/99,12/30/99 0
Gra01-41,,14010417,95.2,1.2,0,0,5,65,30,TOSSE JONOOB,944Ú53,12/30/99,12/30/99 1
Gra01-42,,14010417,94.3,1.2,0,0,4,66,30,TOSSE JONOOB,175Ú83,12/30/99,12/30/99 1
Gra01-43,,14010417,94.5,1.3,0,0,4,72,24,TOSSE JONOOB,976Ú88,12/30/99,12/30/99 1
Gra01-44,,14010417,94.1,1.4,0,0,3,69,28,TOSSE JONOOB,445Ú77,12/30/99,12/30/99 1
Gra01-45,,14010417,92.5,1.3,0,0,8,65,27,TOSSE JONOOB,374Ú65,12/30/99,12/30/99 1
Gra01-46,,14010420,96.2,1.3,0,0,4,75,21,TOSSE JONOOB,941Ú67,12/30/99,12/30/99 1
Gra01-47,,14010420,95.4,1.2,0,0,5,76,19,TOSSE JONOOB,717Ú64,12/30/99,12/30/99 1
Gra01-48,,14010420,95.2,1.2,0,0,4,76,20,TOSSE JONOOB,523Ú71,12/30/99,12/30/99 1
Gra01-49,,14010420,96.3,1.3,0,0,5,77,18,TOSSE JONOOB,325Ú84,12/30/99,12/30/99 1
Gra01-50,,14010420,95.9,1.3,0,0,5,74,21,TOSSE JONOOB,273Ú14,12/30/99,12/30/99 1
Gra01-51,,14010420,91.7,1.3,0,0,6,75,19,TOSSE JONOOB,813Ú63,12/30/99,12/30/99 1
Gra01-52,,14010420,96.3,1.3,0,0,6,79,15,TOSSE JONOOB,614Ú49,12/30/99,12/30/99 1
Gra01-53,,14010420,95.4,1.3,0,0,5,76,19,TOSSE JONOOB,926Ú53,12/30/99,12/30/99 1
Gra01-54,,14010420,97.2,1.5,0,0,7,76,17,TOSSE JONOOB,871Ú65,12/30/99,12/30/99 0
Gra01-55,,14010420,96.8,1.4,0,0,6,73,21,TOSSE JONOOB,785Ú81,12/30/99,12/30/99 0
Gra01-56,,14010421,95.5,1.4,0,0,5,74,21,TOSSE JONOOB,871Ú93,12/30/99,12/30/99 1
Gra01-57,,14010421,95.1,1.5,0,0,4,74,22,TOSSE JONOOB,356Ú77,12/30/99,12/30/99 1
Gra01-58,,14010421,94.8,1.5,0,0,4,72,24,TOSSE JONOOB,736Ú94,12/30/99,12/30/99 1
Gra01-59,,14010421,95.1,1.3,0,0,4,73,23,TOSSE JONOOB,226Ú22,12/30/99,12/30/99 1
Gra01-60,,14010421,95,1.5,0,0,3,74,23,TOSSE JONOOB,517Ú67,12/30/99,12/30/99 1
Gra01-61,,14010421,94.8,1.5,0,0,6,72,22,TOSSE JONOOB,151Ú58,12/30/99,12/30/99 1
Gra01-62,,14010421,93.3,2,0,0,9,71,20,JAHAN TEJARAT,245Ú83,12/30/99,12/30/99 0
Gra01-63,,14010421,94.2,1.4,0,0,3,74,23,TOSSE JONOOB,347Ú47,12/30/99,12/30/99 0
Gra01-64,,14010422,94.8,0.7,0,0,7,73,20,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-65,,14010422,95.2,0.6,0,0,6,75,19,JAHAN TEJARAT,322Ú73,12/30/99,12/30/99 1
Gra01-66,,14010422,96.1,0.6,0,0,5,73,22,JAHAN TEJARAT,546Ú15,12/30/99,12/30/99 1
Gra01-67,,14010422,92.1,2,0,0,7,68,25,TOSSE JONOOB,632Ú92,12/30/99,12/30/99 1
Gra01-68,,14010422,91.6,2,0,0,8,62,30,TOSSE JONOOB,922Ú88,12/30/99,12/30/99 1
Gra01-69,,14010422,95,1.6,0,0,7,65,28,TOSSE JONOOB,564Ú73,12/30/99,12/30/99 1
Gra01-70,,14010422,94.5,1.9,0,0,6,67,27,TOSSE JONOOB,962Ú81,12/30/99,12/30/99 1
Gra01-71,,14010422,94.6,1.8,0,0,7,64,29,TOSSE JONOOB,776Ú53,12/30/99,12/30/99 1
Gra01-72,,14010422,96.8,1.5,0,0,5,69,26,TOSSE JONOOB,682Ú49,12/30/99,12/30/99 1
Gra01-73,,14010422,93.6,2.1,0,0,8,64,28,TOSSE JONOOB,117Ú48,12/30/99,12/30/99 0
Gra01-74,,14010423,91.8,2,0,0,8,67,25,TOSSE JONOOB,572Ú81,12/30/99,12/30/99 1
Gra01-75,,14010423,91.6,1.4,0,0,9,72,19,TOSSE JONOOB,559Ú14,12/30/99,12/30/99 1
Gra01-76,,14010423,92.1,2.2,0,0,8,69,23,TOSSE JONOOB,862Ú77,12/30/99,12/30/99 1
Gra01-77,,14010423,92.6,2.2,0,0,7,68,25,TOSSE JONOOB,523Ú71,12/30/99,12/30/99 1
Gra01-78,,14010423,91,2.1,0,0,7,67,26,TOSSE JONOOB,327Ú93,12/30/99,12/30/99 1
Gra01-79,,14010423,90.5,2,0,0,6,66,28,TOSSE JONOOB,959Ú44,12/30/99,12/30/99 1
Gra01-80,,14010423,94.4,1.5,0,0,8,70,22,TOSSE JONOOB,531Ú68,12/30/99,12/30/99 1
Gra01-81,,14010423,96.8,2.5,0,0,7,69,24,JAHAN TEJARAT,146Ú16,12/30/99,12/30/99 1
Gra01-82,,14010425,94.5,0.7,0,0,8,72,20,JAHAN TEJARAT,842Ú53,12/30/99,12/30/99 1
Gra01-83,,14010428,93.1,0.7,0,0,6,84,10,JAHAN TEJARAT,366Ú32,12/30/99,12/30/99 1
Gra01-84,,14010428,93.8,0.8,0,0,5,85,10,JAHAN TEJARAT,586Ú93,12/30/99,12/30/99 1
Gra01-85,,14010428,94.4,0.6,0,0,4,81,15,JAHAN TEJARAT,546Ú15,12/30/99,12/30/99 1
Gra01-86,,14010428,94.6,0.6,0,0,6,85,9,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-87,,14010428,93.4,0.8,0,0,5,90,5,JAHAN TEJARAT,322Ú73,12/30/99,12/30/99 1
Gra01-88,,14010429,92.6,2.1,0,0,7,68,25,TOSSE JONOOB,151Ú58,12/30/99,12/30/99 1
Gra01-89,,14010429,90.9,2.1,0,0,4,68,28,TOSSE JONOOB,549Ú73,12/30/99,12/30/99 1
Gra01-90,,14010429,95.5,1.4,0,0,5,81,14,TOSSE JONOOB,944Ú34,12/30/99,12/30/99 1
Gra01-91,,14010429,93.3,2.1,0,0,6,70,24,TOSSE JONOOB,717Ú17,12/30/99,12/30/99 1
Gra01-92,,14010429,79.5,1.3,2.2,0,4,76,20,JAHAN TEJARAT,386Ú61,12/30/99,12/30/99 1
Gra01-92-U-2,,14010429,86.6,1.4,0,0,0,0,0,JAHAN TEJARAT,,  /  /,
Gra01-92-D,,14010429,71.6,1.1,0,0,0,0,0,JAHAN TEJARAT,,  /  /,
Gra01-92-D-2,,14010429,77.9,1.5,0,0,0,0,0,JAHAN TEJARAT,,  /  /,
Gra01-93,,14010431,92.7,1.3,0,0,8,79,13,JAHAN TEJARAT,651Ú82,12/30/99,12/30/99 1
Gra01-94,,14010501,89.6,0.8,0,0,5,92,3,JAHAN TEJARAT,976Ú19,12/30/99,12/30/99 1
Gra01-94-D,,14010501,89.6,0.8,0,0,0,0,0,JAHAN TEJARAT,,  /  /,12/30/99 1
Gra01-94-D-2,,14010501,89.7,0.9,0,0,0,0,0,,,  /  /,
Gra01-95,,14010501,89.7,0.8,0,0,3,86,11,JAHAN TEJARAT,322Ú73,12/30/99,12/30/99 1
Gra01-95-D,,14010501,86.1,0.9,0,0,0,0,0,JAHAN TEJARAT,,  /  /,12/30/99 1
Gra01-95-D-2,,14010501,87.6,0.9,0,0,0,0,0,,,  /  /,
Gra01-96,,14010501,89.4,0.8,0,0,5,92,3,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-96-D,,14010501,86,0.8,0,0,0,0,0,JAHAN TEJARAT,,  /  /,12/30/99 1
Gra01-96-D-2,,14010501,88.2,0.9,0,0,0,0,0,,,  /  /,
Gra01-97,,14010501,89,0.8,0,0,6,88,6,JAHAN TEJARAT,546Ú15,12/30/99,12/30/99 1
Gra01-97-D,,14010501,88.9,0.9,0,0,0,0,0,JAHAN TEJARAT,,  /  /,12/30/99 1
Gra01-97-D-2,,14010501,89.1,0.9,0,0,0,0,0,,,  /  /,
Gra01-98,,14010501,90.8,0.8,0,0,6,90,4,JAHAN TEJARAT,366Ú32,12/30/99,12/30/99 1
Gra01-98-D,,14010501,87.8,0.9,0,0,0,0,0,JAHAN TEJARAT,,  /  /,12/30/99 1
Gra01-98-D-2,,14010501,90.5,0.8,0,0,0,0,0,,,  /  /,
Gra01-99,,14010501,89.5,0.8,0,0,4,88,8,JAHAN TEJARAT,586Ú93,12/30/99,12/30/99 1
Gra01-99-D,,14010501,89.3,0.8,0,0,0,0,0,JAHAN TEJARAT,,  /  /,12/30/99 1
Gra01-99-D-2,,14010501,89.7,0.9,0,0,0,0,0,,,  /  /,
Gra01-100,,14010502,92,1.6,0,0,8,78,14,JAHAN TEJARAT,266Ú81,12/30/99,12/30/99 1
Gra01-101,,14010503,93.4,2.2,0,0,6,70,24,TOSSE JONOOB,327Ú93,12/30/99,12/30/99 1
Gra01-102,,14010503,94,2.1,0,0,8,72,20,TOSSE JONOOB,633Ú89,12/30/99,12/30/99 1
Gra01-103,,14010505,94.6,0.8,0,0,3,93,4,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-104,,14010505,83.4,1.3,2.4,0,7,73,20,JAHAN TEJARAT,675Ú54,12/30/99,12/30/99 1
Gra01-104-U-2,,14010505,80.3,1.5,0,0,0,0,0,JAHAN TEJARAT,,  /  /,
Gra01-104-D,,14010505,84.6,1.2,0,0,0,0,0,JAHAN TEJARAT,,  /  /,
Gra01-104-D-2,,14010505,83.9,1.2,0,0,0,0,0,JAHAN TEJARAT,,  /  /,
Gra01-105,,14010508,93.3,0.8,0,0,5,87,8,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 0
Gra01-106,,14010509,95.1,0.8,0,0,6,91,3,JAHAN TEJARAT,586Ú93,12/30/99,12/30/99 1
Gra01-107,,14010509,94.2,0.9,0,0,4,93,3,JAHAN TEJARAT,976Ú19,12/30/99,12/30/99 0
Gra01-108,,14010511,91,1.5,0,0,4,72,24,TOSSE JONOOB,966Ú87,12/30/99,12/30/99 0
Gra01-109,,14010511,92.9,1.8,0,0,3,74,23,TOSSE JONOOB,321Ú77,12/30/99,12/30/99 0
Gra01-110,,14010511,94.4,1.7,0,0,4,71,25,TOSSE JONOOB,664Ú68,12/30/99,12/30/99 0
Gra01-111,,14010512,90.9,1.7,0,0,4,73,23,TOSSE JONOOB,872Ú29,12/30/99,12/30/99 1
Gra01-112,,14010512,93.7,1.7,0,0,4,74,22,TOSSE JONOOB,488Ú34,12/30/99,12/30/99 1
Gra01-113,,14010512,94.6,1.7,0,0,5,71,24,TOSSE JONOOB,379Ú66,12/30/99,12/30/99 1
Gra01-114,,14010512,93.5,1.6,0,0,6,71,23,TOSSE JONOOB,658Ú62,12/30/99,12/30/99 1
Gra01-115,,14010512,91.6,0.7,0,0,9,75,16,JAHAN TEJARAT,976Ú19,12/30/99,12/30/99 1
Gra01-116,,14010512,91.7,0.7,0,0,8,78,14,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-117,,14010513,95,0.7,0,0,8,78,14,JAHAN TEJARAT,546Ú15,12/30/99,12/30/99 0
Gra01-118,,14010513,93.7,0.7,0,0,8,75,17,JAHAN TEJARAT,366Ú13,12/30/99,12/30/99 0
Gra01-119,,14010516,94,1.6,0,0,8,70,22,TOSSE JONOOB,486Ú41,12/30/99,12/30/99 0
Gra01-120,,14010516,93.6,1.8,0,0,7,66,27,TOSSE JONOOB,398Ú54,12/30/99,12/30/99 1
Gra01-121,,14010516,91.7,2.1,0,0,7,65,28,TOSSE JONOOB,254Ú15,12/30/99,12/30/99 1
Gra01-122,,14010516,91,1.9,0,0,4,68,28,TOSSE JONOOB,164Ú62,12/30/99,12/30/99 1
Gra01-123,,14010516,94.7,1.7,0,0,8,66,26,TOSSE JONOOB,683Ú49,12/30/99,12/30/99 1
Gra01-124,,14010519,91.4,0.8,0,0,6,79,15,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 0
Gra01-125,,14010520,93,1.6,0,0,4,75,21,TOSSE JONOOB,862Ú68,12/30/99,12/30/99 1
Gra01-126,,14010520,92.3,1.6,0,0,5,73,22,TOSSE JONOOB,413Ú82,12/30/99,12/30/99 1
Gra01-127,,14010520,94.4,1.7,0,0,5,71,24,TOSSE JONOOB,517Ú67,12/30/99,12/30/99 1
Gra01-128,,14010520,94.3,1.7,0,0,6,74,20,TOSSE JONOOB,611Ú58,12/30/99,12/30/99 1
Gra01-129,,14010520,94.9,1.9,0,0,9,91,0,TAM,356Ú55,12/30/99,12/30/99 1
Gra01-130,,14010525,91.4,1.3,0,0,3,71,26,JAHAN TEJARAT,145Ú37,12/30/99,12/30/99 0
Gra01-131,,14010528,87.1,0.8,2.85,0,2,45,53,JAHAN TEJARAT,458Ú68,12/30/99,12/30/99 1
Gra01-132,,14010529,94.6,1.4,0,0,5,47,48,JAHAN TEJARAT,391Ú33,12/30/99,12/30/99 0
Gra01-133,,14010605,88.5,0.7,0,0,3,86,11,JAHAN TEJARAT,514Ú57,12/30/99,12/30/99 1
Gra01-134,,14010609,93.7,0.8,0.8,0,2,95,3,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-135,,14010612,94.5,0.7,0,0,2,89,9,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-136,,14010613,93.3,0.8,0,0,2,83,15,JAHAN TEJARAT,546Ú15,12/30/99,12/30/99 0
Gra01-137,,14010614,89,0.9,0,0,3,84,13,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 0
Gra01-138,,14010615,94.1,0.7,0,0,5,87,8,JAHAN TEJARAT,546Ú15,12/30/99,12/30/99 0
Gra01-139,,14010616,92.5,0.8,0,0,6,87,7,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 0
Gra01-140,,14010616,94.1,0.8,0,0,6,87,7,JAHAN TEJARAT,341Ú44,12/30/99,12/30/99 0
Gra01-141,,14010617,93.8,0.8,0,0,6,87,7,JAHAN TEJARAT,635Ú93,12/30/99,12/30/99 1
Gra01-142,,14010619,95,0.7,0,0,2,95,3,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 0
Gra01-143,,14010621,94.4,0.9,0,0,2,83,15,JAHAN TEJARAT,546Ú15,,
Gra01-144,,14010622,93.1,0.7,0,0,2,87,11,JAHAN TEJARAT,254Ú72,12/30/99,12/30/99 1
Gra01-145,,14010624,93.6,0.7,0,0,5,89,6,JAHAN TEJARAT,176Ú36,12/30/99,12/30/99 0
Gra01-146,,14010624,93.7,0.7,0,0,5,88,7,JAHAN TEJARAT,453Ú48,12/30/99,12/30/99 0
Gra01-147,,14010628,94.7,0.7,0,0,2,91,7,JAHAN TEJARAT,635Ú93,12/30/99,12/30/99 0
Gra01-148,,14010629,92.2,0.7,0,0,2,92,6,JAHAN TEJARAT,834Ú14,12/30/99,12/30/99 1
Gra01-149,,14010630,93.5,0.7,0,0,3,88,9,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 0
Gra01-150,,14010702,95.4,0.6,0,0,3,93,4,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 0
Gra01-151,,14010704,94.4,0.7,0,0,2,95,3,JAHAN TEJARAT,843Ú53,12/30/99,12/30/99 1
Gra01-152,,14010706,92.3,0.7,0,0,2,94,4,JAHAN TEJARAT,,12/30/99,12/30/99 0
Gra01-153,,14010709,93.3,0.6,0,0,4,90,6,JAHAN TEJARAT,475Ú41,12/30/99,12/30/99 0
Gra01-154,,14010717,0,0,0,0,3,90,7,JAHAN TEJARAT,419Ú55,12/30/99,12/30/99 1
Gra01-155,,14010720,93.7,0.6,0,0,3,90,7,JAHAN TEJARAT,136Ú73,12/30/99,12/30/99 1
Gra01-156,,14010724,92.8,0.6,0,0,4,87,9,JAHAN TEJARAT,114Ú95,12/30/99,12/30/99 0
Gra01-157,,14010804,93,0.7,0,0,4,89,7,JAHAN TEJARAT,448Ú25,12/30/99,12/30/99 0
Gra01-158,,14010805,93.7,0.6,0,0,3,91,6,JAHAN TEJARAT,492Ú11,12/30/99,12/30/99 0
Gra01-159,,14010807,93,0.6,0,0,3,89,8,JAHAN TEJARAT,242Ú19,12/30/99,
Gra01-160,,14010809,93.6,0.7,0,0,5,89,6,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-161,,14010811,94.4,0.7,0,0,5,90,5,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-162,,14010812,95,0.7,0,0,3,92,5,JAHAN TEJARAT,797Ú15,12/30/99,
Gra01-163,,14010814,93.5,0.5,0,0,4,89,7,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-164,,14010816,94.5,0.7,0,0,4,90,6,JAHAN TEJARAT,797Ú15,12/30/99,
Gra01-165,,14010819,93.08,0.8,0,0,3,89,8,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-166,,14010826,92.7,0.8,0,0,4,86,10,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-167,,14010901,92.2,0.9,0,0,3,90,7,JAHAN TEJARAT,492Ú11,12/30/99,
COKE01-146,,14010808,73.8,1.2,1.8,22,2,96,2,AFAGH,722Ú22,12/30/99,
Gra01-168,,14010908,90.7,0.4,0,0,4,89,7,JAHAN TEJARAT,423Ú87,12/30/99,
Gra01-169,,14010909,93.7,1.2,0,0,2,25,73,JAHAN TEJARAT,585Ú63,12/30/99,
Gra01-170,,14010910,92.5,0.4,0,0,4,91,5,JAHAN TEJARAT,423Ú87,,
Gra01-171,,14010911,94.9,0.5,0,0,4,90,6,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-172,,14010913,93,0.4,0,0,2,93,5,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-173,,14010917,92.8,0.5,0,0,4,91,5,JAHAN TEJARAT,377Ú49,12/30/99,
Gra01-174,,14010923,89.7,0.6,0,0,4,78,18,JAHAN TEJARAT,681Ú96,12/30/99,
Gra01-175,,14010925,93,0.4,0,0,4,81,15,JAHAN TEJARAT,681Ú96,12/30/99,
Gra01-176,,14010927,92.1,0.4,0,0,2,93,5,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-177,,14010929,93,0.4,0,0,4,91,5,JAHAN TEJARAT,492Ú11,12/30/99,
Gra01-178,,14011003,91.5,0.5,0,0,4,92,4,JAHAN TEJARAT,379Ú46,12/30/99,
Gra01-179,,14011003,91.5,0.5,0,0,3,92,5,JAHAN TEJARAT,944Ú88,12/30/99,
COKE01-225,,14010907,79.2,2.1,0,0,8,91,1,AMATIS,714Ú23,12/30/99,
COKE01-234,,14010909,78.2,1.4,0,0,19,57,24,AHOORA,182Ú98,12/30/99,
COKE01-235,,14010909,78.5,1.5,0,0,5,90,5,AMATIS,563Ú56,12/30/99,
COKE01-251,,14010912,79.1,1.4,0,0,2,91,7,AHOORA,847Ú32,12/30/99,
COKE01-264,,14010915,80,1.7,0,0,6,93,1,AHOORA,532Ú35,12/30/99,
COKE01-265,,14010915,79.9,1.6,0,0,7,92,1,AHOORA,932Ú37,12/30/99,
COKE01-279,,14010917,77.9,1.3,0,0,3,95,2,AMATIS,141Ú16,12/30/99,
COKE01-289,,14010919,80.1,1.7,0,0,3,95,2,AMATIS,714Ú35,12/30/99,
