sample_no,sampling_d,tar,c,s,humidity,ash,s05,s05_335,s335,factory,trailer,time_1,location
COKE98-62,,2200,79,1.5,0,0,6.7,90,3.3,,,  /  /,2
COKE98-63,,2200,80,0.7,0,0,1.7,73.3,25,,,  /  /,3
COKE98-36,,2300,79.4,0.5,0,0,1.7,70,28.3,,,  /  /,
COKE98-64,,2300,83.6,0.6,0,0,1.7,70,28.3,,,  /  /,1
COKE98-65,,2300,73.6,1.1,0,0,3.3,91.7,5,,,  /  /,2
COKE98-37,,2400,81.9,0.5,0,0,5,70,25,,,  /  /,
COKE98-08,,2500,83.2,0.7,0,0,3.8,56.2,40,,,  /  /,
COKE98-38,,2500,80.7,0.6,0,0,3.3,80,16.7,,,  /  /,
COKE98-09,,2600,82,0.7,0,0,1.3,71.2,27.5,,,  /  /,
COKE98-39,,2600,84.1,0.6,0,0,3.3,71.7,25,,,  /  /,
COKE98-66,,2600,71.4,1.2,0,0,8.3,86.7,5,,,  /  /,1
COKE98-67,,2600,82.9,0.6,0,0,1.6,71.7,26.7,,,  /  /,2
COKE98-10,,2700,81.9,0.7,0,0,1.2,67.5,31.3,,,  /  /,
COKE98-68,,2700,81.6,0.6,0,0,3.3,75,21.7,,,  /  /,1
COKE98-11,,2800,79.3,0.6,0,0,1.2,66.3,32.5,,,  /  /,
COKE98-69,,2800,82.9,0.6,0,0,1.6,61.7,36.7,,,  /  /,1
COKE98-70,,2800,71.1,1,0,0,6.7,88.3,5,,,  /  /,2
COKE98-12,,2900,83.5,0.6,0,0,3.7,52.5,43.8,,,  /  /,
COKE98-40,,2900,81.5,0.6,0,0,5,68.3,26.7,,,  /  /,
COKE98-71,,2900,84.9,0.6,0,0,5,73.3,21.7,,,  /  /,1
COKE98-72,,2900,69.7,1.2,0,0,3.3,91.7,5,,,  /  /,2
COKE98-13,,3000,80.6,0.7,0,0,3.4,58.1,38.5,,,  /  /,
Coke99-410,,90701,81.9,1.3,0,0,7,93,0,Ahoora,,  /  /,563Ú56
Coke99-411,,90701,82.9,1.6,0,0,6,94,0,Ahoora,,  /  /,391Ú33
Coke98-185,,130800,78.7,0.8,0,0,6.7,80,13.3,,,  /  /,1
Coke98-186,,130800,79.1,0.7,0,0,8.4,73.3,18.3,,,  /  /,
Coke99-253,,950508,84.2,0.9,0,0,10,90,0,Ahoora,,  /  /,868Ú73
Coke99-254,,950508,83.8,0.9,0,0,6,94,0,Ahoora,,  /  /,563Ú56
Coke99-257,,950508,84.5,0.9,0,0,7,93,0,Ahoora,,  /  /,847Ú32
Coke99-258,,950508,84.3,0.9,0,0,6,94,0,Ahoora,,  /  /,391Ú33
Sample98-03,,980127,97.4,0.7,0,0,1.2,98.8,0,,,  /  /,
Sample98-04,,980127,80.9,1.1,0,0,89.3,10.7,0,,,  /  /,
Sample98-07,,980128,76.1,1.3,0,0,46.4,51.8,1.8,,,  /  /,
Sample98-08,,980128,79.8,1,0,0,83.3,16.7,0,,,  /  /,
COKE98-41,,980229,70.7,1.5,0,0,5,85,10,,,  /  /,
COKE98-42,,980230,80.8,1.4,0,0,1.7,93.3,5,,,  /  /,
COKE98-43,,980231,80.7,0.6,0,0,5,68.3,26.7,,,  /  /,
Coke98-97,,980416,78.1,0.7,0,0,23.4,71.6,5,,,  /  /,439Ú84
Coke98-98,,980416,75.3,0.8,0,0,3.3,76.7,20,,,  /  /,391Ú33
Coke98-100,,980417,74.7,1.2,0,0,3.3,90,6.7,,,  /  /,2
Coke98-99,,980417,76.4,0.8,0,0,5.1,73.3,21.6,,,  /  /,1
Coke98-101,,980419,77.2,0.6,0,0,3.4,73.3,23.3,,,  /  /,2
Coke98-102,,980419,70.7,0.5,0,0,1.7,90,8.3,,,  /  /,4
Coke98-103,,980420,77.6,0.8,0,0,1.7,70,28.3,,,  /  /,1
Coke98-104,,980420,71.9,1.2,0,0,5,88.3,6.7,,,  /  /,2
Coke98-105,,980423,75.5,0.6,0,0,3.3,76.7,20,,,  /  /,1
Coke98-106,,980423,79.6,0.6,0,0,5.1,83.7,11.2,,,  /  /,2
Coke98-107,,980424,80.1,0.7,0,0,5,71.7,23.3,,,  /  /,1
Coke98-108,,980425,79.8,0.8,0,0,3.4,78.3,18.3,,,  /  /,1
Coke98-109,,980425,81.5,0.7,0,0,6.7,78.3,15,,,  /  /,3
Coke98-110,,980426,78.5,0.6,0,0,3.7,70,26.25,,,  /  /,1
Coke98-111,,980427,79.3,0.7,0,0,20,75,5,,,  /  /,1
Coke98-112,,980427,72.9,1.3,0,0,3.3,90,6.7,,,  /  /,2
Coke98-113,,980430,80.5,0.7,0,0,5,70,25,,,  /  /,391Ú33
Coke98-114,,980430,79.8,0.7,0,0,6.6,81.7,11.7,,,  /  /,155Ú79
Coke98-115,,980430,73.5,1.1,0,0,11.6,81.7,6.7,,,  /  /,563Ú56
Coke98-116,,980431,70.8,1.2,0,0,3.4,93.3,3.3,,,  /  /,1
Coke98-117,,980501,71.2,1.2,0,0,8.4,88.3,3.3,,,  /  /,1
Coke98-118,,980502,80.4,0.7,0,0,8.7,78.8,12.5,,,  /  /,1
Coke98-119,,980502,73.1,1.5,0,0,7.5,90,2.5,,,  /  /,3
Coke98-120,,980503,76.1,1.6,0,0,5,95,0,,,  /  /,1
Coke98-121,,980503,73.6,1.1,0,0,5,91.7,3.3,,,  /  /,2
Coke98-122,,980505,77.6,1.6,0,0,3.3,96.7,0,,,  /  /,2
Coke98-123,,980512,81.4,1.5,0,0,11.7,58.3,30,ÏæÊÇ ˜Çã?æä ÈæÏå ?˜,,  /  /,1
Coke98-124,,980512,79.8,1.3,0,0,10,78.3,11.7,,,  /  /,2
Coke98-125,,980512,80.2,1.4,0,0,8.4,78.3,13.3,,,  /  /,3
Coke98-126,,980513,82,0.6,0,0,5,46.7,48.3,,,  /  /,1
Coke98-127,,980513,80.5,0.7,0,0,5,91.7,3.3,,,  /  /,2
Coke98-128,,980514,80.6,0.7,0,0,3.3,90,6.7,,,  /  /,1
Coke98-129,,980514,81.6,0.5,0,0,1.7,65,33.3,,,  /  /,2
Coke98-130,,980515,80.3,0.6,0,0,1.7,75,23.3,,,  /  /,2
Coke98-132,,980520,79.9,0.6,0,0,5,91.3,3.7,,,  /  /,563
Coke98-133,,980521,82,0.7,0,0,5,85,10,,,  /  /,1
Coke98-134,,980523,80.8,0.7,0,0,5,90,5,,,  /  /,868
Coke98-135,,980523,73.6,0.7,0,0,2.5,91.25,6.2,,,  /  /,563Ú56
Coke98-136,,980524,78.6,0.5,0,0,31.7,55,13.3,,,  /  /,563
Coke98-137,,980527,81.9,0.7,0,0,10,86.7,3.3,,,  /  /,868Ú73
Coke98-138,,980528,82.1,0.7,0,0,8.3,85,6.7,,,  /  /,1
Coke98-139,,980529,80.1,0.7,0,0,6.6,86.7,6.7,,,  /  /,563Ú56
Coke98-140,,980529,73.2,1.3,0,0,10,83.3,6.7,,,  /  /,868Ú73-Rej
Coke98-141,,980530,71.3,1.2,0,0,6.6,81.7,11.7,,,  /  /,1-Reject
Coke98-142,,980531,81.8,0.7,0,0,6.6,86.7,6.7,,,  /  /,1
Coke98-143,,980603,74.2,1.7,0,0,8.3,86.7,5,,,  /  /,868
Coke98-144,,980605,80.3,0.5,0,0,8,62,30,,,  /  /,1
Coke98-145,,980605,80.2,0.7,0,0,10,85,5,,,  /  /,2
Coke98-146,,980606,68.2,3,0,0,3.4,93.3,3.3,,,  /  /,1
Coke98-147,,980609,71.1,2,0,0,3.3,90,6.7,,,  /  /,563Ú56
Coke98-148,,980610,82.9,0.5,0,0,23.3,55,21.7,,,  /  /,868Ú73
Coke98-149,,980610,79.9,0.6,0,0,8.3,66.7,25,,,  /  /,391Ú33
Coke98-150,,980611,82.8,0.5,0,0,26.7,58.3,15,,,  /  /,1
Coke98-151,,980612,82.8,0.6,0,0,23.3,55,21.7,,,  /  /,391Ú33
Coke98-152,,980612,76.1,1.2,0,0,6.7,85,8.3,,,  /  /,878Ú73
Coke98-153,,980614,80.9,0.5,0,0,23.4,58.3,18.3,,,  /  /,1
Coke98-154,,980617,80.4,0.5,0,0,23.3,55,21.7,,,  /  /,1
Coke98-155,,980618,82.6,0.5,0,0,35,50,15,Èå ÚáÊ ÎÇ˜ Ò?ÇÏ,,  /  /,REJECT
Coke98-156,,980624,78.6,0.6,0,0,8.3,90,1.7,,,  /  /,1
Coke98-157,,980626,79.8,0.7,0,0,5,85,10,,,  /  /,1
Sample98-20,,980626,76,1.1,0,0,5,88.3,6.7,,,  /  /,
Coke98-160,,980627,81.9,0.6,0,0,10,63.3,26.7,,,  /  /,1
Coke98-161,,980628,83.2,0.8,0,0,16.7,63.3,20,,,  /  /,1
Coke98-162,,980631,79.4,0.7,0,0,18.4,73.3,8.3,,,  /  /,1
Sample98-22,,980701,80.7,1.4,0,0,6.7,83.3,10,,,  /  /,
Coke98-163,,980702,80.7,0.7,0,0,11.7,63.3,25,,,  /  /,1Reject
Coke98-164,,980702,80.4,0.7,0,0,20,68.3,11.7,,,  /  /,2 Reject
Coke98-165,,980704,78.7,0.8,0,0,15,63.3,21.7,,,  /  /,1
Coke98-166,,980704,71.6,2.4,0,0,3.3,91.7,5,,,  /  /,2
Coke98-167,,980706,75.1,1.1,0,0,10,85,5,,,  /  /,1
Sample98-23,,980706,72.87,2.2,0,0,3.8,85,11.2,,,  /  /,
Coke98-168,,980707,72.2,2.1,0,0,5,90,5,,,  /  /,1
Coke98-169,,980708,80.8,0.8,0,0,16.7,70,13.3,,,  /  /,1Reject
Coke98-170,,980708,70.9,1.7,0,0,6.7,83.3,10,,,  /  /,2Reject
Sample98-24,,980708,79.4,0.8,0,0,20,63.3,16.7,,,  /  /,
Sample98-25,,980708,80.7,1,0,0,1,78,21,,,  /  /,
Coke98-171,,980709,66.4,1.9,0,0,1.6,91.7,6.7,,,  /  /,1reject
Coke98-172,,980709,80.2,0.8,0,0,16.6,71.7,11.7,,,  /  /,2reject
Sample98-26,,980709,76.3,1.4,0,0,6.7,88.3,5,,,  /  /,
Sample98-27,,980709,79.1,0.7,0,0,0,93.3,6.7,,,  /  /,
Coke98-173,,980714,81.1,0.9,0,0,20,65,15,,,  /  /,391Ú32
Coke98-174,,980714,78.6,0.6,0,0,28.3,56.7,15,,,  /  /,868Ú73
Sample98-28,,980714,67.3,1.4,0,0,3.3,90,6.7,,,  /  /,
Sample98-29,,980714,73.9,1.1,0,0,3.4,88.3,8.3,,,  /  /,
Sample98-30,,980714,73.6,1.1,0,0,6.7,85,8.3,,,  /  /,
Sample98-31,,980714,78.9,0.9,0,0,5,93.3,1.7,,,  /  /,
Coke98-175,,980715,79.7,0.7,0,0,20,66.7,13.3,,,  /  /,1
Coke98-176,,980716,80.5,1.3,0,0,5,91.7,3.3,,,  /  /,1
Coke98-177,,980716,78.5,0.9,0,0,11.6,71.7,16.7,,,  /  /,2
Coke98-178,,980717,76.8,1.6,0,0,3.4,93.3,3.3,,,  /  /,1
Coke98-179,,980718,75.8,1.8,0,0,8.3,90,1.7,,,  /  /,1
Coke98-180,,980720,75.1,1,0,0,3.4,93.3,3.3,,,  /  /,1
Coke98-181,,980721,79.1,1,0,0,21.7,65,13.3,,,  /  /,1 REJECT
Coke98-182,,980724,81.1,0.5,0,0,8.4,68.3,23.3,,,  /  /,1
Coke98-183,,980725,80.3,0.8,0,0,15,73.3,11.7,,,  /  /,
Coke98-184,,980729,81,0.9,0,0,8.3,76.7,15,,,  /  /,1
Sample98-32,,980809,79.4,0.7,0,0,20,73.3,6.7,,,  /  /,
Sample98-33,,980809,83,0.5,0,0,23.3,56.7,20,,,  /  /,
Coke98-187,,980812,81.1,0.7,0,0,11.6,71.7,16.7,,,  /  /,1
Coke98-188,,980813,79.2,0.7,0,0,6.7,83.3,10,,,  /  /,1
Coke98-189,,980814,79,0.7,0,0,5,85,10,,,  /  /,1
Coke98-190,,980815,80.9,0.8,0,0,15,71.7,13.3,,,  /  /,
Coke98-191,,980821,76.9,1.7,0,0,5,86.7,8.3,,,  /  /,563
Coke98-192,,980821,71.4,2,0,0,3.4,88.3,8.3,,,  /  /,868Ú73
Coke98-193,,980821,80.5,0.6,0,0,6.7,80,13.3,,,  /  /,663Ú18
Coke98-194,,980822,77.7,1.5,0,0,1.6,91.7,6.7,,,  /  /,1
Coke98-195,,980822,80.6,0.8,0,0,15,73.3,11.7,,,  /  /,2
Coke98-196,,980822,81.3,0.9,0,0,3.3,71.7,25,,,  /  /,3
Coke98-197,,980823,79,1.6,0,0,8.4,88.3,3.3,,,  /  /,1
Coke98-198,,980823,82,1,0,0,1.7,85,13.3,,,  /  /,2
Coke98-199,,980827,80,0.8,0,0,18.4,68.3,13.3,CPG,,  /  /,867Ú78
Coke98-200,,980827,82.2,0.7,0,0,21.6,51.7,26.7,Ahoora,,  /  /,563Ú56
Coke98-201,,980827,78,0.6,0,0,8.4,78.3,13.3,Ahoora,,  /  /,391Ú33
Coke98-202,,980828,80.6,1.4,0,0,3.3,86.7,10,,,  /  /,
Coke98-203,,980829,80.3,0.8,0,0,11.7,78.3,10,,,  /  /,1
Sample98-36,,980829,72.8,1.8,0,0,0,85,5,,,  /  /,
Sample98-37,,980829,45.1,1.4,0,0,5.7,86.4,7.9,,,  /  /,
Coke98-204,,980830,80,0.8,0,0,10,83.3,6.7,CPG,,  /  /,1
Coke98-205,,980830,79.7,1.6,0,0,5,91.7,3.3,Ahoora,,  /  /,2
Coke98-206,,980903,78.5,1.6,0,0,8.4,88.3,3.3,,,  /  /,1
Coke98-207,,980903,81.3,0.6,0,0,10,71.7,18.3,,,  /  /,2
Coke98-208,,980907,82,1.3,0,0,10,83.3,6.7,,,  /  /,1
Coke98-209,,980909,78.3,1.5,0,0,3.3,90,6.7,,,  /  /,1/568
Coke98-210,,980910,81.1,1.5,0,0,15,70,15,,,  /  /,569Ú56
Coke98-211,,980910,75.6,1.4,0,0,10,83.3,6.7,,,  /  /,868Ú73
Coke98-212,,980916,77.8,1.7,0,0,5,93.3,1.7,,,  /  /,1
Coke98-213,,980917,76.4,1.8,0,0,6.6,91.7,1.7,,,  /  /,1
Coke98-214,,980918,77.3,1.9,0,0,5,93.3,1.7,,,  /  /,1
Coke98-215,,980919,75.2,1.9,0,0,8.3,90,1.7,,,  /  /,1
Coke98-216,,980920,74.7,1.9,0,0,3.3,91.7,5,Ñ?ÒÏÇäå,,  /  /,1
Coke98-220,,980921,76.1,1.8,0,0,6.7,90,3.3,,,  /  /,1
Coke98-221,,980921,80.3,1.8,0,0,10,70,20,,,  /  /,2
Coke98-222,,980921,80.7,1.8,0,0,8.3,76.7,15,,,  /  /,"1,2"
Coke98-223,,980921,79.9,1.6,0,0,8.4,73.3,18.3,,,  /  /,"2,3"
Coke98-224,,980923,79.3,1.8,0,0,6.7,78.3,15,,,  /  /,cpg
Coke98-225,,980924,75.3,1.7,0,0,6.7,91.6,1.7,,,  /  /,1
Coke98-226,,980925,75.5,1.8,0,0,10,90,0,,,  /  /,1
Coke98-227,,980926,74.2,1.6,0,0,10,90,0,,,  /  /,1
Coke98-228,,980926,79.1,1.4,0,0,11.6,71.7,16.7,,,  /  /,"2,1-CPG"
Coke98-229,,980926,79.9,1.3,0,0,10,71.7,18.3,,,  /  /,"2,2"
Coke98-230,,980926,77.5,1.2,0,0,15,70,15,,,  /  /,"2,3"
Coke98-233,,980927,81.1,1.4,0,0,20,73.3,6.7,,,  /  /,"1,1-CPG"
Coke98-234,,980927,79.2,1.6,0,0,15,76.7,8.3,,,  /  /,"1,2"
Coke98-235,,980927,75.8,1.5,0,0,18.3,70,11.7,,,  /  /,"1,3"
Coke98-236,,981003,79.4,1.2,0,0,23.3,75,1.7,,,  /  /,"1,1"
Coke98-237,,981003,78.8,1.1,0,0,20,78.3,1.7,,,  /  /,"1,2"
Coke98-238,,981003,80.3,1.3,0,0,28.3,70,1.7,,,  /  /,"1,3"
Coke98-239,,981003,77.6,1.7,0,0,23.3,76.7,0,,,  /  /,"2,1"
Coke98-240,,981003,78.4,1.7,0,0,20,78.3,1.7,,,  /  /,"2,2"
Coke98-241,,981003,78.5,1.7,0,0,18.3,80,1.7,,,  /  /,"2,3"
Coke98-242,,981004,78.3,1.9,0,0,25,73.3,1.7,,,  /  /,"1,1"
Coke98-243,,981004,81.3,1.9,0,0,23.3,76.7,0,,,  /  /,"1,2"
Coke98-244,,981004,79,1.9,0,0,25,75,0,,,  /  /,"1,3"
Coke98-245,,981004,74.2,0.8,0,0,18.4,73.3,8.3,,,  /  /,2
Coke98-249,,981009,65.3,0.8,0,0,5,76.7,18.3,,,  /  /,1
Sample98-44,,981015,73.8,1.3,0,0,16.4,80,3.6,Coke-2,,  /  /,
Coke98-251,,981016,80.7,1.6,0,0,10,87.1,2.9,,,  /  /,1
Coke98-252,,981016,83.7,1.5,0,0,11.4,85,3.6,,,  /  /,2
Coke98-253,,981016,80,1.6,0,0,12.9,85,2.1,,,  /  /,3
Sample98-45,,981016,74.6,1,0,0,2.6,97.4,0,,,  /  /,
Coke98-256,,981023,81.9,1.2,0,0,5,88.3,6.7,Ñ?ÒÏÇäå,,  /  /,1
Coke98-260,,981025,82.1,1.5,0,0,3,93,4,,,  /  /,"1,1"
Coke98-261,,981025,78.8,1.3,0,0,6,86,8,,,  /  /,"1,2"
Coke98-262,,981025,70.4,1.3,0,0,7,86,7,,,  /  /,"1,3"
Coke98-263,,981025,80.8,1.3,0,0,6,85,9,,,  /  /,"2,1"
Coke98-264,,981025,81.6,1.4,0,0,6,86,8,,,  /  /,"2,2"
Coke98-265,,981025,66.5,1.7,0,0,14,81,5,,,  /  /,"2,3"
Coke98-266,,981025,81.1,1.6,0,0,4,89,7,,,  /  /,3
Coke98-267,,981026,78.7,1.5,0,0,4,76,20,,,  /  /,1
Coke98-268,,981028,84,1.6,0,0,7,89,4,,,  /  /,1
Coke98-269,,981028,83.1,1.4,0,0,10,85,5,,,  /  /,1
Coke98-270,,981028,79.8,1.2,0,0,12,83,5,,,  /  /,1
Coke98-271,,981029,80.1,1.7,0,0,5,88,7,Ñ?ÒÏÇäå,,  /  /,1
Coke98-272,,981030,81.9,1.5,0,0,3,92,5,Ñ?ÒÏÇäå,,  /  /,"1,1"
Coke98-273,,981030,82.2,1.4,0,0,3,90,7,Ñ?ÒÏÇäå,,  /  /,"1,2"
Coke98-274,,981030,81.1,1.4,0,0,4,89,7,Ñ?ÒÏÇäå,,  /  /,"1,3"
Coke98-277,,981030,70,1.4,0,0,6,88,6,,,  /  /,
Coke98-278,,981030,76.1,1.6,0,0,5,91,4,,,  /  /,
Coke98-279,,981030,81.4,1.7,0,0,2,92,6,,,  /  /,
Coke98-281,,981101,81.1,1.8,0,0,3,89,8,,,  /  /,391
Coke98-282,,981101,80.8,1.8,0,0,2,89,9,,,  /  /,563
Coke98-283,,981102,81.9,1.8,0,0,3,90,7,,,  /  /,"1,1"
Coke98-284,,981102,74.6,1.5,0,0,6,86,8,,,  /  /,"1,2"
Coke98-285,,981102,77.5,1.2,0,0,5,86,9,,,  /  /,"1,3"
Coke98-286,,981103,79.3,1.3,0,0,5,81,14,,,  /  /,563
Coke98-287,,981103,74.2,1.5,0,0,8,90,2,,,  /  /,649  (2)
Coke98-288,,981105,79.2,1.4,0,0,4,82,14,Ahoora,,  /  /,563(1)
Coke98-289,,981105,78.5,1.4,0,0,9,88,3,CPG,,  /  /,155(2)
Coke98-290,,981105,78.6,1.5,0,0,4,81,15,Ahoora,,  /  /,334391(3)
Coke98-291,,981106,80.6,1.7,0,0,6,81,13,Ahoora,,  /  /,391(1)
Coke98-292,,981106,79.3,1.7,0,0,2,85,13,Ahoora,,  /  /,563(2)
Coke98-294,,981107,81.6,1.7,0,0,3,93,4,CPG,,  /  /,73A878
Coke98-295,,981107,78.8,1.5,0,0,4,72,24,Ahoora,,  /  /,56A563
Coke98-296,,981108,78.2,1.7,0,0,3,75,22,Ahoora,,  /  /,1
Coke98-297,,981108,80.9,1.7,0,0,5,88,7,CPG,,  /  /,2
Coke98-298,,981110,80.8,1.9,0,0,6,87,7,,,  /  /,868Ú73
Coke98-299,,981112,73.8,1.6,0,0,15,78,7,Ahoora,,  /  /,564Ú56
Coke98-300,,981112,81.1,1.8,0,0,4,90,6,CPG,,  /  /,868Ú73
Coke98-301,,981114,76.2,2.4,0,0,14,80,6,Ahoora,,  /  /,59Ú563(1)
Coke98-302,,981114,73.3,1.7,0,0,4,92,4,CPG,,  /  /,868Ú73(1)
Sample98-57,,981114,57,1.1,0,0,1,88,11,ÏÇãÛÇä,,  /  /,
Coke98-303,,981115,76.2,1.7,0,0,4,77,19,Ahoora,,  /  /,
Coke98-304,,981116,80,1.2,0,0,3,93,4,CPG,,  /  /,
Coke98-305,,981117,73.2,1.2,0,0,5,91,4,Ñ?ÒÏÇäå,,  /  /,868Ú73
Coke98-306,,981119,81.4,1.2,0,0,4,94,2,CPG,,  /  /,868Ú73(1)
Coke98-307,,981119,79.7,1.4,0,0,4,84,12,Ahoora,,  /  /,391Ú33(2)
Coke98-308,,981119,79.4,1.4,0,0,2,90,8,Ahoora,,  /  /,564Ú56(3)
Coke98-309,,981120,78.2,0.9,0,0,4,91,5,CPG,,  /  /,868Ú73
Coke98-310,,981120,77.5,1.4,0,0,6,80,14,Ahoora,,  /  /,563Ú56
Coke98-311,,981120,78.4,1.4,0,0,4,83,13,Ahoora,,  /  /,391Ú33
Sample98-60,,981120,65.3,0.9,0,0,1.7,93.3,5,,,  /  /,
Coke98-312,,981121,81.9,1.1,0,0,7,89,4,CPG,,  /  /,425Ú14(1)
Coke98-313,,981121,81.6,1.1,0,0,7,87,6,CPG,,  /  /,868Ú73(2)
Coke98-314,,981121,80,1.1,0,0,5,87,8,Ahoora,,  /  /,563Ú56(3)
Coke98-315,,981121,79.5,1.3,0,0,6,86,8,Ahoora,,  /  /,391Ú33(4)
Coke98-316,,981122,77.5,1,0,0,2,96,2,CPG,,  /  /,868Ú73
Coke98-317,,981122,79.1,1.3,0,0,3,84,13,Ahoora,,  /  /,563Ú56
Coke98-318,,981123,76.7,1.5,0,0,5,85,10,Ahoora,,  /  /,391Ú33
Coke98-319,,981123,79.6,1.1,0,0,9,80,11,Ahoora,,  /  /,563Ú56
Coke98-320,,981123,82.7,1.2,0,0,2,94,4,,,  /  /,CPG
Coke98-321,,981126,80.5,1,0,0,3,88,9,Ahoora,,  /  /,563Ú56
Coke98-322,,981126,82.3,0.9,0,0,3,87,10,Ahoora,,  /  /,391Ú33
Coke98-323,,981126,81,1.2,0,0,2,93,5,CPG,,  /  /,868Ú73
Coke98-324,,981126,80.7,1.1,0,0,3,91,6,CPG,,  /  /,155Ú79
Coke98-325,,981127,82.1,1,0,0,6,90,4,,,  /  /,563Ú56(1)
Coke98-326,,981128,81.4,1,0,0,4,88,8,Ahoora,,  /  /,563Ú56
Coke98-327,,981128,81.9,1,0,0,4,90,6,Ahoora,,  /  /,391Ú33
Coke98-328,,981128,81.1,1.2,0,0,4,95,1,CPG,,  /  /,568Ú73
Coke98-329,,981129,82.6,1,0,0,4,85,11,Ahoora,,  /  /,563Ú56
Coke98-330,,981129,82,1,0,0,3,86,11,Ahoora,,  /  /,391Ú33
COKE98-332,,981130,76.2,0.9,0,0,2,95,3,CPG,,  /  /,868Ú73
COKE98-333,,981130,76.9,1.7,0,0,5,82,13,Ahoora,,  /  /,563Ú56
COKE98-334,,981130,77.5,1.9,0,0,3,87,10,Ahoora,,  /  /,329Ú33
COKE98-335,,981201,78,1.9,0,0,4,87,9,Ahoora,,  /  /,563Ú56
COKE98-336,,981203,77.9,1.5,0,0,3,86,11,Ahoora,,  /  /,563Ú56
COKE98-337,,981203,73.2,1.2,0,0,11,80,9,Ahoora,,  /  /,391Ú33
COKE98-338,,981203,6.9,0.02,0,0,51,44,5,,,  /  /,˜æÑå
COKE98-339,,981205,81.9,1.2,0,0,3,89,8,CPG,,  /  /,868Ú73
COKE98-340,,981206,78.4,1.2,0,0,4,91,5,CPG,,  /  /,868Ú73
COKE98-342,,981208,77.3,0.8,0,0,3,95,2,Ahoora,,  /  /,563Ú56
COKE98-343,,981208,76.8,0.7,0,0,3,94,3,Ahoora,,  /  /,391Ú33
COKE98-344,,981209,78.3,1,0,0,12,84,4,Ahoora,,  /  /,391Ú33
COKE98-345,,981209,79.1,1.3,0,0,6,87,7,Ahoora,,  /  /,563Ú56
COKE98-346,,981210,80.4,1,0,0,8,80,12,Ahoora,,  /  /,563Ú56
COKE98-347,,981210,79,1.1,0,0,19,78,3,Ahoora,,  /  /,391Ú33
COKE98-348,,981211,79.5,1.3,0,0,5,85,5,Ahoora,,  /  /,563Ú56
COKE98-349,,981211,79.8,1.2,0,0,14,83,3,Ahoora,,  /  /,391Ú33
COKE98-350,,981211,79.6,1.1,0,0,5,88,7,Ahoora,,  /  /,867Ú87
COKE98-351,,981211,79.7,1.1,0,0,8,86,6,Ahoora,,  /  /,868Ú73
COKE98-352,,981211,76.7,0.8,0,0,3,52,45,Damghan,,  /  /,367Ú99
COKE98-353,,981212,80.8,1.4,0,0,3,92,5,Ahoora,,  /  /,563Ú56
COKE98-354,,981212,81.9,1.3,0,0,5,85,10,Ahoora,,  /  /,391Ú33
COKE98-355,,981212,78.4,1,0,0,8,88,4,Ahoora,,  /  /,867Ú73
COKE98-358,,981212,73.2,0.7,0,0,5,64,31,Damghan,,  /  /,793Ú14(4-3
COKE98-360,,981213,81.7,1.2,0,0,3,93,4,Ahoora,,  /  /,563Ú56
COKE98-361,,981213,82.4,0.8,0,0,2,92,6,Ahoora,,  /  /,868Ú73
Coke98-362,,981214,76.3,1.1,0,0,15,83,2,Ahoora,,  /  /,563Ú56
Coke98-363,,981214,81.7,0.6,0,0,5,93,2,Ahoora,,  /  /,391Ú33
Coke98-364,,981214,81.3,1,0,0,5,91,4,Ahoora,,  /  /,868Ú73
Coke98-365,,981214,66.6,0.7,0,0,7,72,21,Damghan,,  /  /,835Ú62
Coke98-366,,981214,66.7,0.5,0,0,5,77,18,Damghan,,  /  /,725Ú49
Coke98-367,,981215,80.3,0.8,0,0,3,88,9,Ahoora,,  /  /,868Ú73
Coke98-368,,981215,79.8,0.7,0,0,4,90,6,Ahoora,,  /  /,563Ú56
Coke98-369,,981215,79.5,0.7,0,0,3,90,7,Ahoora,,  /  /,922Ú14
Coke98-370,,981215,78.5,0.9,0,0,5,87,8,Ahoora,,  /  /,391Ú33
Coke98-371,,981216,76.7,1.2,0,0,14,84,2,Ahoora,,  /  /,563Ú56
Coke98-372,,981216,78.5,1.1,0,0,12,82,6,Ahoora,,  /  /,868Ú73
Coke98-373,,981216,72.2,0.8,0,0,4,91,5,Ahoora,,  /  /,391Ú33
Coke98-374,,981216,79.5,1,0,0,8,84,8,Ahoora,,  /  /,867Ú87
Coke98-375,,981216,77.9,0.8,0,0,3,92,5,CPG,,  /  /,354Ú94
Coke98-376,,981216,79.8,0.8,0,0,3,90,7,CPG,,  /  /,514Ú77
Coke98-377,,981216,77,0.7,0,0,2,93,5,CPG,,  /  /,425Ú14
Coke98-398,,981217,79.5,1.9,0,0,7,86,7,Ahoora,,  /  /,922Ú14
Coke98-399,,981217,77,1.7,0,0,11,85,4,Ahoora,,  /  /,868Ú73
Coke98-400,,981217,76.4,1.7,0,0,7,88,5,Ahoora,,  /  /,563Ú56
Coke98-401,,981217,76.2,1.2,0,0,3,92,5,CPG,,  /  /,567Ú84
Coke98-378,,981221,73.7,1,0,0,3,95,2,Ahoora,,  /  /,563Ú56
Coke98-379,,981221,76.3,0.9,0,0,16,82,2,Ahoora,,  /  /,391Ú33
Coke98-380,,981221,67.3,1.2,0,0,6,91,3,Ahoora,,  /  /,847Ú32
Coke98-381,,981221,71.4,1,0,0,19,77,4,Ahoora,,  /  /,868Ú73
