sample_no,tar,cao,mgo,s0_5,s5_335,s335,s0_95,s95_508,s508,factory
LIM98-1883,981201,93.2,1.2,0,0,0,0,0,0,Hamyaran
LIM98-1884,981201,94.2,1.6,1.4,2.1,5,12.9,10.7,67.9,Hamyaran
LIM98-1889,981202,90,1.2,0,0,0,0,0,0,Hamyaran
LIM98-1890,981202,91.5,1.6,0,0,0,0,0,0,Hamyaran
LIM98-1900,981203,96.6,1.2,3.5,6.4,13.6,19.3,8.6,48.6,Hamyaran
LIM98-1901,981203,94,2,0,0,0,0,0,0,Hamyaran
LIM98-1908,981204,93.7,2,3.5,9.3,13.6,13.6,9.3,50.7,Hamyaran
LIM98-1909,981204,94.6,2,0,0,0,0,0,0,Hamyaran
LIM98-1910,981204,92.9,2.8,0,0,0,0,0,0,Hamyaran
LIM98-1916,981205,92.6,2,2.1,1.4,5,9.3,8.6,73.6,Hamyaran
LIM98-1917,981205,92.5,2.8,0,0,0,0,0,0,Hamyaran
LIM98-1918,981205,92,3.2,0,0,0,0,0,0,Hamyaran
LIM98-1923,981206,90.5,2,2.1,0,4.3,13.6,10,70,Hamyaran
LIM98-1924,981206,89.4,1.6,0,0,0,0,0,0,Hamyaran
LIM98-1933,981207,86.6,2.8,2.2,4.3,5.7,12.1,9.3,66.4,Hamyaran
LIM98-1934,981207,87.5,2.4,0,0,0,0,0,0,Hamyaran
LIM98-1935,981207,83.5,1.6,0,0,0,0,0,0,Hamyaran
LIM98-1941,981208,85.3,1.2,1.4,1.4,3.6,12.9,9.3,71.4,Hamyaran
LIM98-1942,981208,85.4,1.6,0,0,0,0,0,0,Hamyaran
LIM98-1952,981209,92.1,1.6,1.4,5.7,9.3,10.7,7.9,65,Hamyaran
LIM98-1953,981209,89.4,2,0,0,0,0,0,0,Hamyaran
LIM98-1961,981210,93.6,1.2,0.7,1.4,2.9,7.9,7.1,80,Hamyaran
LIM98-1962,981210,89.3,1.2,0,0,0,0,0,0,Hamyaran
LIM98-1966,981211,95.4,2,1.5,2.9,6.4,12.1,10.7,66.4,Hamyaran
LIM98-1967,981211,95.2,2.4,0,0,0,0,0,0,Hamyaran
LIM98-1972,981212,91.9,2.8,2.1,2.9,5,10,5.7,74.3,Hamyaran
LIM98-1973,981212,93.9,3.2,0,0,0,0,0,0,Hamyaran
LIM98-1974,981212,95.1,1.6,0,0,0,0,0,0,Hamyaran
LIM98-1981,981213,84.2,4,2.8,4.3,6.4,12.9,15,58.6,Tabas
LIM98-1982,981213,80.7,4,0,0,0,0,0,0,Tabas
LIM98-1983,981213,91.8,1.6,0,0,0,0,0,0,Tabas
LIM98-1986,981214,92.4,2.4,2.9,3.6,8.6,15,14.3,55.6,Tabas
LIM98-1990,981214,94.6,2,0,0,0,0,0,0,Tabas
LIM98-1991,981214,96,1.6,0,0,0,0,0,0,Tabas
LIM98-1995,981215,91.5,0.8,0.8,1.4,1.4,6.4,4.3,85.7,Tabas
LIM98-1996,981215,89.6,0.8,0,0,0,0,0,0,Tabas
LIM98-2005,981216,89.8,0.8,0.7,1.4,2.9,12.1,8.6,74.3,Tabas
LIM98-2015,981217,90.5,1.2,2.1,2.9,4.3,7.9,6.4,76.4,Tabas
LIM98-2016,981217,89.8,1.2,0,0,0,0,0,0,Tabas
LIM98-2026,981218,93.8,0.8,1.5,2.9,6.4,12.1,6.4,70.7,Tabas
LIM98-2027,981218,93.9,1.2,0,0,0,0,0,0,Tabas
LIM98-2029,981219,92.1,1.6,2.2,0.7,3.6,9.3,7.1,77.1,Tabas
LIM98-2030,981219,93.4,1.2,0,0,0,0,0,0,Tabas
LIM98-2035,981220,93.6,2.4,1.4,2.9,7.1,14.3,10,64.3,Tabas
LIM98-2040,981221,95.5,1.2,0,0,0,0,0,0,Tabas
LIM98-2045,981222,95.7,0.8,2.2,1.4,4.3,6.4,5.7,80,Tabas
LIM98-2047,981223,94.7,1.6,0,0,0,0,0,0,Tabas
LIM98-2049,981224,92.6,1.2,0.7,1.4,3.6,11.4,8.6,74.3,Tabas
LIM98-2054,981225,96.6,1.6,0,0,0,0,0,0,Tabas
LIM98-2057,981226,95.7,1.2,0.7,2.2,4.3,10.7,7.1,75,Tabas
LIM98-2060,981227,96.5,1.2,0,0,0,0,0,0,Tabas
LIM98-2062,981228,96.3,1.2,0,0,0,0,0,0,Tabas
LIM98-2066,981228,90.9,2.4,1.5,2.1,3.6,11.4,6.4,75,Tabas
LIM98-17,980106,77,1.2,0,0,0,0,0,0,Tabas
LIM98-24,980111,81.5,1.6,0,0,0,0,0,0,Tabas
LIM98-25,980111,81.6,1.6,0,0,0,0,0,0,Tabas
LIM98-26,980111,79.5,2.4,0,0,0,0,0,0,Tabas
LIM98-27,980111,81.4,1.6,0,0,0,0,0,0,Tabas
LIM98-29,980112,81.6,0.8,0,0,0,0,0,0,Tabas
LIM98-45,980119,78.1,0.8,0,0,0,0,0,0,Tabas
LIM98-50,980120,81.7,0.8,0,0,0,0,0,0,Tabas
LIM98-51,980120,81.3,0.8,0,0,0,0,0,0,Tabas
LIM98-52,980120,83.5,0.8,0,0,0,0,0,0,Tabas
LIM98-53,980120,84.5,1.2,0,0,0,0,0,0,Tabas
LIM98-54,980120,83.4,1.2,0,0,0,0,0,0,Tabas
LIM98-58,980120,83.4,1.2,0,0,0,0,0,0,Tabas
LIM98-65,980121,82.4,1.2,0,0,0,0,0,0,Tabas
LIM98-70,980122,86.7,1.6,0,0,0,0,0,0,Tabas
LIM98-71,980124,84,1.2,0,0,0,0,0,0,Tabas
LIM98-72,980124,93.3,1.2,0,0,0,0,0,0,Tabas
LIM98-73,980124,90.7,1.2,0,0,0,0,0,0,Tabas
LIM98-74,980124,85.5,1.6,0,0,0,0,0,0,Tabas
LIM98-75,980124,85.9,2,0,0,0,0,0,0,Tabas
LIM98-76,980125,79.4,0.8,0,0,0,0,0,0,Tabas
LIM98-85,980127,81.1,1.6,0,0,0,0,0,0,Tabas
LIM98-86,980127,87.5,1.6,0,0,0,0,0,0,Tabas
LIM98-90,980127,83.1,2,0,0,0,0,0,0,Tabas
LIM98-91,980127,81.1,2.4,0,0,0,0,0,0,Tabas
LIM98-92,980127,82.7,2.4,0,0,0,0,0,0,Tabas
LIM98-93,980127,82.3,3.2,0,0,0,0,0,0,Tabas
LIM98-106,980129,80.2,2.4,0,0,0,0,0,0,Tabas
LIM98-107,980129,76,0.8,0,0,0,0,0,0,Tabas
LIM98-108,980129,80.5,0.8,0,0,0,0,0,0,Tabas
LIM98-109,980129,78.7,0.8,0,0,0,0,0,0,Tabas
LIM98-110,980131,77.4,0.8,0,0,0,0,0,0,Tabas
LIM98-117,980202,87.2,1.6,0,0,0,0,0,0,Tabas
LIM98-118,980202,91.1,2,0,0,0,0,0,0,Tabas
LIM98-119,980202,87.2,2,0,0,0,0,0,0,Tabas
LIM98-120,980202,89.9,1.2,0,0,0,0,0,0,Tabas
LIM98-121,980202,86.6,0.8,0,0,0,0,0,0,Tabas
LIM98-128,980204,83.8,4.4,0,0,0,0,0,0,Tabas
LIM98-166,980212,89.9,1.6,0,0,0,0,0,0,Tabas
LIM98-173,980212,89.9,2,0,0,0,0,0,0,Tabas
LIM98-174,980212,85.6,1.6,0,0,0,0,0,0,Tabas
LIM98-175,980214,78.6,0.8,0,0,0,0,0,0,Tabas
LIM98-176,980214,91.8,1.6,0,0,0,0,0,0,Tabas
LIM98-181,980214,80,0.8,0,0,0,0,0,0,Tabas
LIM98-182,980214,83.5,2,0,0,0,0,0,0,Tabas
LIM98-183,980214,87.6,1.6,0,0,0,0,0,0,Tabas
LIM98-184,980214,86.5,1.6,0,0,0,0,0,0,Tabas
LIM98-199,980218,89.5,1.6,0,0,0,0,0,0,Tabas
LIM98-200,980218,84.6,2,0,0,0,0,0,0,Tabas
LIM98-207,980219,90,2,0,0,0,0,0,0,Tabas
LIM98-208,980219,89.3,3.2,0,0,0,0,0,0,Tabas
LIM98-209,980219,87.7,3.2,0,0,0,0,0,0,Tabas
LIM98-210,980219,85.6,2.8,0,0,0,0,0,0,Tabas
LIM98-211,980219,81.2,3.2,0,0,0,0,0,0,Tabas
LIM98-222,980223,86.1,2,0,0,0,0,0,0,Tabas
LIM98-227,980224,85.6,0.8,0,0,0,0,0,0,Tabas
LIM98-228,980225,82.6,0.8,0,0,0,0,0,0,Tabas
LIM98-233,980225,86,0.8,0,0,0,0,0,0,Tabas
LIM98-234,980225,77.8,0.8,0,0,0,0,0,0,Tabas
LIM98-235,980225,82.8,2,0,0,0,0,0,0,Tabas
LIM98-236,980225,70.4,1.6,0,0,0,0,0,0,Tabas
LIM98-243,980226,79,0.8,0,0,0,0,0,0,Tabas
LIM98-244,980226,80.3,0.8,0,0,0,0,0,0,Tabas
LIM98-245,980226,89.8,2.3,0,0,0,0,0,0,Tabas
LIM98-246,980226,73,2.4,0,0,0,0,0,0,Tabas
LIM98-247,980226,81.8,0.8,0,0,0,0,0,0,Tabas
LIM98-253,980228,86.3,0.8,0,0,0,0,0,0,Tabas
LIM98-254,980228,86.7,0.8,0,0,0,0,0,0,Tabas
LIM98-261,980229,80.7,1.6,0,0,0,0,0,0,Tabas
LIM98-262,980229,89.9,1.2,0,0,0,0,0,0,Tabas
LIM98-263,980229,85.2,0.8,0,0,0,0,0,0,Tabas
LIM98-264,980229,92.6,0.8,0,0,0,0,0,0,Tabas
LIM98-265,980230,85.5,2.4,0,0,0,0,0,0,Tabas
LIM98-270,980231,85.1,1.2,0,0,0,0,0,0,Tabas
LIM98-271,980231,81.2,1.2,0,0,0,0,0,0,Tabas
LIM98-272,980231,85.3,0.8,0,0,0,0,0,0,Tabas
LIM98-281,980301,88.4,2.4,0,0,0,0,0,0,Tabas
LIM98-289,980302,85.9,2.1,0,0,0,0,0,0,Tabas
LIM98-290,980302,89.7,2.4,0,0,0,0,0,0,Tabas
LIM98-293,980302,84,1.6,0,0,0,0,0,0,Tabas
LIM98-294,980304,90.1,0.8,0,0,0,0,0,0,Tabas
LIM98-303,980305,92.8,1.2,0,0,0,0,0,0,Tabas
LIM98-306,980305,90.4,2.4,0,0,0,0,0,0,Tabas
LIM98-307,980305,90.7,2.4,0,0,0,0,0,0,Tabas
LIM98-308,980305,84,2,0,0,0,0,0,0,Tabas
LIM98-309,980305,82.2,2,0,0,0,0,0,0,Tabas
LIM98-310,980306,85,2,0,0,0,0,0,0,Tabas
LIM98-311,980307,89.9,1.6,0,0,0,0,0,0,Tabas
LIM98-315,980307,88.4,1.6,0,0,0,0,0,0,Tabas
LIM98-316,980307,88.7,1.6,0,0,0,0,0,0,Tabas
LIM98-330,980309,85.2,0.8,0,0,0,0,0,0,Tabas
LIM98-331,980309,81.6,1.6,0,0,0,0,0,0,Tabas
LIM98-332,980311,85.9,1.6,0,0,0,0,0,0,Tabas
LIM98-336,980311,89.9,1.2,0,0,0,0,0,0,Tabas
LIM98-337,980312,81.3,0.8,0,0,0,0,0,0,Tabas
LIM98-342,980312,87.1,2,0,0,0,0,0,0,Tabas
LIM98-343,980313,86.9,2.4,0,0,0,0,0,0,Tabas
LIM98-352,980314,87.8,1.6,0,0,0,0,0,0,Tabas
LIM98-353,980315,83.7,2.4,0,0,0,0,0,0,Tabas
LIM98-354,980315,83.7,2,0,0,0,0,0,0,Tabas
LIM98-355,980315,86,1.6,0,0,0,0,0,0,Tabas
LIM98-356,980315,86.6,1.6,0,0,0,0,0,0,Tabas
LIM98-361,980317,87.2,0.8,0,0,0,0,0,0,Tabas
LIM98-362,980317,85.2,1.6,0,0,0,0,0,0,Tabas
LIM98-363,980317,85.1,2,0,0,0,0,0,0,Tabas
LIM98-364,980318,85,1.2,0,0,0,0,0,0,Tabas
LIM98-378,980321,81.2,2.4,0,0,0,0,0,0,Tabas
LIM98-382,980321,86.2,1.6,0,0,0,0,0,0,Tabas
LIM98-383,980322,80.7,0.8,0,0,0,0,0,0,Tabas
LIM98-389,980323,86.8,2,0,0,0,0,0,0,Tabas
LIM98-390,980323,82.2,1.6,0,0,0,0,0,0,Tabas
LIM98-392,980325,74.7,2.4,0,0,0,0,0,0,Tabas
LIM98-393,980325,90,2.4,0,0,0,0,0,0,Tabas
LIM98-402,980326,84.9,2,0,0,0,0,0,0,Tabas
LIM98-403,980326,90.9,2,0,0,0,0,0,0,Tabas
LIM98-404,980326,86.5,0.8,0,0,0,0,0,0,Tabas
LIM98-405,980327,82.9,0.8,0,0,0,0,0,0,Tabas
LIM98-408,980327,92.4,0.8,0,0,0,0,0,0,Tabas
LIM98-419,980328,88,1.2,0,0,0,0,0,0,Tabas
LIM98-420,980328,84.1,1.6,0,0,0,0,0,0,Tabas
LIM98-421,980328,90.7,1.2,0,0,0,0,0,0,Tabas
LIM98-422,980328,89.6,1.2,0,0,0,0,0,0,Tabas
LIM98-423,980328,91,1.2,0,0,0,0,0,0,Tabas
LIM98-433,980329,79.6,1.2,0,0,0,0,0,0,Tabas
LIM98-434,980329,81.6,0.8,0,0,0,0,0,0,Tabas
LIM98-435,980330,89.3,1.2,0,0,0,0,0,0,Tabas
LIM98-437,980330,88.1,2,0,0,0,0,0,0,Tabas
LIM98-438,980330,87.7,1.2,0,0,0,0,0,0,Tabas
LIM98-439,980330,82.8,0.8,0,0,0,0,0,0,Tabas
LIM98-440,980330,78.3,0.8,0,0,0,0,0,0,Tabas
LIM98-441,980330,79.7,0.8,0,0,0,0,0,0,Tabas
LIM98-442,980330,78,0.8,0,0,0,0,0,0,Tabas
LIM98-452,980401,85.6,0.8,0,0,0,0,0,0,Tabas
LIM98-453,980401,93.8,1.2,0,0,0,0,0,0,Tabas
LIM98-454,980401,86.9,0.8,0,0,0,0,0,0,Tabas
LIM98-460,980402,92.4,1.2,0,0,0,0,0,0,Tabas
LIM98-461,980402,92.6,1.6,0,0,0,0,0,0,Tabas
LIM98-462,980402,83.7,0.8,0,0,0,0,0,0,Tabas
LIM98-463,980402,83.8,0.8,0,0,0,0,0,0,Tabas
LIM98-464,980402,91.1,0.8,0,0,0,0,0,0,Tabas
LIM98-475,980403,80.2,0.8,0,0,0,0,0,0,Tabas
LIM98-476,980403,85.2,0.8,0,0,0,0,0,0,Tabas
LIM98-477,980403,92.1,1.6,0,0,0,0,0,0,Tabas
LIM98-478,980403,90.3,1.2,0,0,0,0,0,0,Tabas
LIM98-479,980403,87.3,1.2,0,0,0,0,0,0,Tabas
LIM98-480,980403,74.8,1.2,0,0,0,0,0,0,Tabas
LIM98-481,980403,84.7,0.8,0,0,0,0,0,0,Tabas
LIM98-492,980404,89.2,0.8,0,0,0,0,0,0,Tabas
LIM98-493,980404,91.9,1.2,0,0,0,0,0,0,Tabas
LIM98-494,980404,87.7,0.8,0,0,0,0,0,0,Tabas
LIM98-495,980404,86.7,0.8,0,0,0,0,0,0,Tabas
LIM98-496,980405,83.3,0.8,0,0,0,0,0,0,Tabas
LIM98-497,980405,86.3,0.8,0,0,0,0,0,0,Tabas
LIM98-501,980405,81.4,0.8,0,0,0,0,0,0,Tabas
LIM98-502,980405,88.3,1.2,0,0,0,0,0,0,Tabas
LIM98-503,980405,87.5,0.8,0,0,0,0,0,0,Tabas
LIM98-507,980406,85.4,1.2,0,0,0,0,0,0,Tabas
LIM98-508,980406,87.1,1.2,0,0,0,0,0,0,Tabas
LIM98-509,980406,88.9,1.2,0,0,0,0,0,0,Tabas
LIM98-518,980408,89.3,1.2,0,0,0,0,0,0,Tabas
LIM98-519,980408,88,1.6,0,0,0,0,0,0,Tabas
LIM98-521,980409,87.2,0.8,0,0,0,0,0,0,Tabas
LIM98-527,980410,88,1.2,0,0,0,0,0,0,Tabas
LIM98-528,980410,93.5,0.8,0,0,0,0,0,0,Tabas
LIM98-533,980411,87.7,2,0,0,0,0,0,0,Tabas
LIM98-536,980411,88.6,2,0,0,0,0,0,0,Tabas
LIM98-542,980412,87.6,0.8,0,0,0,0,0,0,Tabas
LIM98-543,980413,87.5,1.2,0,0,0,0,0,0,Tabas
LIM98-548,980413,86.2,1.6,0,0,0,0,0,0,Tabas
LIM98-549,980413,83.8,0.8,0,0,0,0,0,0,Tabas
LIM98-556,980416,87.5,1.6,0,0,0,0,0,0,Tabas
LIM98-557,980416,83.3,0.8,0,0,0,0,0,0,Tabas
LIM98-558,980416,83.1,2,0,0,0,0,0,0,Tabas
LIM98-562,980416,82.8,1.2,0,0,0,0,0,0,Tabas
LIM98-563,980416,85.7,1.6,0,0,0,0,0,0,Tabas
LIM98-575,980418,89.9,0.8,0,0,0,0,0,0,Tabas
LIM98-576,980418,86.9,1.2,0,0,0,0,0,0,Tabas
LIM98-580,980419,86.2,2,0,0,0,0,0,0,Tabas
LIM98-581,980419,88.1,1.6,0,0,0,0,0,0,Tabas
LIM98-582,980420,89.6,1.2,0,0,0,0,0,0,Tabas
LIM98-583,980420,88.2,1.2,0,0,0,0,0,0,Tabas
LIM98-590,980420,87.5,2,0,0,0,0,0,0,Tabas
LIM98-591,980420,84.1,2,0,0,0,0,0,0,Tabas
LIM98-592,980422,91,0.8,0,0,0,0,0,0,Tabas
LIM98-593,980422,86.9,1.2,0,0,0,0,0,0,Tabas
LIM98-594,980422,81.7,1.2,0,0,0,0,0,0,Tabas
LIM98-598,980422,83.5,0.8,0,0,0,0,0,0,Tabas
LIM98-599,980423,88.1,1.6,0,0,0,0,0,0,Tabas
LIM98-600,980423,80.3,1.6,0,0,0,0,0,0,Tabas
LIM98-601,980423,85.6,1.6,0,0,0,0,0,0,Tabas
LIM98-602,980423,88.6,2,0,0,0,0,0,0,Tabas
LIM98-603,980423,86.4,1.2,0,0,0,0,0,0,Tabas
LIM98-610,980424,88.4,1.2,0,0,0,0,0,0,Tabas
LIM98-611,980424,89.8,1.2,0,0,0,0,0,0,Tabas
LIM98-612,980424,87.5,1.2,0,0,0,0,0,0,Tabas
LIM98-618,980424,88,1.6,0,0,0,0,0,0,Tabas
LIM98-619,980425,85.6,1.6,0,0,0,0,0,0,Tabas
LIM98-628,980426,86.5,1.2,0,0,0,0,0,0,Tabas
LIM98-629,980426,89.7,1.2,0,0,0,0,0,0,Tabas
LIM98-630,980427,80.8,1.6,0,0,0,0,0,0,Tabas
LIM98-631,980427,84.5,1.2,0,0,0,0,0,0,Tabas
LIM98-632,980427,92.1,1.2,0,0,0,0,0,0,Tabas
LIM98-644,980429,87.5,0.8,0,0,0,0,0,0,Tabas
LIM98-645,980430,86.4,1.6,0,0,0,0,0,0,Tabas
LIM98-646,980430,89.5,2,0,0,0,0,0,0,Tabas
LIM98-647,980430,89.1,1.6,0,0,0,0,0,0,Tabas
LIM98-654,980431,84.8,2,0,0,0,0,0,0,Tabas
LIM98-655,980431,87.1,1.2,0,0,0,0,0,0,Tabas
LIM98-661,980431,84,4.4,0,0,0,0,0,0,Tabas
LIM98-662,980501,84.9,4,0,0,0,0,0,0,Tabas
LIM98-663,980501,85.9,2.8,0,0,0,0,0,0,Tabas
LIM98-668,980501,89.6,1.6,0,0,0,0,0,0,Tabas
LIM98-669,980501,87.1,1.6,0,0,0,0,0,0,Tabas
LIM98-670,980502,83.2,2,0,0,0,0,0,0,Tabas
LIM98-672,980502,87.6,1.2,0,0,0,0,0,0,Tabas
LIM98-673,980502,88.7,1.6,0,0,0,0,0,0,Tabas
LIM98-674,980503,86.7,3.6,0,0,0,0,0,0,Tabas
LIM98-675,980503,89.5,2,0,0,0,0,0,0,Tabas
LIM98-676,980503,85.6,1.6,0,0,0,0,0,0,Tabas
LIM98-683,980503,86.1,2.8,0,0,0,0,0,0,Tabas
LIM98-684,980503,86.7,2,0,0,0,0,0,0,Tabas
LIM98-689,980506,88.6,1.6,0,0,0,0,0,0,Tabas
LIM98-692,980506,83.7,1.2,0,0,0,0,0,0,Tabas
LIM98-693,980506,86.2,0.8,0,0,0,0,0,0,Tabas
LIM98-694,980506,87.8,1.6,0,0,0,0,0,0,Tabas
LIM98-707,980507,86.7,2,0,0,0,0,0,0,Tabas
LIM98-708,980507,86.1,2.8,0,0,0,0,0,0,Tabas
LIM98-714,980508,83.9,1.6,0,0,0,0,0,0,Tabas
LIM98-715,980508,87.7,1.6,0,0,0,0,0,0,Tabas
LIM98-716,980508,86.4,2,0,0,0,0,0,0,Tabas
LIM98-717,980509,88.4,1.6,0,0,0,0,0,0,Tabas
LIM98-719,980509,89.5,2,0,0,0,0,0,0,Tabas
LIM98-725,980510,91,1.2,0,0,0,0,0,0,Tabas
LIM98-730,980512,81.3,4,0,0,0,0,0,0,Tabas
LIM98-731,980512,86.4,1.6,0,0,0,0,0,0,Tabas
LIM98-732,980512,81.4,4.4,0,0,0,0,0,0,Tabas
LIM98-736,980513,86.4,1.6,0,0,0,0,0,0,Tabas
LIM98-737,980513,84.6,1.6,0,0,0,0,0,0,Tabas
LIM98-738,980513,88.8,1.6,0,0,0,0,0,0,Tabas
LIM98-739,980513,85.3,1.6,0,0,0,0,0,0,Tabas
LIM98-744,980514,88,2.4,0,0,0,0,0,0,Tabas
LIM98-745,980514,87,2.8,0,0,0,0,0,0,Tabas
LIM98-746,980514,87.2,2.8,0,0,0,0,0,0,Tabas
LIM98-747,980514,84.6,2.4,0,0,0,0,0,0,Tabas
LIM98-748,980515,89.1,0.8,0,0,0,0,0,0,Tabas
LIM98-749,980515,90.1,0.8,0,0,0,0,0,0,Tabas
LIM98-750,980519,87,0.4,0,0,0,0,0,0,Tabas
LIM98-751,980522,84.3,1.6,0,0,0,0,0,0,Tabas
LIM98-752,980522,85.5,0.8,0,0,0,0,0,0,Tabas
LIM98-769,980526,91.1,1.6,0,0,0,0,0,0,Tabas
LIM98-770,980526,91.3,1.6,0,0,0,0,0,0,Tabas
LIM98-771,980527,89.2,1.6,0,0,0,0,0,0,Tabas
LIM98-772,980527,91.2,2,0,0,0,0,0,0,Tabas
LIM98-773,980527,91.3,0.8,0,0,0,0,0,0,Tabas
LIM98-774,980527,91.2,1.2,0,0,0,0,0,0,Tabas
LIM98-775,980527,90.8,1.2,0,0,0,0,0,0,Tabas
LIM98-776,980527,91.3,1.2,0,0,0,0,0,0,Tabas
LIM98-777,980527,94.3,1.2,0,0,0,0,0,0,Tabas
LIM98-785,980529,85.6,0.8,0,0,0,0,0,0,Tabas
LIM98-786,980529,81.2,1.2,0,0,0,0,0,0,Tabas
LIM98-787,980529,86.8,1.6,0,0,0,0,0,0,Tabas
LIM98-788,980529,89.9,1.6,0,0,0,0,0,0,Tabas
LIM98-789,980530,87.7,1.6,0,0,0,0,0,0,Tabas
LIM98-794,980530,83.5,1.2,0,0,0,0,0,0,Tabas
LIM98-799,980531,91.6,1.2,0,0,0,0,0,0,Tabas
LIM98-800,980531,91,1.2,0,0,0,0,0,0,Tabas
LIM98-801,980531,85.9,0.8,0,0,0,0,0,0,Tabas
LIM98-802,980531,86.7,1.2,0,0,0,0,0,0,Tabas
LIM98-803,980531,88.4,1.2,0,0,0,0,0,0,Tabas
LIM98-804,980531,89.6,1.2,0,0,0,0,0,0,Tabas
LIM98-805,980602,89.7,1.2,0,0,0,0,0,0,Tabas
LIM98-827,980603,90,1.6,0,0,0,0,0,0,Tabas
LIM98-828,980603,87.2,0.8,0,0,0,0,0,0,Tabas
LIM98-829,980603,82.9,1.2,0,0,0,0,0,0,Tabas
LIM98-830,980604,85.1,0.8,0,0,0,0,0,0,Tabas
LIM98-831,980604,84.1,0.8,0,0,0,0,0,0,Tabas
LIM98-837,980605,90.6,1.6,0,0,0,0,0,0,Tabas
LIM98-838,980605,86.8,1.6,0,0,0,0,0,0,Tabas
LIM98-848,980606,80.9,1.6,0,0,0,0,0,0,Tabas
LIM98-849,980606,85.3,1.6,0,0,0,0,0,0,Tabas
LIM98-852,980607,80.1,1.6,0,0,0,0,0,0,Tabas
LIM98-853,980607,79.3,2.8,0,0,0,0,0,0,Tabas
LIM98-859,980607,83.9,1.2,0,0,0,0,0,0,Tabas
LIM98-868,980610,88.2,2,0,0,0,0,0,0,Tabas
LIM98-869,980610,85.9,1.2,0,0,0,0,0,0,Tabas
LIM98-873,980610,81.8,2.4,0,0,0,0,0,0,Tabas
LIM98-874,980611,90.3,1.6,0,0,0,0,0,0,Tabas
LIM98-879,980611,91.2,0.8,0,0,0,0,0,0,Tabas
LIM98-880,980612,92.2,1.2,0,0,0,0,0,0,Tabas
LIM98-887,980612,86.1,2.4,0,0,0,0,0,0,Tabas
LIM98-888,980613,82.5,1.2,0,0,0,0,0,0,Tabas
LIM98-889,980613,90.1,1.6,0,0,0,0,0,0,Tabas
LIM98-890,980613,89.1,2,0,0,0,0,0,0,Tabas
LIM98-901,980614,82.1,1.2,0,0,0,0,0,0,Tabas
LIM98-902,980614,80.6,1.6,0,0,0,0,0,0,Tabas
LIM98-903,980614,87.7,1.6,0,0,0,0,0,0,Tabas
LIM98-904,980614,80.3,1.2,0,0,0,0,0,0,Tabas
LIM98-905,980614,89.3,1.2,0,0,0,0,0,0,Tabas
LIM98-911,980616,84.7,0.8,0,0,0,0,0,0,Tabas
LIM98-914,980617,87.2,1.2,0,0,0,0,0,0,Tabas
LIM98-915,980617,90.9,1.2,0,0,0,0,0,0,Tabas
LIM98-916,980618,83.4,1.2,0,0,0,0,0,0,Tabas
LIM98-922,980620,86.4,2,0,0,0,0,0,0,Tabas
LIM98-923,980621,87.2,2.8,0,0,0,0,0,0,Tabas
LIM98-924,980621,88.7,2.8,0,0,0,0,0,0,Tabas
LIM98-933,980623,92.2,0.8,0,0,0,0,0,0,Tabas
LIM98-934,980623,90,1.2,0,0,0,0,0,0,Tabas
LIM98-935,980623,89.8,1.2,0,0,0,0,0,0,Tabas
LIM98-939,980623,86,0.8,0,0,0,0,0,0,Tabas
LIM98-940,980623,90,0.8,0,0,0,0,0,0,Tabas
LIM98-945,980624,85.9,1.2,0,0,0,0,0,0,Tabas
LIM98-946,980625,92.1,1.2,0,0,0,0,0,0,Tabas
LIM98-947,980625,86,2.5,0,0,0,0,0,0,Tabas
LIM98-950,980628,88.1,0.8,0,0,0,0,0,0,Tabas
LIM98-951,980628,89.6,0.8,0,0,0,0,0,0,Tabas
LIM98-952,980628,89.7,0.8,0,0,0,0,0,0,Tabas
LIM98-956,980630,87,0.8,0,0,0,0,0,0,Tabas
LIM98-957,980630,88.4,1.2,0,0,0,0,0,0,Tabas
LIM98-958,980631,89.8,1.2,0,0,0,0,0,0,Tabas
LIM98-959,980631,86.7,1.2,0,0,0,0,0,0,Tabas
LIM98-960,980631,90.5,1.2,0,0,0,0,0,0,Tabas
LIM98-961,980631,91.5,1.2,0,0,0,0,0,0,Tabas
LIM98-967,980703,90.2,1.2,0,0,0,0,0,0,Tabas
LIM98-968,980703,90.5,1.2,0,0,0,0,0,0,Tabas
LIM98-969,980703,90.5,1.2,0,0,0,0,0,0,Tabas
LIM98-977,980706,91.5,1.6,0,0,0,0,0,0,Tabas
LIM98-978,980707,90,2,0,0,0,0,0,0,Tabas
LIM98-986,980709,87.5,1.2,0,0,0,0,0,0,Tabas
LIM98-987,980709,89.3,1.2,0,0,0,0,0,0,Tabas
LIM98-988,980709,89.3,1.2,0,0,0,0,0,0,Tabas
LIM98-989,980709,91.9,1.2,0,0,0,0,0,0,Tabas
LIM98-990,980709,89.8,1.2,0,0,0,0,0,0,Tabas
LIM98-995,980709,91.6,2,0,0,0,0,0,0,Tabas
LIM98-996,980710,89.7,1.6,0,0,0,0,0,0,Tabas
LIM98-1010,980714,91,1.6,1.5,2.1,20.7,37.1,13.6,25,Tabas
LIM98-1017,980716,85.8,1.6,0,0,0,0,0,0,Tabas
LIM98-1018,980716,89.5,1.6,0,0,0,0,0,0,Tabas
LIM98-1019,980716,90.4,1.6,3.7,9.3,22.1,20.7,7.1,37.1,Tabas
LIM98-1030,980718,88.5,1.6,0,0,0,0,0,0,Tabas
